inc_lat,inc_lon,est_lat,est_lon,distancia,pos_estacion,fecha
43.5266,-5.7278,43.52305555555555,-5.621111111111111,8.63406960953691,19,2021-10-04
38.9024,-6.8564,38.88333333333333,-6.813888888888889,4.252347340866537,87,2021-10-04
28.6182,-17.8909,28.63305555555556,-17.755,13.390946266884631,166,2021-10-04
28.6137,-17.9229,28.63305555555556,-17.755,16.55844279798616,166,2021-10-04
28.6123,-17.9128,28.63305555555556,-17.755,15.601837492062794,166,2021-10-04
28.6212,-17.9111,28.63305555555556,-17.755,15.320886391039215,166,2021-10-04
28.6152,-17.8707,28.63305555555556,-17.755,11.485953955917424,166,2021-10-04
28.6167,-17.8808,28.63305555555556,-17.755,12.434609830483625,166,2021-10-04
37.6157,-5.4065,37.51611111111111,-5.085,30.478544841585123,103,2021-10-04
38.7315,-6.7226,38.88333333333333,-6.813888888888889,18.627258913342523,87,2021-10-04
43.5225,-5.7276,43.52305555555555,-5.621111111111111,8.609428564946738,19,2021-10-04
28.628,-17.8736,28.63305555555556,-17.755,11.610607785628707,166,2021-10-04
28.62,-17.879,28.63305555555556,-17.755,12.211595010532529,166,2021-10-04
28.6156,-17.9012,28.63305555555556,-17.755,14.427031895005184,166,2021-10-04
28.6238,-17.8962,28.63305555555556,-17.755,13.845306024930768,166,2021-10-04
28.6047,-17.8648,28.63305555555556,-17.755,11.188202586406334,166,2021-10-04
28.6163,-17.8694,28.63305555555556,-17.755,11.340092473122011,166,2021-10-04
28.6119,-17.8927,28.63305555555556,-17.755,13.668366442829404,166,2021-10-04
28.6229,-17.8817,28.59583333333333,-17.915277777777778,4.447841092991401,167,2021-10-05
28.6308,-17.8685,28.59583333333333,-17.915277777777778,5.995595228614361,167,2021-10-05
28.6289,-17.8574,28.59583333333333,-17.915277777777778,6.743220670849113,167,2021-10-05
28.6249,-17.8931,28.59583333333333,-17.915277777777778,3.883594165172242,167,2021-10-05
28.6095,-17.8618,28.59583333333333,-17.915277777777778,5.445496889371023,167,2021-10-05
28.621,-17.8706,28.59583333333333,-17.915277777777778,5.18396135164767,167,2021-10-05
28.6113,-17.8725,28.59583333333333,-17.915277777777778,4.52153739460169,167,2021-10-05
28.6192,-17.8597,28.59583333333333,-17.915277777777778,6.021129606319197,167,2021-10-05
28.6132,-17.8837,28.59583333333333,-17.915277777777778,3.639180768444732,167,2021-10-05
28.6172,-17.9067,28.59583333333333,-17.915277777777778,2.5122674612985847,167,2021-10-05
41.9921,-6.0046,41.94138888888889,-6.279722222222222,23.491156303272565,54,2021-10-05
37.9703,-1.4152,38.23277777777778,-1.3805555555555555,29.292577776042283,127,2021-10-05
40.6011,-2.3139,40.84166666666667,-1.8788888888888888,45.436365855369345,59,2021-10-05
39.2069,-1.8033,39.00555555555555,-1.8622222222222224,22.926365783993738,135,2021-10-05
40.6027,-2.3262,40.84166666666667,-1.8788888888888888,46.17830314774014,59,2021-10-05
37.0756,-5.9406,37.16444444444444,-5.6113888888888885,30.874168404728547,106,2021-10-05
37.1818,-5.9783,37.41666666666666,-5.879166666666667,27.50815334575736,105,2021-10-05
37.2089,-6.2232,37.41666666666666,-5.879166666666667,38.233020676182726,105,2021-10-05
37.0773,-5.9556,36.75055555555556,-6.055833333333333,37.34459161788603,108,2021-10-05
37.2141,-6.2157,37.41666666666666,-5.879166666666667,37.35387833007296,105,2021-10-05
28.6125,-17.8449,28.59583333333333,-17.915277777777778,7.127008177336523,167,2021-10-05
28.6029,-17.8761,28.59583333333333,-17.915277777777778,3.9112722348966122,167,2021-10-05
28.619,-17.8724,28.59583333333333,-17.915277777777778,4.917203628815148,167,2021-10-05
28.6115,-17.8779,28.59583333333333,-17.915277777777778,4.04722433983793,167,2021-10-05
