Latitude,Longitude,acq_date,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),fire
43.3097,-5.2058,2021-01-31,20.042351791208777,9.727098412184075,14.908811182956544,66.0227538765212,38.20562616879651,0.2,0.0685981416058828,0.096344325040469,0.0,0.0350575333536481,1
42.4274,-2.0181,2021-01-31,10.73906607111,4.90998090477598,7.797454118880724,57.83147904817024,32.28860595350069,3.3116843333028942,1.0687420948730768,0.3105026184447751,0.2541387381245326,1.67830088186051,1
43.3112,-5.2015,2021-02-01,17.268234343978595,10.360875611932949,13.831568837116643,62.95232857093741,33.98844533449256,0.0,0.0,0.0,0.0,0.0,1
41.3511,-0.6895,2021-02-01,17.646277506977853,10.902353677694473,14.304358016398217,73.04835339709237,38.05991197171871,0.0,0.0,0.0,0.0,0.0,1
37.1325,-2.4244,2021-02-01,21.91215859867502,11.703285128371054,16.821353673309144,58.95778434820575,28.660482663408327,0.0,0.0,0.0,0.0,0.0,1
37.1734,-2.4323,2021-02-01,21.60603589330128,11.671695143246584,16.6473601285793,60.32829210228995,29.088876566413557,0.0,0.0,0.0,0.0,0.0,1
37.1282,-2.4409,2021-02-01,21.87839201166895,11.59895752209518,16.75223328409897,57.91896889291056,28.137410307300463,0.0,0.0,0.0,0.0,0.0,1
38.1619,-1.0325,2021-02-01,24.122217728747543,12.281722638979012,18.198597784988088,63.06881522820685,37.56314324032017,0.0,0.0,0.0,0.0,0.0,1
37.1733,-2.4456,2021-02-01,21.556098333703822,11.589039441420086,16.580604641007813,59.63730270192758,28.7204390232567,0.0,0.0,0.0,0.0,0.0,1
37.1316,-2.4188,2021-02-01,21.93954379600927,11.73768486847672,16.852551236405205,59.20776381707951,28.800727116650336,0.0,0.0,0.0,0.0,0.0,1
37.1299,-2.4299,2021-02-01,21.90877763119996,11.668010620243436,16.80214006673603,58.56078499662628,28.46768954902981,0.0,0.0,0.0,0.0,0.0,1
41.7011,0.8373,2021-02-01,17.92643844848905,8.990934553877397,13.438946145346112,80.14552196458192,50.53010658331853,1.105080701118036,1.105080701118036,0.0,0.0,0.0,1
41.1649,1.2206,2021-02-01,19.90245405936988,14.05766063602578,16.978915851326512,117.8203106225238,76.04809669690597,0.0548260391487851,0.050260053663507,0.004565985485278,0.0,0.0,1
41.1584,1.1612,2021-02-01,19.84988369981684,14.18111728791107,17.01541943508217,120.09501045359818,78.36788861276499,0.0408712044516756,0.0405469693245314,0.0003242351271442,0.0,0.0,1
38.3153,-1.2669,2021-02-02,22.473417308518982,9.914182127536767,16.176836078002264,46.45725739124687,24.35733318102432,0.0,0.0,0.0,0.0,0.0,1
38.3271,-1.6922,2021-02-02,20.519884733915568,8.017485920397,14.307898978636448,32.30574465793373,17.5685460592065,0.0,0.0,0.0,0.0,0.0,1
38.3361,-1.6737,2021-02-02,20.58309753711992,8.171446654301556,14.414808007565806,32.37481080095776,17.501436474202755,0.0,0.0,0.0,0.0,0.0,1
38.3378,-1.6905,2021-02-02,20.43676215253732,8.007990442496164,14.261875407616232,32.210492737772654,17.579964403979723,0.0,0.0,0.0,0.0,0.0,1
37.6213,-1.4017,2021-02-02,21.690957658275643,8.899614997381448,15.322725384825487,23.60975088048915,14.812796765771385,0.0,0.0,0.0,0.0,0.0,1
42.5203,-3.0447,2021-02-03,12.61438490653168,7.90244598415637,10.270355417012098,59.88617414274959,33.27028957721252,5.82348814641477,0.0,0.8451433571953133,1.446740811919679,3.531603977299777,1
43.5233,-5.727,2021-02-03,18.471183505492373,9.789659628605554,14.119545958039671,42.99485873776534,23.691500477900817,0.4912439099071062,0.4912439099071062,0.0,0.0,0.0,1
41.7235,1.0976,2021-02-03,19.475414743982327,5.100525299373551,12.289667451988445,25.0657769929189,17.496586117371923,0.0,0.0,0.0,0.0,0.0,1
42.1139,-1.0138,2021-02-05,16.455697630978676,7.54667287341807,11.990058321269183,37.901377232991344,22.500397010149744,0.0,0.0,0.0,0.0,0.0,1
42.1462,-1.7879,2021-02-05,15.506957261508552,5.616107761517027,10.531748246126844,38.489123538398815,25.588989153751875,0.1212944076843333,0.1212944076843333,0.0,0.0,0.0,1
42.1118,-1.0012,2021-02-05,16.444325340531957,7.540526656296053,11.980799910940023,37.99239795043759,22.592199420518664,0.0,0.0,0.0,0.0,0.0,1
40.4757,-1.2873,2021-02-05,15.77665304666552,1.4116369136939182,8.592105057159024,30.183410256995977,14.69081560987782,0.0,0.0,0.0,0.0,0.0,1
39.0619,-2.1333,2021-02-05,17.310029264798796,5.980799832425071,11.671545727796603,52.583049931246975,34.29675087081527,1.4471922798411172,0.0,0.0,0.0,1.4471922798411172,1
40.3078,-3.7393,2021-02-05,16.621495486365767,5.519863161988583,11.088623766028851,33.40848929928656,20.779956508211605,3.302069884658967,0.026964395404138,0.0,0.0,3.275105489254829,1
38.9754,-0.5722,2021-02-08,18.15259187898051,9.794189543980789,13.973599359575315,77.14015550607013,39.13842109812055,0.5981881441144516,0.0,0.2168345187014878,0.196518959357125,0.1848346660558388,1
38.977,-0.5589,2021-02-08,18.260479596365947,9.8804468067175,14.070463201541726,77.22893579723898,38.990657085227184,0.5865754369799345,0.0,0.21036593382514,0.1881047515773972,0.1881047515773972,1
39.1832,-0.2893,2021-02-12,22.567474015275184,14.24736432185114,18.384940964409555,41.86555849726555,15.81694346753734,0.0,0.0,0.0,0.0,0.0,1
39.1803,-0.2966,2021-02-12,22.495646073373308,14.251513053010369,18.34766394604837,41.19768894396345,15.163588356548178,0.0,0.0,0.0,0.0,0.0,1
39.1771,-0.2801,2021-02-12,22.616624586605045,14.212131274083449,18.3929965365139,42.22581586378664,16.19176348969962,0.0,0.0,0.0,0.0,0.0,1
37.6874,-0.9177,2021-02-12,24.274859359549065,12.16597070750537,18.220415033527217,43.43483911783411,28.686789338546564,0.0,0.0,0.0,0.0,0.0,1
37.6589,-4.5858,2021-02-12,17.188745553666294,8.716778816604469,12.95276218513538,36.635838248099255,19.5146204176632,1.8429554041575409,0.2080811886957366,1.634874215461804,0.0,0.0,1
37.6499,-4.588,2021-02-12,17.171128087331677,8.73805362595325,12.954590856642463,36.55779024004029,19.479575225958524,1.818581867682377,0.2052143342721179,1.613367533410259,0.0,0.0,1
38.0537,-0.6887,2021-02-12,24.262353693200303,12.271984823027166,18.24082283078396,60.11923682309535,42.57087275609142,0.0,0.0,0.0,0.0,0.0,1
36.8885,-2.1594,2021-02-13,21.14775952996037,10.713471815180451,15.900096163465289,33.71381653145822,22.32324507890778,0.0,0.0,0.0,0.0,0.0,1
43.2535,-4.5105,2021-02-14,16.36203841069421,5.659998501300393,10.998195598221454,29.545705696117388,15.910121842651176,0.0558883012646899,0.0,0.0558883012646899,0.0,0.0,1
36.9367,-2.3392,2021-02-15,18.331434987616863,9.161798017209655,13.750547334482851,43.27769075467993,28.65855631504202,0.0,0.0,0.0,0.0,0.0,1
37.5896,-7.0917,2021-02-15,19.44571127616475,8.512777987846054,13.990863335584065,30.36121269412559,17.121110060769738,0.0,0.0,0.0,0.0,0.0,1
37.5694,-7.2141,2021-02-15,19.79172959463908,8.53064843450395,14.161189014571514,29.94686274981951,16.503703019720447,0.0,0.0,0.0,0.0,0.0,1
38.7666,-6.8124,2021-02-15,21.572672447860576,6.921242788197762,14.24695761802917,32.7600802259239,23.53820782988592,0.0,0.0,0.0,0.0,0.0,1
37.5499,-6.0642,2021-02-15,21.17641658487769,8.360136843195633,14.81335341885039,30.767052619961007,20.613027921712497,0.0,0.0,0.0,0.0,0.0,1
42.6621,1.2476,2021-02-16,,,,,,,,,,,1
42.6721,1.2444,2021-02-16,,,,,,,,,,,1
37.2901,-1.97,2021-02-16,17.883980688790096,4.910228421569056,11.389685922239243,24.5785053285384,15.089884678997915,0.0,0.0,0.0,0.0,0.0,1
38.2509,-1.6585,2021-02-16,17.949538040040977,2.300932028645711,10.127744862309063,17.813723855843556,11.94450780078376,0.0,0.0,0.0,0.0,0.0,1
38.3103,-1.2721,2021-02-16,19.817908524396,2.3405304755348872,11.045306972647516,17.430589466026547,11.608561779851302,0.0,0.0,0.0,0.0,0.0,1
37.5345,-5.9256,2021-02-17,23.45913380656465,6.75635982898834,15.115743711803653,22.47873234940217,15.07851609095672,0.0,0.0,0.0,0.0,0.0,1
38.4408,-6.2218,2021-02-17,20.778530286777297,5.868843495032193,13.317213465056202,17.018764603871436,12.475311586218494,0.0,0.0,0.0,0.0,0.0,1
38.6292,-3.9633,2021-02-17,21.93079272050776,2.589713761936956,12.21149088498709,16.017442389476063,7.099011501178479,0.0,0.0,0.0,0.0,0.0,1
40.3514,-2.3708,2021-02-17,17.96358739448477,1.6227633038996163,9.770335488934718,25.27262021276532,12.73758029260668,0.0,0.0,0.0,0.0,0.0,1
38.6312,-3.9513,2021-02-17,21.897808186751725,2.6475531933746166,12.225299538527612,16.174560786799308,7.209507877155367,0.0,0.0,0.0,0.0,0.0,1
43.2466,-4.2575,2021-02-17,15.839183944939082,5.036884040348208,10.429523692400844,48.24713752738885,23.610889647775565,0.0,0.0,0.0,0.0,0.0,1
43.5238,-5.7348,2021-02-17,16.648721465326354,3.158789618526354,9.86550582927171,21.27114468152825,13.519210863562437,0.2947208082710784,0.0,0.0,0.0,0.2947208082710784,1
43.2485,-4.2454,2021-02-17,15.927130947446026,4.969281193864859,10.44052360554559,48.60540002763565,23.960152917875675,0.0,0.0,0.0,0.0,0.0,1
42.652,1.109,2021-02-18,,,,,,,,,,,1
42.6538,1.0934,2021-02-18,,,,,,,,,,,1
38.0249,-0.9049,2021-02-18,19.719610003496697,6.522021070223074,13.106728180095825,20.945468819977386,14.36386020913926,0.0,0.0,0.0,0.0,0.0,1
38.2572,-1.6656,2021-02-18,20.96230282341699,2.64288604420582,11.852594433811406,24.58403431295379,16.50381270385744,0.0,0.0,0.0,0.0,0.0,1
38.2555,-1.6492,2021-02-18,21.06284029097044,2.6622762230657626,11.912558257018102,24.43109269366235,16.473328180550965,0.0,0.0,0.0,0.0,0.0,1
39.1021,-0.47,2021-02-18,17.78836381729763,8.778991477790457,13.301043694907769,23.15794613311336,13.084196696624693,0.0,0.0,0.0,0.0,0.0,1
43.5425,-5.8279,2021-02-18,13.683844041504296,6.668893304829913,10.176368673167104,36.6904414462289,22.66994519265394,5.7635888322936,0.9288856025783307,4.528403513849803,0.3062997158654659,0.0,1
43.5427,-5.8347,2021-02-18,13.687335115882806,6.713964074152317,10.200649595017564,37.02817285579886,23.002518290055686,5.769539318616982,0.944353637210572,4.528636100255891,0.2965495811505183,0.0,1
39.8265,-5.6372,2021-02-19,18.40369740717933,6.315646911356618,12.37751057309907,30.588938136240863,14.811356612082214,0.0,0.0,0.0,0.0,0.0,1
38.5679,-3.0849,2021-02-19,21.01401851151293,4.617231271878748,12.831772176421158,29.614770796142366,16.545176058547874,0.0,0.0,0.0,0.0,0.0,1
38.7208,-5.5096,2021-02-19,19.80321624648169,4.084627278238568,11.968473360538711,28.727597444386888,20.179201827822645,0.0,0.0,0.0,0.0,0.0,1
36.9429,-3.3631,2021-02-19,20.000546122022428,5.749615031670023,12.922588136078463,25.699345416182524,18.627352648500175,0.0,0.0,0.0,0.0,0.0,1
41.5739,-1.3033,2021-02-19,19.75733242857304,3.967401400462176,11.886630598075982,36.20354712572643,24.05890531532984,0.0,0.0,0.0,0.0,0.0,1
41.4443,-1.3053,2021-02-19,19.72679476123277,3.214206410337762,11.493671605137216,36.64699013327953,23.235186534996288,0.0,0.0,0.0,0.0,0.0,1
42.2729,-2.0409,2021-02-19,19.727598405044063,5.51733689014466,12.622467647594362,32.610324108796306,23.97076002868273,0.0,0.0,0.0,0.0,0.0,1
42.9349,-1.0769,2021-02-19,17.49463794462106,6.058507769959099,11.790288375152508,41.80551714201167,26.36988353096737,0.0,0.0,0.0,0.0,0.0,1
40.4723,-1.2873,2021-02-19,18.453975576070874,-2.2815691627688404,8.08787791198246,38.2183618132747,22.757863240053847,0.0,0.0,0.0,0.0,0.0,1
41.572,-1.3155,2021-02-19,19.76272813972181,3.916132683575841,11.862585793963088,36.37509082677775,24.14756941485895,0.0,0.0,0.0,0.0,0.0,1
42.1253,-1.5749,2021-02-19,18.683992682758685,5.754169484365486,12.219081083562086,35.829479242454426,25.387473744149503,0.0,0.0,0.0,0.0,0.0,1
41.4001,-1.2291,2021-02-19,19.278773426241337,3.047052465396616,11.187495749758815,36.14593617614487,21.887580111395494,0.0,0.0,0.0,0.0,0.0,1
40.2409,-0.8786,2021-02-19,18.04191827807084,0.1681529257724193,9.105035601921628,32.701355604747555,19.83710580256217,0.0,0.0,0.0,0.0,0.0,1
40.4338,-1.0689,2021-02-19,19.187576490282584,-1.2184717870409334,8.984139153741282,36.85804920172161,23.00826395759084,0.0,0.0,0.0,0.0,0.0,1
42.2709,-2.0534,2021-02-19,19.76769622519735,5.48165505769319,12.62467564144527,32.565259781668594,23.93879030657324,0.0,0.0,0.0,0.0,0.0,1
42.3134,-1.9087,2021-02-19,19.26422510541153,5.989931368594908,12.627078237003218,32.95287865472292,24.2892867082963,0.0,0.0,0.0,0.0,0.0,1
42.3857,-1.3355,2021-02-19,17.464928211964054,7.5306190756476115,12.497773643805834,35.153837618642065,25.774940171057708,0.0,0.0,0.0,0.0,0.0,1
43.4256,-4.9829,2021-02-19,14.31589580680839,7.229922038330026,10.82290892256921,22.096256482137207,13.726156774007876,0.0,0.0,0.0,0.0,0.0,1
43.2913,-5.3401,2021-02-19,13.933281849352737,7.018003472774991,10.525642661063864,29.61781935579428,19.419083753834496,0.0,0.0,0.0,0.0,0.0,1
43.424,-4.997,2021-02-19,14.315320064153164,7.224294690564736,10.81980737735895,22.280527720063183,13.87114500753862,0.0,0.0,0.0,0.0,0.0,1
43.3619,-4.9662,2021-02-20,18.63252260673796,10.7169469849399,14.665007858651068,59.90428785231842,30.172504625172326,4.357667860160532,0.0,0.0,1.6341254475601996,2.7235424126003327,1
43.3507,-4.2548,2021-02-21,14.642238717700751,6.278957018496282,10.48885272113549,55.65036493679949,36.527542009646176,9.518666656138883,0.0,0.0,0.940177440007375,8.578489216131508,1
43.2762,-3.7063,2021-02-21,19.07996139840665,6.387384179420247,12.735315600187466,47.88812626899645,28.994482094128703,13.826629215505076,0.0,0.0,0.0,13.826629215505076,1
43.2779,-3.7184,2021-02-21,19.130549995313658,6.391487586530106,12.761704706433695,47.54465373234251,28.991206159202008,13.58436357501503,0.0,0.0,0.0,13.58436357501503,1
43.3378,-3.6849,2021-02-21,19.198444274486175,6.859825360380272,13.036312908883986,48.74086424851042,30.00578781816966,13.002332320546277,0.0,0.0,0.0,13.002332320546277,1
43.236,-4.3665,2021-02-21,12.712793068753882,4.819818027040358,8.789267739879532,60.98143265326589,38.25999092328296,9.95156263650882,0.0,0.0,1.443071430361714,8.508491206147108,1
43.2915,-1.7333,2021-02-21,20.760802934731466,10.296985347763291,15.530001762739507,80.34039760953915,57.52456551352928,1.8731670067818096,0.0,0.0,0.0,1.8731670067818096,1
