Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Estaca de Bares,A Coruña,9.4 (23:40),3.7 (07:20),6.5,111 (22:20),81 (23:30),6,2.6,2.8,0.2,0.4,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,8.6 (15:20),4.4 (03:10),6.5,63 (15:30),40 (18:30),2.8,0,0,0.2,2.6,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,7.2 (13:50),3.0 (03:20),5.1,85 (13:50),46 (23:40),1.4,0.6,0,0.4,0.4,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,6.8 (16:00),0.1 (02:20),3.5,45 (16:10),19 (18:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,9.2 (13:00),0.7 (09:30),4.9,57 (15:40),30 (15:40),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,7.9 (16:10),2.0 (02:50),5,55 (17:20),17 (19:00),0,0,0,0,0,42.876111111111115,-8.555833333333334
Hellín,Albacete,4.7 (16:00),-0.3 (22:50),2.2,28 (03:50),16 (03:50),8.2,7.3,0.9,0,0,38.54194444444444,-1.7030555555555555
Albacete Base Aérea,Albacete,3.3 (15:40),-3.1 (22:20),0.1,23 (00:20),17 (00:20),20,4.2,4.6,11.2,0,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,2.4 (16:20),-3.1 (23:50),-0.3,52 (00:50),37 (00:50),12.4,2.4,2.2,7.7,0.1,38.93583333333333,-1.66
Albacete,Albacete,2.7 (14:50),-1.7 (23:59),0.5,11 (19:30),5 (19:30),15.2,13.4,1.4,0.4,0,39.00555555555555,-1.8622222222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,12.8 (15:30),5.8 (23:40),9.3,30 (21:20),21 (21:20),3.6,3.3,0.3,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,12.7 (15:50),5.3 (23:30),9,18 (04:00),9 (17:00),3.8,3.4,0.4,0,0,38.3725,-0.49416666666666664
Jávea/ Xàbia,Alacant/Alicante,9.3 (03:30),5.3 (23:59),7.3,54 (11:00),31 (05:50),31.6,20.4,10.2,1,0,38.78361111111111,0.16777777777777778
Roquetas de Mar,Almería,14.1 (13:10),7.9 (23:00),11,81 (13:40),51 (13:40),0.6,0.4,0.2,0,0,36.68694444444444,-2.7016666666666667
Abla,Almería,12.2 (12:10),2.6 (21:00),7.4,45 (06:30),15 (03:00),4.3,4.3,0,0,0,37.14138888888889,-2.779722222222222
Almería Aeropuerto,Almería,14.8 (12:50),7.6 (23:00),11.2,74 (14:30),57 (14:10),4.1,4.1,0,0,0,36.84638888888889,-2.3569444444444447
Vitoria Gasteiz Aeropuerto,Araba/Álava,-0.6 (11:00),-1.7 (06:40),-1.2,26 (15:40),20 (17:20),1.3,0,0,0.6,0.7,42.871944444444445,-2.7327777777777778
Llanes,Asturias,7.2 (12:40),4.2 (19:20),5.7,44 (16:50),32 (17:00),9,0,0.2,2.4,6.4,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,6.7 (17:40),-1.7 (00:10),2.5,44 (17:00),21 (17:00),12,0.8,4.8,0.2,6.2,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,6.3 (13:30),0.3 (05:00),3.3,61 (21:00),30 (21:00),9.1,0,4.1,0.3,4.7,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,2.8 (17:10),-1.5 (04:10),0.6,23 (17:10),11 (03:50),8.8,0,0.8,1.8,6.2,43.35333333333333,-5.874166666666667
Castropol,Asturias,7.7 (22:20),-1.8 (06:30),2.9,61 (20:20),27 (19:10),4.2,0,2,0.8,1.4,43.52472222222222,-7.0313888888888885
Ávila,Ávila,-2.0 (14:10),-4.0 (06:30),-3,18 (14:30),11 (12:10),12.4,5,3.8,3.4,0.2,40.659166666666664,-4.680000000000001
Herrera del Duque,Badajoz,2.3 (13:00),0.3 (07:10),1.3,26 (15:30),12 (00:30),7.2,3.6,2,1.6,0,39.169444444444444,-5.062222222222222
Don Benito,Badajoz,4.3 (16:10),2.6 (09:40),3.5,23 (15:40),13 (15:30),3.6,1.4,1.8,0.4,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,2.5 (15:20),0.2 (08:20),1.4,32 (09:00),24 (08:20),1.8,1.4,0.2,0.2,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,5.0 (12:50),2.5 (18:50),3.8,19 (14:10),14 (14:10),1,0.8,0.2,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,4.8 (11:50),2.3 (20:20),3.6,30 (02:00),19 (07:30),0.6,0,0,0.6,0,38.88333333333333,-6.813888888888889
Barcelona Aeropuerto,Barcelona,8.2 (21:30),2.5 (04:50),5.3,78 (19:30),54 (18:40),17.3,3.3,8.9,4.6,0.5,41.29277777777778,2.0700000000000003
Manresa,Barcelona,5.9 (16:50),0.4 (05:20),3.2,36 (21:40),19 (21:50),7.4,1.2,4.8,1.2,0.2,41.72,1.840277777777778
Barcelona,Barcelona,7.9 (21:10),3.8 (04:20),5.9,77 (19:50),45 (19:50),10.8,2.1,5.7,3,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,6.0 (00:20),2.8 (04:30),4.4,60 (23:00),23 (23:00),4.6,0.2,2.2,2.2,0,41.587500000000006,2.54
Santa Susanna,Barcelona,4.8 (00:40),1.8 (05:20),3.3,84 (19:20),24 (09:20),8.5,0,5.6,2.8,0.1,41.65083333333333,2.6969444444444446
Machichaco,Bizkaia,5.3 (23:20),2.2 (16:50),3.8,59 (20:10),43 (20:20),1,0,0,0.6,0.4,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,7.6 (12:10),3.5 (00:30),5.5,18 (15:10),9 (17:00),3.1,0,0,1.4,1.7,43.375,-3.0216666666666665
Bilbao Aeropuerto,Bizkaia,4.3 (14:20),1.3 (00:00),2.8,18 (15:20),13 (15:30),3,0,0,1.7,1.3,43.29805555555556,-2.906388888888889
Aranda de Duero,Burgos,-0.4 (17:10),-2.5 (08:10),-1.5,31 (06:00),13 (06:00),9,2.6,2.8,3.4,0.2,41.66583333333333,-3.742777777777778
Palacios de la Sierra,Burgos,-1.5 (22:30),-3.4 (11:00),-2.5,43 (06:40),26 (08:30),0.2,0,0,0,0.2,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,-2.5 (15:20),-3.9 (05:20),-3.2,41 (04:30),31 (04:40),0,0,0,0,0,42.356944444444444,-3.620277777777778
Medina de Pomar,Burgos,0.8 (14:00),-2.3 (00:00),-0.7,28 (14:20),12 (14:20),3,0,0,1.2,1.8,42.919999999999995,-3.4827777777777778
Navalmoral de la Mata,Cáceres,4.4 (00:20),2.0 (08:40),3.2,40 (00:10),19 (00:10),2.6,1.2,0.6,0.6,0.2,39.94583333333333,-5.5825
Cáceres,Cáceres,3.2 (01:00),0.6 (08:20),1.9,30 (06:40),17 (02:50),0.4,0,0.2,0.2,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,4.2 (14:20),1.5 (08:40),2.8,28 (14:00),10 (15:10),0.5,0.2,0,0.2,0.1,40.043055555555554,-6.085833333333333
Coria,Cáceres,5.0 (13:50),2.2 (22:50),3.6,39 (12:50),19 (00:30),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,2.9 (13:10),0.6 (18:50),1.8,32 (03:40),17 (03:00),0.8,0,0,0.8,0,39.414722222222224,-7.231111111111111
Grazalema,Cádiz,4.6 (01:40),-0.5 (09:30),2,40 (02:40),13 (03:40),8.7,4.2,0,0.6,3.9,36.760555555555555,-5.3741666666666665
Jerez de la Frontera Aeropuerto,Cádiz,11.7 (15:00),3.4 (09:00),7.5,39 (13:40),24 (13:40),1.7,0,0,1.2,0.5,36.75055555555556,-6.055833333333333
San Fernando,Cádiz,12.2 (14:50),6.6 (23:30),9.4,46 (19:40),24 (06:20),3,0,0,2.5,0.5,36.46555555555556,-6.205555555555556
Cádiz,Cádiz,12.7 (14:50),8.1 (23:50),10.4,50 (15:50),26 (22:20),2.2,0,0,2,0.2,36.499722222222225,-6.257777777777778
Vejer de la Frontera,Cádiz,10.5 (13:40),4.8 (23:50),7.7,45 (11:00),25 (11:50),2.5,0,0,1.6,0.9,36.245555555555555,-5.965
Tarifa,Cádiz,11.8 (00:10),5.9 (23:10),8.9,58 (03:30),35 (03:40),14.7,0.3,0,5,9.4,36.013888888888886,-5.598888888888888
Castro Urdiales,Cantabria,5.4 (12:50),2.8 (19:30),4.1,31 (16:50),19 (14:50),5.4,0,0,1.6,3.8,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,6.4 (14:00),0.9 (00:50),3.7,30 (16:50),21 (17:00),3.3,0,0,0.6,2.7,43.42388888888889,-3.8255555555555554
Santander,Cantabria,6.6 (11:40),3.2 (23:00),4.9,46 (16:20),34 (16:20),6,0,0,0.8,5.2,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,6.5 (15:30),2.4 (20:20),4.5,34 (15:50),23 (16:40),8,0,0.7,2.2,5.1,43.39333333333333,-4.392222222222222
Reinosa,Cantabria,-0.7 (13:50),-2.4 (00:00),-1.6,42 (10:50),23 (10:50),1.1,0,0.1,0.7,0.3,42.99194444444444,-4.160555555555556
Castellón - Almassora,Castelló/Castellón,6.6 (14:30),3.6 (04:30),5.1,35 (00:20),20 (03:10),24.4,2.8,3,9.2,9.4,39.95722222222223,-0.07194444444444445
Ceuta,Ceuta,12.4 (02:10),6.7 (21:50),9.5,57 (12:20),19 (06:20),24.8,1.2,2.8,8.4,12.4,35.88861111111111,-5.3469444444444445
Tomelloso,Ciudad Real,5.2 (15:30),-1.9 (23:59),1.6,44 (03:50),32 (01:30),7.4,6,1.4,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,4.2 (14:40),-1.1 (23:40),1.5,35 (00:30),18 (00:30),9.4,5.6,1.4,2.4,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,5.7 (05:00),-1.1 (23:50),2.3,42 (11:20),22 (15:00),4.8,4.8,0,0,0,38.75055555555556,-3.391388888888889
Viso del Marqués,Ciudad Real,5.2 (04:30),-1.5 (23:59),1.8,54 (10:30),43 (10:30),6.5,6.2,0.3,0,0,38.518055555555556,-3.5666666666666664
Puebla de Don Rodrigo,Ciudad Real,2.9 (14:00),-0.8 (23:30),1.1,25 (15:20),16 (15:40),11.2,8,2.5,0.7,0,39.08861111111111,-4.616388888888888
Hinojosa del Duque,Córdoba,3.4 (15:40),-0.7 (23:10),1.4,30 (12:10),19 (10:50),2.8,2.2,0.3,0.3,0,38.49861111111111,-5.1211111111111105
Villanueva de Córdoba,Córdoba,5.6 (00:00),-0.5 (22:00),2.5,39 (13:40),18 (06:40),5.4,2.6,1.2,1.6,0,38.33305555555556,-4.608888888888888
