Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,21.2 (17:20),11.0 (09:10),16.1,48 (13:30),33 (12:50),25.1,22.3,2.6,0.2,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,18.7 (18:10),12.8 (08:40),15.8,35 (03:50),27 (04:50),26.4,4.8,21.6,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,18.7 (19:20),10.4 (23:59),14.6,33 (19:20),15 (16:20),21.8,7,14.8,0,0,41.72,1.840277777777778
Barcelona,Barcelona,17.3 (15:00),12.0 (08:20),14.6,41 (06:20),30 (05:20),29.4,2.1,27,0.3,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,15.3 (01:30),11.7 (09:20),13.5,23 (08:00),9 (08:00),14.8,0,14.1,0.6,0.1,41.587500000000006,2.54
Santa Susanna,Barcelona,13.9 (01:20),10.1 (23:59),12,25 (06:40),15 (06:40),24.9,0.1,11.7,8.6,4.5,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,14.6 (16:50),10.6 (10:20),12.6,28 (17:20),21 (17:20),26.1,1,13.5,1.5,10.1,41.91166666666666,2.763333333333333
Porqueres,Girona,13.0 (14:30),10.4 (23:50),11.7,17 (15:10),9 (15:10),18.9,1,10.9,1.8,5.2,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,16.0 (17:10),10.1 (06:40),13.1,35 (12:00),23 (12:00),0.9,0,0.1,0.3,0.5,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,10.1 (13:30),3.7 (23:59),6.9,32 (12:10),17 (14:20),8.9,0.2,0.2,8.5,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,15.6 (16:40),8.9 (23:59),12.3,59 (13:40),39 (13:40),7.4,0.1,5.9,1.4,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,12.9 (13:00),6.3 (23:50),9.6,28 (13:40),10 (13:50),1.1,0,0.2,0.9,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,12.7 (17:10),9.9 (03:20),11.3,51 (10:30),44 (13:30),0.2,0,0,0.2,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,15.3 (12:00),10.4 (04:40),12.8,43 (13:30),22 (13:20),0.8,0.8,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,14.5 (16:00),6.1 (23:59),10.3,33 (14:10),19 (14:10),1,0,0.1,0.8,0.1,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,15.6 (14:50),7.9 (06:00),11.8,45 (13:40),32 (13:50),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,14.7 (10:20),8.8 (23:50),11.8,41 (12:50),27 (13:10),1,0.9,0,0,0.1,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,15.3 (16:50),8.2 (09:00),11.8,39 (12:10),25 (12:10),8.4,1.4,6,0,1,43.42388888888889,-3.8255555555555554
Santander,Cantabria,13.9 (16:00),8.3 (07:50),11.1,42 (12:20),29 (12:20),17.6,5.2,7.6,1.6,3.2,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,15.2 (17:00),9.0 (01:50),12.1,37 (13:40),23 (13:30),2.2,0.1,2.1,0,0,43.39333333333333,-4.392222222222222
"Gijón, Campus",Asturias,13.7 (19:40),7.7 (02:50),10.7,22 (15:30),14 (17:40),5.6,1.6,3.8,0.2,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,13.4 (14:50),7.3 (05:00),10.3,28 (10:40),18 (10:40),0.8,0.8,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,10.6 (16:10),5.9 (07:40),8.3,17 (14:00),9 (14:10),3.2,0,0.2,3,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,15.1 (16:30),6.5 (08:30),10.8,22 (08:00),9 (21:50),20.7,7.2,13.2,0.3,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,15.1 (15:40),7.5 (10:00),11.3,35 (05:10),23 (05:00),4.2,0,4.2,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,14.4 (14:40),7.9 (08:50),11.1,29 (18:50),19 (15:50),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,15.8 (13:50),9.0 (23:50),12.4,35 (01:00),19 (00:40),0,0,0,0,0,43.160555555555554,-9.210833333333333
Santiago de Compostela Aeropuerto,A Coruña,13.9 (16:20),2.7 (07:10),8.3,41 (17:50),24 (18:50),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,18.1 (16:40),2.8 (06:30),10.5,20 (09:40),14 (08:50),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,15.4 (15:40),4.6 (08:00),10,22 (20:50),9 (18:40),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,16.4 (14:40),4.3 (07:20),10.3,28 (15:20),17 (15:00),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,15.8 (13:20),5.2 (06:40),10.5,37 (15:50),27 (16:00),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,13.3 (16:40),3.6 (23:59),8.5,27 (18:40),14 (18:50),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,5.2 (15:00),-1.9 (07:50),1.6,38 (17:20),26 (17:40),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,16.6 (17:40),5.6 (07:10),11.1,29 (17:30),14 (18:00),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,14.2 (16:50),2.2 (04:50),8.2,32 (18:20),14 (18:20),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,17.8 (16:00),4.0 (07:10),10.9,19 (16:10),9 (14:20),0,0,0,0,0,42.32527777777778,-7.859722222222222
