Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,20.5 (12:20),6.7 (07:40),13.6,35 (14:40),23 (14:40),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,20.1 (17:20),10.8 (07:30),15.5,37 (13:30),31 (13:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,24.3 (15:20),5.8 (08:40),15,37 (16:40),19 (16:50),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,17.3 (17:10),12.0 (06:50),14.6,35 (13:30),31 (13:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,22.6 (16:30),10.0 (07:30),16.3,23 (17:10),12 (04:40),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,21.3 (15:40),6.5 (07:40),13.9,23 (17:20),14 (17:20),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,23.0 (13:50),5.5 (08:00),14.3,28 (15:40),17 (14:30),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,22.9 (17:00),6.4 (04:00),14.6,22 (17:30),13 (17:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,18.7 (13:20),13.8 (23:00),16.3,42 (13:00),22 (13:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,19.2 (15:50),9.6 (23:50),14.4,30 (20:40),17 (20:40),0.4,0.3,0.1,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,19.1 (12:10),12.3 (23:59),15.7,38 (17:40),27 (17:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,19.5 (14:20),9.9 (03:40),14.7,23 (23:40),13 (18:20),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,20.4 (00:10),12.1 (20:50),16.3,64 (15:20),49 (15:20),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,18.6 (00:10),12.7 (07:00),15.7,38 (16:10),19 (15:50),0.1,0,0,0,0.1,43.375,-3.0216666666666665
Güeñes,Bizkaia,21.0 (14:20),9.5 (07:10),15.3,19 (15:50),10 (16:40),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,19.4 (13:40),10.3 (04:50),14.8,42 (18:00),26 (18:00),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,17.7 (00:50),12.2 (23:30),15,48 (14:00),32 (16:50),0,0,0,0,0,43.39472222222222,-3.233888888888889
