Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,14.1 (03:00),7.6 (23:20),10.9,104 (21:40),68 (22:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,14.7 (14:00),8.7 (23:59),11.7,72 (15:10),54 (15:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,11.5 (14:40),5.5 (23:59),8.5,62 (11:50),30 (12:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,14.0 (01:30),8.1 (23:50),11.1,78 (13:50),36 (13:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,15.2 (01:20),8.2 (23:50),11.7,54 (12:00),19 (09:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,14.8 (11:10),3.5 (22:40),9.2,33 (10:50),21 (10:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,13.0 (15:00),1.3 (23:40),7.1,14 (16:10),8 (00:50),0.3,0,0,0.3,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,10.8 (00:00),6.1 (12:30),8.5,63 (16:20),36 (14:10),51.3,15.9,5.9,21.6,7.9,43.356944444444444,-1.7922222222222222
Zumaia,Gipuzkoa,11.0 (00:10),6.2 (12:10),8.6,73 (11:50),47 (11:50),15,5.3,1.5,5.5,2.7,43.30222222222222,-2.2511111111111113
Machichaco,Bizkaia,10.8 (00:00),4.9 (11:20),7.9,137 (04:30),111 (04:30),17.8,3.6,9.6,3.2,1.4,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,7.6 (00:00),2.5 (19:30),5,57 (11:40),33 (02:20),14.2,0.4,1.3,5.7,6.8,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,10.4 (00:10),4.4 (12:10),7.4,67 (11:10),40 (11:10),11.8,0.4,2.6,3.9,4.9,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,9.5 (01:00),4.1 (11:50),6.8,85 (10:10),45 (13:50),25.8,1.9,11.1,6.8,6,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,10.6 (00:20),4.3 (18:10),7.5,76 (05:30),45 (03:50),24.3,0.1,6.2,7.1,10.9,43.42388888888889,-3.8255555555555554
