Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,18.4 (13:50),11.1 (01:00),14.8,30 (11:40),20 (10:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Manresa,Barcelona,18.4 (13:30),9.6 (06:00),14,26 (19:10),13 (18:40),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,16.2 (12:40),12.3 (06:30),14.3,34 (01:50),28 (01:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,18.6 (11:50),9.6 (23:40),14.1,20 (00:50),6 (12:50),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,16.8 (14:00),6.9 (23:30),11.8,25 (12:30),15 (12:30),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,17.9 (12:10),6.1 (23:59),12,26 (14:50),19 (14:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,18.4 (12:50),6.7 (23:59),12.5,21 (13:50),12 (14:20),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,14.7 (15:00),8.2 (07:20),11.4,24 (15:10),16 (17:00),0.4,0.4,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,13.6 (16:00),4.3 (23:59),9,19 (03:10),12 (03:20),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,16.1 (13:40),7.7 (23:59),11.9,37 (01:50),27 (02:00),2,1,1,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,13.0 (14:50),5.2 (23:59),9.1,24 (16:50),15 (16:50),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,13.4 (11:50),10.1 (06:20),11.8,37 (00:20),29 (00:20),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,16.2 (14:30),9.5 (23:50),12.9,29 (17:40),16 (16:20),0.4,0.4,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,16.5 (17:10),6.1 (23:59),11.3,16 (14:30),8 (00:20),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,16.3 (16:00),6.7 (23:59),11.5,32 (13:00),21 (17:10),0.6,0.6,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,13.6 (12:00),8.1 (23:50),10.9,46 (13:50),23 (16:40),0.3,0.3,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,15.1 (12:50),6.4 (23:40),10.8,42 (16:20),31 (16:20),0.3,0.3,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,13.4 (11:50),8.6 (07:10),11,48 (17:20),38 (17:40),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,12.9 (10:40),7.2 (23:59),10,45 (15:10),31 (14:10),0.4,0.4,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,14.4 (13:30),7.9 (23:50),11.1,36 (14:00),30 (14:00),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,15.0 (16:10),5.8 (23:59),10.4,32 (14:00),17 (14:40),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,13.3 (14:30),5.3 (07:20),9.3,37 (14:20),23 (15:10),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,15.2 (14:40),6.6 (06:50),10.9,24 (17:20),13 (16:30),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,16.1 (15:00),3.5 (07:00),9.8,27 (17:30),14 (17:30),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,12.8 (14:00),8.1 (06:00),10.5,48 (18:10),42 (18:10),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,15.0 (15:30),5.9 (07:30),10.5,28 (15:20),18 (15:40),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,13.8 (15:10),6.2 (04:00),10,46 (10:20),31 (13:00),0,0,0,0,0,43.160555555555554,-9.210833333333333
Santiago de Compostela Aeropuerto,A Coruña,19.1 (16:50),1.8 (07:40),10.5,24 (10:30),12 (20:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,21.2 (16:40),0.2 (07:20),10.7,24 (10:20),18 (11:40),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,19.9 (15:20),3.2 (06:20),11.5,23 (20:20),12 (20:30),0,0,0,0,0,42.876111111111115,-8.555833333333334
