Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,31.0 (11:50),20.3 (06:50),25.6,42 (15:00),30 (14:40),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,28.9 (15:50),21.2 (06:00),25.1,46 (11:50),30 (11:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,34.5 (15:20),17.3 (08:00),25.9,41 (16:40),19 (16:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,27.3 (14:20),21.9 (06:40),24.6,32 (11:10),27 (11:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,29.5 (15:00),19.1 (06:30),24.3,18 (17:40),8 (18:30),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,32.5 (14:50),16.7 (05:40),24.6,37 (15:40),24 (16:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,33.7 (15:50),16.9 (06:30),25.3,32 (16:00),17 (16:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,26.2 (14:10),17.9 (06:30),22.1,28 (15:10),18 (09:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,25.2 (16:00),13.5 (06:40),19.4,22 (18:00),12 (18:50),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,25.9 (15:50),16.3 (06:40),21.1,20 (14:00),15 (18:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,25.3 (14:10),14.1 (04:40),19.7,23 (14:50),14 (14:20),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,22.0 (17:50),17.8 (06:30),19.9,24 (22:20),18 (22:20),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,25.6 (16:10),18.5 (07:10),22.1,17 (18:40),10 (14:00),0,0,0,0,0,43.375,-3.0216666666666665
