Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,18.4 (13:40),5.6 (00:20),12,58 (15:50),38 (11:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,19.8 (13:40),6.9 (04:00),13.3,71 (20:20),44 (20:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,13.0 (13:50),2.1 (02:00),7.5,45 (14:10),26 (14:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,17.5 (13:50),8.5 (00:20),13,48 (14:50),25 (16:30),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,18.2 (13:10),8.0 (05:10),13.1,36 (12:10),12 (01:20),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,16.3 (14:20),0.7 (07:00),8.5,48 (10:40),31 (11:00),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,14.8 (12:50),0.8 (08:10),7.8,13 (11:40),8 (11:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,15.5 (13:20),9.8 (23:30),12.7,63 (14:30),36 (14:30),8.1,0,1.1,3.9,3.1,43.356944444444444,-1.7922222222222222
Zumaia,Gipuzkoa,15.3 (13:30),9.2 (23:59),12.3,76 (19:40),37 (19:10),10.7,0,1.8,5.1,3.8,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,12.9 (13:30),6.7 (23:59),9.8,43 (12:20),17 (02:30),21.3,0,2.8,12.3,6.2,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,14.9 (04:20),8.1 (23:20),11.5,112 (14:50),86 (14:50),12.2,0,3.6,5,3.6,43.45388888888889,-2.7527777777777778
