Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,20.1 (13:20),5.7 (07:40),12.9,26 (15:10),16 (15:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,17.5 (11:40),9.4 (07:30),13.4,24 (13:30),18 (13:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,22.0 (17:00),6.8 (09:10),14.4,35 (18:30),17 (18:30),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,16.2 (15:00),10.4 (08:00),13.3,21 (14:30),18 (14:30),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,18.3 (12:10),8.1 (08:00),13.2,16 (15:20),7 (01:20),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,16.6 (13:00),4.8 (07:20),10.7,23 (16:10),13 (16:10),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,20.5 (14:40),3.0 (07:50),11.8,30 (16:20),23 (17:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,20.0 (15:00),3.8 (07:30),11.9,24 (16:00),13 (16:00),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.5 (15:10),5.1 (07:10),12.8,17 (13:20),12 (14:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,20.2 (16:20),3.4 (01:40),11.8,27 (14:40),12 (16:00),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,22.1 (17:50),6.0 (08:00),14.1,30 (19:20),19 (19:30),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,22.7 (17:30),3.9 (05:10),13.3,31 (16:10),19 (16:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,18.0 (15:30),9.6 (06:50),13.8,32 (17:00),22 (17:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,21.6 (14:00),7.8 (03:40),14.7,20 (12:20),12 (16:40),0,0,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,23.9 (17:10),3.3 (08:00),13.6,24 (13:40),9 (16:20),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,25.5 (18:00),4.1 (08:20),14.8,30 (16:40),17 (13:30),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,19.0 (16:20),6.5 (06:40),12.8,20 (19:10),12 (23:59),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,19.1 (18:50),2.9 (07:10),11,33 (20:30),23 (17:20),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,16.5 (19:30),7.7 (05:20),12.1,44 (20:10),32 (20:10),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,14.8 (17:20),5.3 (08:20),10.1,16 (03:50),13 (08:20),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,17.7 (16:50),6.6 (08:00),12.2,17 (15:30),14 (15:40),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,20.2 (16:40),3.0 (08:30),11.6,29 (15:20),15 (19:20),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,17.5 (18:00),6.5 (00:50),12,28 (10:00),18 (09:50),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,20.8 (16:20),6.1 (08:40),13.4,23 (17:40),14 (17:40),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,19.8 (18:00),5.2 (08:00),12.5,26 (09:40),13 (09:40),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,14.3 (16:30),9.2 (06:30),11.8,38 (23:00),30 (14:30),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,19.2 (16:00),7.8 (08:20),13.5,28 (20:10),18 (20:10),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,18.6 (16:10),9.0 (07:40),13.8,32 (23:20),27 (21:10),0,0,0,0,0,43.160555555555554,-9.210833333333333
