Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Estaca de Bares,A Coruña,16.6 (17:00),12.1 (23:30),14.4,87 (18:20),65 (23:59),2.6,0,0.8,0,1.8,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,17.5 (14:40),13.6 (23:40),15.6,59 (23:50),32 (23:50),5,0.4,0,0,4.6,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,14.1 (11:50),12.4 (22:50),13.3,82 (19:10),59 (19:10),10.3,2.6,0.4,0.7,6.6,43.160555555555554,-9.210833333333333
Fisterra,A Coruña,12.8 (10:30),11.1 (22:40),12,81 (18:40),66 (21:40),11.4,1,1,1,8.4,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,13.4 (12:40),11.5 (23:59),12.4,55 (21:50),31 (20:00),15.4,2.9,0.9,2.1,9.5,42.88805555555555,-8.410555555555556
Padrón,A Coruña,13.7 (12:30),11.8 (23:59),12.8,50 (20:10),22 (20:10),23.5,2.3,4.6,2.1,14.5,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,13.6 (13:50),11.5 (23:00),12.6,41 (20:10),14 (21:30),15.7,2.7,1.2,1.1,10.7,42.876111111111115,-8.555833333333334
Hellín,Albacete,24.3 (16:00),10.0 (06:10),17.1,29 (17:10),17 (21:10),0,0,0,0,0,38.54194444444444,-1.7030555555555555
Albacete Base Aérea,Albacete,20.6 (16:10),2.7 (05:30),11.7,37 (16:00),27 (16:20),0.2,0,0.2,0,0,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,17.1 (16:40),8.4 (01:20),12.8,38 (23:10),27 (22:20),0,0,0,0,0,38.93583333333333,-1.66
Albacete,Albacete,20.6 (16:30),3.7 (08:00),12.2,22 (16:30),10 (16:30),0,0,0,0,0,39.00555555555555,-1.8622222222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,28.3 (14:40),15.7 (00:10),22,42 (10:00),32 (09:40),0,0,0,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,29.8 (15:50),17.0 (01:00),23.4,35 (05:20),17 (10:50),0,0,0,0,0,38.3725,-0.49416666666666664
