Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,29.3 (16:00),20.7 (06:00),25,26 (16:30),15 (12:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,28.2 (16:20),20.8 (06:10),24.5,35 (16:00),23 (17:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,33.7 (16:50),16.9 (07:30),25.3,38 (16:10),19 (19:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,26.7 (09:20),21.8 (03:10),24.3,32 (15:30),26 (18:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,28.9 (14:20),19.4 (01:50),24.1,27 (12:40),13 (12:50),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,31.4 (17:50),16.6 (06:50),24,52 (15:50),35 (18:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,32.3 (14:10),16.4 (04:10),24.3,43 (17:40),24 (17:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,27.5 (18:20),18.0 (04:50),22.8,32 (22:30),23 (22:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,32.0 (19:30),13.5 (06:30),22.8,45 (23:20),26 (23:40),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,26.9 (18:00),16.9 (06:50),21.9,43 (23:20),28 (23:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,27.8 (18:00),13.6 (06:50),20.7,30 (23:00),16 (15:20),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,22.7 (18:30),18.3 (03:30),20.5,52 (22:50),44 (22:40),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,27.6 (17:20),18.8 (06:10),23.2,30 (19:10),19 (19:10),0.1,0,0.1,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,33.1 (18:00),13.5 (06:30),23.3,41 (15:20),24 (15:20),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,34.7 (16:40),15.6 (06:40),25.2,45 (19:30),33 (19:30),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,23.7 (15:30),18.0 (02:40),20.9,33 (22:30),21 (22:10),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,28.3 (16:40),17.3 (01:40),22.8,33 (12:30),25 (13:20),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,21.7 (16:20),18.4 (07:00),20.1,45 (14:30),37 (14:10),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,23.1 (16:00),18.0 (05:00),20.6,30 (21:00),20 (21:00),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,24.5 (17:20),18.6 (08:50),21.6,26 (23:59),21 (10:40),0.6,0,0.6,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,26.6 (16:20),15.3 (05:30),21,27 (14:10),17 (14:30),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,21.8 (14:50),16.9 (05:50),19.3,56 (23:59),30 (23:59),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,24.2 (13:50),15.5 (05:00),19.9,45 (23:10),29 (22:40),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,27.9 (15:00),15.1 (07:00),21.5,29 (17:10),15 (20:00),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,28.1 (16:20),19.0 (23:50),23.6,62 (19:20),28 (19:00),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,21.7 (13:30),15.1 (23:59),18.4,108 (13:00),82 (13:10),4.6,0,0,4,0.6,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,22.9 (13:30),16.6 (23:59),19.8,71 (13:20),32 (11:30),7.2,0,0,6.2,1,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,17.4 (18:40),13.6 (23:50),15.5,85 (16:40),67 (16:00),8.6,0.2,0.6,7.8,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,16.5 (00:00),14.3 (23:50),15.4,54 (17:00),33 (18:30),3.3,0,0,2.8,0.5,42.88805555555555,-8.410555555555556
Padrón,A Coruña,17.5 (00:50),15.9 (11:10),16.7,42 (17:10),19 (16:20),4.4,0.2,1.3,2.3,0.6,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,17.7 (15:00),15.8 (11:10),16.8,43 (18:00),18 (18:00),3.5,0.4,0.1,2.8,0.2,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,19.2 (15:40),16.5 (23:59),17.9,48 (15:10),21 (15:50),5.6,0,0.4,4,1.2,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,18.9 (10:20),16.1 (23:59),17.5,55 (17:10),32 (13:30),5.2,0.7,0,0.8,3.7,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,24.7 (15:20),15.2 (23:20),20,55 (16:00),33 (16:00),0.2,0,0,0,0.2,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,20.9 (16:30),8.2 (07:20),14.5,65 (16:20),32 (15:10),0.4,0,0,0,0.4,42.994166666666665,-6.4141666666666675
Ponferrada,León,28.7 (16:50),14.0 (07:40),21.4,42 (16:50),18 (17:20),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,24.9 (15:30),11.8 (06:20),18.3,48 (20:00),20 (17:20),0.8,0,0,0,0.8,42.339444444444446,-7.2825
