Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,21.1 (15:00),9.3 (05:50),15.2,24 (15:50),15 (16:10),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,20.8 (14:50),11.4 (08:10),16.1,46 (11:10),23 (08:50),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,20.9 (16:30),6.3 (06:40),13.6,22 (19:00),12 (19:00),0.2,0,0,0.2,0,41.72,1.840277777777778
Barcelona,Barcelona,20.8 (15:10),12.5 (08:30),16.6,22 (09:40),16 (14:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,23.7 (13:00),12.6 (06:10),18.2,18 (13:10),9 (03:10),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,21.8 (15:20),9.0 (23:59),15.4,26 (15:30),16 (15:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,21.0 (14:30),9.3 (23:50),15.2,21 (15:50),13 (15:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,22.3 (13:40),8.5 (05:30),15.4,41 (09:40),28 (23:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,15.9 (14:40),8.0 (01:00),11.9,36 (22:40),17 (13:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,23.1 (16:00),11.3 (01:50),17.2,60 (23:59),36 (23:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,21.1 (15:40),7.3 (07:00),14.2,40 (15:00),19 (06:40),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,23.3 (17:10),12.7 (01:30),18,62 (11:40),38 (10:50),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,23.2 (15:30),5.9 (08:20),14.6,36 (17:10),22 (17:20),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,24.4 (16:40),8.6 (03:30),16.5,52 (21:40),25 (21:40),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,24.0 (14:40),11.2 (01:50),17.6,47 (22:10),24 (23:59),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,24.3 (16:40),3.6 (08:30),13.9,45 (18:50),29 (19:00),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,21.4 (22:30),13.4 (02:00),17.4,43 (20:30),24 (19:20),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,18.9 (16:10),8.7 (06:40),13.8,19 (07:20),15 (01:30),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,21.7 (15:50),10.3 (08:40),16,25 (22:40),12 (20:50),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,22.3 (17:10),6.2 (07:20),14.2,18 (23:59),8 (08:10),2.6,0,0,0,2.6,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,20.9 (13:40),13.3 (02:50),17.1,31 (21:20),18 (18:00),3.4,0,0,0,3.4,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,21.8 (15:20),9.8 (08:40),15.8,32 (05:30),23 (10:30),2.4,0,0,0,2.4,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,18.6 (16:00),8.7 (09:20),13.7,21 (22:50),10 (05:10),1.2,0,0,0,1.2,43.35333333333333,-5.874166666666667
Castropol,Asturias,21.9 (13:00),8.2 (07:20),15,58 (22:00),24 (14:10),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,19.5 (17:10),13.6 (21:40),16.6,90 (20:30),54 (20:20),4,0,0,0,4,43.78611111111111,-7.684722222222223
Fisterra,A Coruña,15.6 (19:00),13.6 (21:30),14.6,91 (18:30),64 (19:00),19.4,0,0,9.8,9.6,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,16.1 (16:30),7.9 (08:40),12,45 (16:40),28 (17:40),16.5,0,0,0.2,16.3,42.88805555555555,-8.410555555555556
Padrón,A Coruña,17.2 (14:40),5.6 (08:50),11.4,38 (20:30),15 (08:20),21.1,0,0,2.2,18.9,42.73833333333334,-8.627222222222223
