Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,15.3 (15:00),5.1 (00:00),10.2,59 (09:20),39 (09:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,14.1 (16:00),4.9 (08:30),9.5,30 (06:40),25 (08:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,12.3 (16:20),-1.5 (08:10),5.4,18 (16:30),10 (07:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,13.3 (13:50),4.9 (08:20),9.1,37 (04:00),20 (15:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,13.9 (12:00),3.2 (06:40),8.5,19 (01:40),12 (03:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,14.3 (15:20),-1.5 (08:00),6.4,32 (08:20),14 (08:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,13.4 (14:40),0.9 (01:00),7.1,33 (02:50),18 (02:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,12.9 (21:00),5.4 (07:40),9.1,39 (00:20),27 (00:20),1.7,0.4,0,1.3,0,43.356944444444444,-1.7922222222222222
Zumaia,Gipuzkoa,14.9 (21:20),8.2 (08:30),11.5,80 (01:20),49 (00:50),3.7,1,2.3,0.4,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,11.1 (14:30),7.0 (07:30),9.1,37 (01:00),11 (02:20),8.7,6.8,1.5,0.2,0.2,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,14.9 (23:10),9.3 (03:00),12.1,75 (17:10),51 (00:10),2.4,0.6,1.2,0.6,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,11.2 (14:00),6.8 (05:40),9,39 (03:30),18 (00:20),5.3,4.6,0.6,0.1,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,13.3 (16:00),8.1 (05:30),10.7,45 (02:10),28 (16:10),6.1,2.9,1.4,1.8,0,43.29805555555556,-2.906388888888889
