Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,30.6 (15:40),18.8 (06:50),24.7,46 (03:00),33 (07:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,27.6 (14:20),22.0 (06:40),24.8,42 (08:30),32 (15:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,29.7 (18:20),16.9 (08:30),23.3,33 (20:50),22 (09:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,24.9 (14:10),18.9 (05:40),21.9,46 (05:20),33 (05:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,27.1 (16:00),18.5 (06:20),22.8,24 (16:10),11 (15:10),6.6,5.5,1.1,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,29.5 (14:10),15.7 (05:10),22.6,39 (14:40),27 (14:40),1.7,0,1.7,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,27.8 (17:20),14.9 (06:10),21.3,27 (19:10),14 (14:00),0.4,0.4,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,21.8 (18:50),15.5 (06:40),18.6,26 (17:00),17 (15:10),6.9,0.2,6.5,0.2,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,17.8 (19:00),11.3 (23:59),14.5,31 (13:40),19 (14:00),0.1,0.1,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,22.3 (19:00),14.8 (07:00),18.5,37 (11:10),23 (11:10),2.2,0.7,0.6,0.9,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,18.1 (16:00),12.3 (23:59),15.2,17 (18:10),9 (16:30),1.6,1.3,0,0.3,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,19.5 (18:40),14.9 (23:40),17.2,42 (00:40),35 (01:30),2,1.6,0.4,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,22.0 (16:50),16.9 (07:00),19.4,30 (06:40),15 (06:30),0.6,0,0.6,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,21.6 (18:10),12.2 (06:40),16.9,18 (17:30),7 (17:40),0.2,0,0.2,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.3 (17:40),14.4 (02:40),17.8,32 (11:20),22 (11:30),0.5,0,0.5,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,19.9 (16:10),15.1 (07:20),17.5,32 (04:30),15 (14:30),0.6,0,0.6,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,21.6 (15:40),15.0 (06:20),18.3,33 (19:00),16 (18:30),14.4,6,8.4,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,19.2 (15:50),15.4 (05:40),17.3,33 (06:20),22 (08:30),5.8,5.2,0.2,0.4,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,20.4 (15:10),15.5 (07:30),17.9,24 (12:00),13 (11:40),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,19.2 (17:50),16.0 (07:20),17.6,19 (00:20),14 (12:40),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,20.5 (15:40),13.6 (05:10),17.1,26 (15:10),14 (11:20),0,0,0,0,0,43.52305555555555,-5.621111111111111
