Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,30.6 (15:00),21.6 (07:30),26.1,30 (15:40),19 (19:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,29.2 (14:30),22.5 (06:20),25.9,33 (12:30),27 (12:40),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,33.4 (16:10),19.9 (05:20),26.7,40 (17:00),21 (17:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,26.8 (10:50),23.5 (05:50),25.1,31 (18:30),26 (12:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,29.9 (11:00),20.5 (07:30),25.2,25 (12:20),11 (12:20),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,29.9 (15:00),18.0 (07:30),23.9,28 (17:40),21 (17:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,29.1 (15:20),17.5 (07:00),23.3,23 (19:50),12 (16:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,32.5 (18:30),19.2 (06:20),25.9,21 (14:00),15 (15:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,33.5 (16:10),17.5 (03:40),25.5,19 (13:10),9 (11:20),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,31.6 (15:40),18.8 (07:00),25.2,33 (14:00),15 (13:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,34.4 (15:00),17.8 (08:00),26.1,22 (16:00),11 (06:50),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,29.8 (19:50),21.0 (03:20),25.4,32 (16:00),22 (16:00),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,35.5 (15:10),15.8 (07:30),25.7,18 (13:50),8 (19:40),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,38.8 (15:30),19.2 (05:40),29,32 (12:00),19 (12:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,29.8 (12:10),19.3 (05:30),24.5,19 (23:10),12 (23:10),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,30.8 (16:20),16.3 (08:10),23.5,28 (13:10),17 (13:50),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,27.1 (17:30),18.7 (05:40),22.9,35 (20:00),23 (18:20),0,0,0,0,0,43.49111111111111,-3.8005555555555555
Llanes,Asturias,24.6 (14:10),17.3 (06:30),20.9,33 (19:20),23 (19:20),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,31.2 (19:00),15.1 (06:40),23.2,21 (20:10),12 (22:40),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,23.5 (17:00),17.5 (07:00),20.5,46 (22:50),32 (22:50),1.2,0.9,0.3,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,31.3 (16:30),18.1 (06:30),24.7,42 (10:30),30 (23:20),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,32.3 (18:10),18.5 (06:30),25.4,28 (18:30),15 (18:20),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,34.4 (16:30),15.9 (03:10),25.2,45 (18:40),18 (16:30),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,24.6 (16:30),16.1 (06:00),20.4,53 (17:30),44 (07:20),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,33.6 (13:30),19.5 (00:40),26.5,36 (15:20),23 (15:10),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,27.9 (08:00),17.3 (23:59),22.6,45 (10:20),28 (11:10),2.6,0,0,0,2.6,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,29.8 (13:30),17.3 (23:59),23.5,32 (14:40),20 (14:40),0.3,0,0,0,0.3,42.88805555555555,-8.410555555555556
Padrón,A Coruña,28.4 (13:10),18.3 (23:50),23.3,28 (06:50),16 (06:50),4.1,0,0,0,4.1,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,26.1 (15:10),19.5 (23:59),22.8,30 (13:40),15 (05:50),2,0.2,0,0,1.8,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,28.4 (12:50),19.6 (23:50),24,37 (10:00),22 (04:20),0.5,0,0,0,0.5,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,33.7 (17:10),14.3 (07:30),24,36 (14:30),15 (15:00),0,0,0,0,0,43.11138888888889,-7.4575000000000005
