Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,30.5 (15:50),14.5 (05:20),22.5,33 (06:10),22 (18:10),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,25.9 (11:50),18.0 (05:50),21.9,30 (08:10),23 (08:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,28.7 (17:20),12.0 (07:20),20.4,30 (18:00),16 (19:40),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,25.0 (11:40),18.1 (06:10),21.6,24 (08:40),19 (12:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,27.2 (15:10),15.7 (06:20),21.5,31 (14:40),7 (11:50),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,28.1 (15:00),13.0 (06:30),20.6,35 (14:10),23 (16:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,26.9 (14:10),12.9 (06:10),19.9,32 (15:00),17 (13:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,21.8 (17:40),15.3 (00:00),18.5,42 (00:10),22 (00:20),26.8,25.9,0.9,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,17.7 (17:30),10.3 (04:20),14,31 (00:20),19 (00:20),2.8,2.4,0.4,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,24.8 (21:00),14.5 (23:59),19.6,40 (02:00),18 (16:30),1.5,1.1,0.4,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,19.0 (15:30),12.3 (23:59),15.7,22 (16:50),12 (17:10),0.4,0.3,0.1,0,0,43.20944444444445,-2.413333333333333
