Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,22.2 (12:40),12.1 (08:30),17.2,35 (14:20),21 (14:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,21.6 (16:10),15.1 (06:50),18.4,26 (13:10),18 (13:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,21.8 (16:00),9.5 (05:10),15.6,25 (17:10),15 (17:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,20.7 (15:10),15.2 (08:20),18,26 (12:00),21 (12:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,22.5 (11:40),12.8 (07:00),17.7,21 (08:00),11 (08:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,23.2 (15:30),6.9 (04:10),15.1,28 (17:00),21 (17:00),0,0,0,0,0,41.91166666666666,2.763333333333333
San Sebastián Aeropuerto,Gipuzkoa,21.2 (17:30),6.6 (08:30),13.9,21 (09:40),15 (17:40),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,19.2 (16:00),3.4 (07:30),11.3,16 (16:10),8 (16:10),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,20.5 (16:10),7.6 (08:30),14,23 (14:50),18 (14:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,21.8 (16:00),6.0 (08:30),13.9,22 (23:50),9 (23:40),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,16.8 (21:10),12.5 (07:30),14.6,44 (00:50),35 (01:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,23.0 (15:50),5.5 (09:40),14.3,13 (14:30),6 (18:20),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,24.9 (16:30),6.2 (06:10),15.5,28 (14:10),18 (16:50),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,18.7 (16:20),10.9 (08:10),14.8,33 (10:50),19 (12:00),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,19.8 (14:50),6.7 (08:40),13.2,30 (18:00),21 (03:30),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,18.1 (16:30),12.6 (08:30),15.4,39 (09:40),30 (09:40),0,0,0,0,0,43.49111111111111,-3.8005555555555555
