Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,19.5 (13:30),10.0 (23:50),14.8,41 (08:50),32 (08:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,20.2 (13:30),12.6 (07:10),16.4,46 (03:40),31 (02:50),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,16.8 (14:50),4.6 (08:10),10.7,25 (14:50),14 (14:50),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,19.6 (14:40),13.0 (08:10),16.3,39 (07:10),23 (06:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,19.6 (13:10),8.9 (06:50),14.3,25 (23:00),10 (23:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,19.0 (14:20),5.5 (07:30),12.3,33 (21:30),22 (16:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,18.7 (13:30),7.1 (06:20),12.9,27 (20:00),12 (14:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.7 (14:40),11.0 (05:50),15.9,78 (17:40),36 (17:40),21.7,1,0,10.9,9.8,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,15.3 (13:10),6.0 (23:50),10.7,54 (18:40),30 (18:40),14.2,0,0,8.6,5.6,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,21.6 (13:40),11.6 (03:50),16.6,87 (17:10),60 (17:10),7.7,0,0,3.7,4,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,18.2 (15:40),7.2 (08:00),12.7,48 (18:20),18 (10:20),7.1,0,0,3.2,3.9,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,19.5 (14:30),10.9 (23:59),15.2,111 (16:40),86 (17:00),11.6,0.4,0.2,9.6,1.4,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,18.2 (15:00),7.5 (23:30),12.9,54 (12:50),32 (13:10),3.3,0,0,1.2,2.1,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.0 (15:10),9.9 (06:20),15.4,74 (16:50),49 (16:50),8.4,0,0,7.3,1.1,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,20.9 (13:10),9.7 (23:20),15.3,71 (20:20),40 (16:10),15.3,0.1,0,9.9,5.3,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,20.7 (12:20),11.1 (18:00),15.9,63 (16:50),42 (15:50),7.6,0,0,7.5,0.1,43.42388888888889,-3.8255555555555554
Santander,Cantabria,17.4 (12:40),11.1 (21:20),14.3,76 (15:30),51 (17:00),7.8,0,0,6.6,1.2,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,18.1 (13:40),10.1 (23:50),14.1,81 (16:10),47 (15:50),9.8,0,0,6.3,3.5,43.39333333333333,-4.392222222222222
Llanes,Asturias,21.0 (13:30),10.9 (21:50),15.9,73 (15:30),40 (15:00),11.2,0,0,7.2,4,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,18.4 (12:00),9.4 (23:50),13.9,53 (14:00),26 (14:50),10.6,0,0,7.6,3,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,16.5 (13:20),10.0 (23:20),13.3,82 (15:00),50 (15:00),7.8,0,0,5,2.8,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,17.0 (11:40),8.9 (23:30),12.9,80 (15:00),51 (14:20),11.2,0,0,7.2,4,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,17.3 (13:00),7.6 (23:59),12.4,62 (12:50),32 (12:30),9.4,0,0,8.4,1,43.35333333333333,-5.874166666666667
Castropol,Asturias,16.0 (12:20),9.0 (23:40),12.5,46 (11:10),21 (15:50),6.8,0,0,6.6,0.2,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,13.7 (17:00),9.6 (23:00),11.7,107 (11:20),84 (11:20),10,1.6,2,3,3.4,43.78611111111111,-7.684722222222223
