Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,25.9 (13:30),13.0 (07:30),19.4,26 (15:00),15 (15:10),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,25.3 (17:20),16.3 (07:00),20.8,32 (11:50),23 (12:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,25.6 (16:40),10.6 (09:00),18.1,27 (17:50),14 (18:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,24.0 (17:00),17.3 (08:00),20.6,27 (11:00),21 (11:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,25.1 (11:00),16.5 (06:50),20.8,19 (16:00),8 (06:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,24.4 (16:00),15.8 (03:40),20.1,26 (14:50),16 (14:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,24.2 (14:50),12.3 (05:20),18.3,20 (14:50),10 (14:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,23.8 (14:00),10.3 (03:30),17,28 (14:30),14 (13:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,21.3 (13:20),7.1 (08:20),14.2,22 (16:20),13 (13:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,22.2 (12:30),11.6 (04:50),16.9,21 (12:10),15 (12:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,21.9 (13:40),8.8 (03:50),15.3,18 (17:30),8 (17:30),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,19.6 (16:30),13.9 (06:20),16.8,44 (12:50),32 (13:00),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,24.1 (17:20),9.9 (07:50),17,14 (16:40),6 (17:40),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,23.3 (16:10),10.6 (03:20),16.9,18 (17:00),12 (08:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Santander Aeropuerto,Cantabria,23.9 (16:20),10.8 (03:30),17.3,24 (17:00),15 (17:10),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,21.6 (16:30),14.1 (02:50),17.9,28 (14:10),21 (14:10),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,21.4 (14:30),12.6 (03:00),17,16 (18:50),12 (18:50),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,23.5 (15:30),13.7 (03:20),18.6,21 (19:40),12 (00:50),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,24.8 (14:50),12.2 (05:50),18.5,23 (16:00),13 (16:00),1.6,0,0,0.2,1.4,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,22.1 (14:10),14.4 (03:40),18.3,40 (16:00),21 (16:50),0.5,0,0,0,0.5,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,23.4 (14:00),13.4 (07:30),18.4,32 (17:00),22 (17:00),1.7,0,0,0,1.7,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,23.1 (15:30),12.9 (05:30),18,30 (16:40),15 (16:10),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,22.3 (13:10),13.1 (03:10),17.7,33 (12:30),17 (12:50),1.8,0,0,0.8,1,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,18.8 (12:10),14.6 (01:00),16.7,61 (12:00),51 (12:00),1,0,0,1,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,21.0 (13:00),14.9 (03:50),17.9,27 (16:50),17 (17:10),3.8,0,0,3.8,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,16.9 (16:40),14.9 (12:10),15.9,34 (13:30),23 (12:10),9.6,0,3.2,5.4,1,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,17.3 (17:10),10.6 (04:50),13.9,28 (18:00),15 (15:50),1.4,0,0,1.3,0.1,42.88805555555555,-8.410555555555556
Padrón,A Coruña,17.9 (18:00),11.6 (08:00),14.8,17 (07:40),12 (07:40),3.9,0,0,3.6,0.3,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,20.5 (15:00),12.9 (05:50),16.7,14 (07:40),9 (07:40),1.2,0,0,0.4,0.8,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,21.1 (13:10),12.7 (02:50),16.9,18 (09:40),12 (15:20),0.3,0,0,0,0.3,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,21.8 (14:50),9.7 (00:00),15.7,25 (15:40),14 (15:50),2,0,0,1.8,0.2,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,16.0 (14:20),7.4 (00:30),11.7,24 (13:40),16 (13:00),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,24.6 (17:00),11.0 (08:00),17.8,24 (18:40),13 (15:20),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,21.3 (16:10),10.0 (04:10),15.6,24 (13:40),13 (13:30),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,24.3 (15:10),12.4 (07:20),18.3,14 (16:40),8 (18:10),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,21.5 (15:40),6.9 (03:30),14.2,20 (18:50),13 (16:20),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,23.1 (16:20),7.5 (07:10),15.3,26 (14:50),14 (14:50),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,23.7 (17:20),6.8 (08:30),15.3,23 (17:30),8 (15:50),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,16.5 (15:30),7.8 (08:00),12.2,31 (18:00),13 (03:10),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,23.0 (16:50),8.9 (03:40),15.9,24 (01:40),14 (13:50),0,0,0,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,22.9 (15:50),4.1 (08:10),13.5,31 (17:10),15 (16:50),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,23.0 (17:40),6.6 (04:30),14.8,29 (13:40),19 (12:50),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,23.6 (16:30),8.3 (07:30),16,26 (15:50),9 (16:50),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,22.4 (16:50),9.3 (08:30),15.8,31 (15:50),21 (16:20),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,25.0 (17:10),10.4 (08:10),17.7,23 (14:40),11 (15:20),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,22.4 (16:10),8.0 (03:50),15.2,27 (16:50),15 (17:20),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,16.2 (15:40),8.4 (01:00),12.3,25 (17:00),12 (08:20),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,23.0 (17:00),10.8 (03:40),16.9,23 (18:20),15 (17:50),0,0,0,0,0,40.945277777777775,-4.126388888888888
Zamora,Zamora,24.7 (16:50),11.2 (08:20),18,24 (19:00),10 (16:30),0,0,0,0,0,41.51555555555556,-5.735277777777778
"León, Virgen del Camino",León,23.1 (17:20),10.2 (05:40),16.7,37 (21:50),23 (17:50),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,21.6 (13:50),7.9 (05:10),14.8,32 (22:20),21 (16:20),0,0,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,25.1 (17:30),10.6 (06:50),17.9,26 (14:50),9 (14:40),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,24.1 (17:10),6.5 (08:20),15.3,31 (17:00),16 (17:50),0,0,0,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,24.5 (16:10),7.4 (03:20),16,30 (16:00),19 (17:50),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,24.5 (15:40),10.7 (07:40),17.6,24 (17:10),11 (18:10),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,25.1 (16:50),10.4 (03:00),17.8,28 (14:50),18 (14:50),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,24.8 (15:30),9.5 (05:50),17.1,30 (15:10),14 (15:50),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,21.8 (17:00),4.9 (06:50),13.3,24 (16:20),11 (15:30),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,26.6 (16:50),15.5 (07:20),21.1,24 (16:40),13 (05:40),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Buitrago del Lozoya,Madrid,23.2 (16:30),7.1 (08:30),15.2,18 (17:50),9 (21:00),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,25.5 (17:40),11.3 (06:30),18.4,22 (16:30),13 (00:30),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,23.1 (16:40),5.3 (07:10),14.2,27 (13:40),10 (13:20),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,24.9 (17:20),11.5 (07:10),18.2,18 (16:30),10 (19:10),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,21.7 (16:00),12.9 (08:10),17.3,15 (18:00),9 (14:10),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,27.2 (17:20),12.7 (07:00),20,20 (17:20),13 (19:00),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,19.2 (15:50),8.4 (02:30),13.8,32 (13:00),21 (23:20),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,25.1 (15:50),11.5 (05:40),18.3,31 (23:30),17 (23:30),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,28.1 (16:00),12.8 (08:00),20.5,24 (13:20),13 (17:30),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,27.1 (17:00),12.2 (06:10),19.7,21 (16:50),12 (18:20),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,25.7 (17:00),15.3 (06:30),20.5,22 (17:10),9 (17:10),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,27.5 (18:00),13.9 (08:40),20.7,24 (18:40),16 (18:40),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,27.0 (16:20),15.5 (09:00),21.3,15 (16:10),5 (15:40),0,0,0,0,0,40.043055555555554,-6.085833333333333
