Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Estaca de Bares,A Coruña,12.3 (13:30),7.8 (23:20),10.1,25 (21:40),22 (21:50),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,13.3 (15:40),6.2 (23:59),9.8,22 (22:20),15 (22:30),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,13.0 (15:00),6.9 (22:20),10,19 (04:10),16 (22:20),0.5,0.5,0,0,0,43.160555555555554,-9.210833333333333
Fisterra,A Coruña,10.9 (12:20),7.6 (23:59),9.2,31 (20:20),24 (19:30),0.4,0.4,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,11.6 (17:10),1.4 (23:50),6.5,13 (05:50),7 (23:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,12.2 (16:10),2.1 (23:59),7.1,24 (11:10),16 (11:00),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,12.0 (15:40),2.9 (23:59),7.5,14 (13:40),8 (13:30),0,0,0,0,0,42.876111111111115,-8.555833333333334
Hellín,Albacete,10.3 (16:20),3.2 (06:50),6.8,47 (21:40),30 (21:40),0,0,0,0,0,38.54194444444444,-1.7030555555555555
Albacete Base Aérea,Albacete,6.1 (15:20),-6.9 (07:00),-0.4,25 (21:10),18 (21:10),0,0,0,0,0,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,2.9 (15:20),-3.5 (08:20),-0.3,37 (22:50),26 (16:00),0,0,0,0,0,38.93583333333333,-1.66
Albacete,Albacete,6.8 (16:00),-4.6 (05:20),1.1,32 (22:30),13 (18:40),0,0,0,0,0,39.00555555555555,-1.8622222222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,17.7 (14:00),5.1 (08:10),11.4,35 (21:40),27 (21:40),0,0,0,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,17.3 (14:50),2.3 (04:50),9.8,15 (23:50),9 (16:20),0,0,0,0,0,38.3725,-0.49416666666666664
Jávea/ Xàbia,Alacant/Alicante,18.3 (13:40),1.5 (01:50),9.9,29 (13:10),17 (13:10),0,0,0,0,0,38.78361111111111,0.16777777777777778
Roquetas de Mar,Almería,16.7 (15:20),3.2 (09:20),10,26 (17:00),17 (17:20),0,0,0,0,0,36.68694444444444,-2.7016666666666667
Abla,Almería,16.4 (14:20),4.0 (07:40),10.2,28 (10:10),14 (23:20),0,0,0,0,0,37.14138888888889,-2.779722222222222
Almería Aeropuerto,Almería,16.1 (16:50),6.2 (05:10),11.2,28 (07:50),18 (07:40),0,0,0,0,0,36.84638888888889,-2.3569444444444447
Huércal-Overa,Almería,18.9 (13:10),1.2 (08:10),10,15 (15:50),9 (16:30),0,0,0,0,0,37.39055555555556,-1.9436111111111112
Vitoria Gasteiz Aeropuerto,Araba/Álava,9.2 (15:10),4.3 (23:59),6.8,35 (03:10),23 (03:10),0.1,0.1,0,0,0,42.871944444444445,-2.7327777777777778
Llanes,Asturias,13.4 (14:20),5.9 (23:10),9.6,18 (00:10),12 (00:10),0,0,0,0,0,43.42027777777778,-4.748055555555555
Asturias Aeropuerto,Asturias,12.0 (13:40),4.9 (08:20),8.5,28 (08:10),19 (07:20),2.3,2.3,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,10.7 (14:10),3.5 (23:50),7.1,22 (18:30),10 (18:50),0.2,0.2,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,13.7 (15:20),4.3 (08:10),9,25 (22:40),12 (23:59),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Puerto de Leitariegos,Asturias,6.0 (15:20),-6.7 (07:20),-0.3,28 (00:10),19 (00:30),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ávila,Ávila,5.5 (12:30),-5.0 (00:00),0.3,21 (11:30),12 (15:50),0,0,0,0,0,40.659166666666664,-4.680000000000001
Herrera del Duque,Badajoz,13.1 (16:50),-3.5 (06:50),4.8,10 (13:10),6 (18:40),0,0,0,0,0,39.169444444444444,-5.062222222222222
Don Benito,Badajoz,11.7 (16:10),-2.7 (06:40),4.5,11 (22:10),8 (22:10),0,0,0,0,0,38.955555555555556,-5.880555555555556
