Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,28.5 (13:10),15.2 (06:10),21.8,37 (14:10),27 (14:10),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,24.3 (18:20),17.4 (06:10),20.8,37 (17:50),26 (17:40),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,29.2 (15:10),13.4 (07:10),21.3,37 (18:20),18 (16:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,23.2 (18:20),18.0 (06:30),20.6,32 (18:10),27 (17:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,24.8 (18:40),14.9 (04:10),19.8,20 (14:10),8 (16:20),0.2,0.2,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,23.4 (17:00),12.0 (06:00),17.7,0 (00:10),0 (00:10),0.1,0,0,0,0.1,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,28.4 (13:50),11.8 (05:50),20.1,35 (15:10),24 (15:30),1.4,0,0,0.7,0.7,41.91166666666666,2.763333333333333
Porqueres,Girona,27.5 (14:40),13.0 (03:10),20.3,28 (15:40),13 (16:10),2.4,0,0,2.3,0.1,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.9 (15:40),14.0 (07:10),17.4,21 (11:20),14 (11:40),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,22.9 (16:50),7.0 (06:20),14.9,19 (19:30),12 (19:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,21.4 (17:50),12.3 (06:40),16.8,22 (16:20),16 (13:20),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,20.6 (14:20),9.1 (06:40),14.9,25 (15:10),13 (15:30),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,19.2 (15:10),12.8 (06:20),16,34 (20:40),27 (20:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,20.7 (15:40),13.5 (06:30),17.1,29 (16:10),17 (13:40),0,0,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,24.7 (16:20),10.2 (04:20),17.5,18 (17:50),9 (21:10),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,25.1 (16:50),11.5 (07:00),18.3,30 (15:30),21 (17:40),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,20.2 (17:00),12.6 (05:40),16.4,21 (17:40),12 (12:50),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,21.0 (15:30),10.8 (06:30),15.9,37 (13:30),29 (16:00),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,19.1 (15:00),13.3 (06:20),16.2,35 (17:50),27 (18:30),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,20.0 (15:30),11.7 (07:00),15.8,22 (11:00),15 (10:50),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,21.3 (13:30),13.1 (07:20),17.2,26 (10:30),18 (10:30),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,21.2 (15:40),15.2 (00:30),18.2,31 (12:30),16 (16:00),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,19.1 (15:50),13.8 (03:10),16.5,37 (17:30),24 (16:40),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,22.0 (16:30),13.2 (05:00),17.6,23 (17:10),12 (16:40),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,21.4 (15:10),13.2 (03:40),17.3,26 (16:00),12 (18:20),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,17.8 (13:40),14.5 (02:30),16.1,49 (16:10),36 (16:00),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,20.0 (15:40),12.4 (07:10),16.2,25 (16:50),15 (15:50),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,18.8 (13:20),13.0 (06:20),15.9,46 (03:30),38 (04:20),0,0,0,0,0,43.160555555555554,-9.210833333333333
Santiago de Compostela Aeropuerto,A Coruña,26.2 (17:30),9.8 (02:50),18,33 (17:50),24 (18:10),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,28.2 (16:20),10.4 (05:20),19.3,23 (20:20),13 (10:20),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,26.8 (16:20),10.6 (05:50),18.7,22 (18:30),8 (18:50),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,23.7 (18:00),11.0 (07:20),17.4,25 (17:30),13 (14:50),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,22.9 (14:40),13.3 (06:20),18.1,33 (15:50),25 (16:50),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,26.5 (16:40),11.7 (07:40),19.1,23 (17:50),13 (17:20),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,21.5 (12:20),6.7 (00:20),14.1,31 (17:40),22 (19:30),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,31.3 (18:10),11.5 (07:30),21.4,29 (18:40),14 (19:50),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,27.7 (17:50),6.4 (07:00),17.1,28 (21:10),12 (21:10),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,31.7 (17:40),10.0 (07:00),20.9,23 (19:10),12 (19:10),0.2,0,0,0.2,0,42.32527777777778,-7.859722222222222
"Carballiño, O",Ourense,29.8 (16:50),7.3 (07:30),18.5,22 (18:50),11 (19:00),0,0,0,0,0,42.421388888888885,-8.092500000000001
Xinzo de Limia,Ourense,27.1 (16:50),4.2 (06:10),15.7,26 (17:30),14 (17:30),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,27.6 (16:20),8.0 (06:40),17.8,30 (16:50),15 (16:50),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,30.5 (17:00),8.1 (07:00),19.3,25 (14:10),11 (15:10),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,21.0 (17:30),10.3 (01:50),15.7,36 (13:00),17 (16:40),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,26.2 (17:20),6.6 (06:00),16.4,26 (16:00),15 (07:30),0,0,0,0,0,42.870555555555555,-4.52
Burgos Aeropuerto,Burgos,25.2 (16:30),6.6 (06:20),15.9,30 (20:10),22 (20:10),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,28.6 (19:00),8.2 (07:00),18.4,21 (05:30),9 (09:50),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,27.8 (20:20),7.0 (06:20),17.4,33 (02:50),23 (02:50),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,31.5 (17:20),10.9 (06:50),21.2,27 (17:40),14 (17:30),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,27.5 (13:40),11.8 (06:20),19.7,31 (14:10),12 (12:20),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,19.8 (13:10),12.3 (06:50),16,21 (12:50),9 (21:00),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,28.8 (17:00),12.2 (07:10),20.5,32 (16:30),13 (16:30),0,0,0,0,0,40.945277777777775,-4.126388888888888
"La Covatilla, estación de esquí",Salamanca,20.1 (17:20),8.7 (05:10),14.4,43 (16:40),28 (17:30),0,0,0,0,0,40.355000000000004,-5.69
Zamora,Zamora,32.0 (18:00),11.7 (07:10),21.8,24 (17:10),13 (19:20),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,19.9 (12:20),4.1 (06:30),12,28 (13:00),21 (14:10),0,0,0,0,0,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,28.5 (19:50),9.2 (05:50),18.8,35 (18:30),16 (23:59),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,26.5 (16:30),5.8 (07:10),16.2,24 (17:50),13 (23:30),0,0,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,30.5 (19:10),11.7 (06:50),21.1,31 (00:30),16 (00:30),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,29.5 (17:50),7.6 (07:00),18.5,33 (17:10),15 (18:00),0,0,0,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,31.0 (15:30),10.4 (07:00),20.7,26 (16:40),15 (21:00),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,31.3 (17:20),13.6 (07:30),22.4,22 (19:30),11 (15:50),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,33.0 (16:30),11.1 (07:10),22.1,34 (15:00),19 (16:20),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,31.9 (17:00),11.3 (07:10),21.6,37 (14:50),22 (16:30),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,27.5 (17:00),9.2 (07:00),18.3,27 (16:10),13 (13:40),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,32.0 (17:10),15.7 (07:10),23.8,32 (17:50),14 (05:10),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Buitrago del Lozoya,Madrid,29.1 (17:20),8.2 (06:50),18.7,23 (14:50),10 (14:50),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,32.9 (17:50),14.2 (07:30),23.6,28 (14:00),17 (16:20),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,26.8 (14:40),8.9 (06:20),17.8,22 (15:30),8 (18:40),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,31.1 (17:50),14.4 (05:00),22.8,23 (23:10),14 (23:10),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,28.4 (19:30),14.4 (06:00),21.4,35 (12:50),14 (01:00),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,34.6 (16:40),16.5 (07:30),25.5,36 (15:40),22 (19:00),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,24.0 (18:50),13.8 (07:00),18.9,28 (20:40),14 (20:40),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,31.1 (16:50),14.2 (06:50),22.7,31 (18:00),13 (18:00),0,0,0,0,0,40.42777777777778,-4.25
Navalmoral de la Mata,Cáceres,35.4 (17:10),14.1 (06:10),24.8,30 (15:50),10 (17:40),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,33.7 (17:50),17.3 (07:10),25.5,32 (18:20),11 (20:20),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,33.8 (17:30),16.4 (07:10),25.1,32 (15:50),15 (15:40),0,0,0,0,0,39.47138888888889,-6.338888888888889
Coria,Cáceres,35.6 (17:50),17.8 (07:50),26.7,33 (14:50),17 (19:40),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,32.6 (17:30),13.5 (07:10),23,32 (17:30),18 (17:00),0,0,0,0,0,39.414722222222224,-7.231111111111111
Quintanar de la Orden,Toledo,31.6 (18:40),16.3 (06:50),23.9,19 (08:50),8 (08:40),0,0,0,0,0,39.597500000000004,-3.0469444444444442
Madridejos,Toledo,32.5 (18:50),14.4 (06:50),23.4,26 (17:50),15 (18:00),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,31.1 (17:30),12.7 (06:40),21.9,35 (17:10),18 (14:00),0,0,0,0,0,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,32.2 (18:20),13.2 (07:00),22.7,27 (15:20),10 (01:50),0,0,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,33.5 (15:40),16.4 (07:20),24.9,22 (15:40),11 (21:20),0,0,0,0,0,38.98916666666667,-3.9202777777777778
