Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Vitigudino,Salamanca,17.1 (15:50),7.2 (23:59),12.2,55 (04:10),36 (04:10),12,5.2,6.8,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,17.0 (17:10),9.1 (23:50),13.1,56 (08:40),28 (10:20),12.4,0.8,11.6,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,16.3 (03:50),6.9 (23:59),11.6,34 (10:00),16 (11:10),11.6,0,0,9,2.6,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,19.2 (17:40),11.2 (23:50),15.2,46 (12:50),27 (12:50),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Buitrago del Lozoya,Madrid,15.8 (16:50),8.0 (23:50),11.9,46 (14:10),20 (14:20),0,0,0,0,0,41.00694444444444,-3.613611111111111
Sigüenza,Guadalajara,16.6 (00:20),5.6 (23:59),11.1,58 (07:10),30 (07:10),18,0,6.8,11,0.2,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,19.7 (00:00),11.2 (23:59),15.5,37 (07:20),24 (07:20),8.4,0,3.2,5.2,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,15.6 (00:20),9.4 (23:40),12.5,44 (18:50),24 (08:10),5.2,0,4.1,1,0.1,40.69611111111111,-3.765
Toledo,Toledo,20.4 (15:00),13.5 (23:50),16.9,42 (18:30),30 (18:30),2.8,0,2.6,0.2,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,12.7 (01:40),3.6 (23:59),8.1,71 (16:40),43 (15:20),4.9,0,3.4,1.5,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,19.3 (00:30),10.4 (23:59),14.8,50 (13:40),24 (05:10),9.4,0,4.6,4.8,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,22.5 (15:30),13.4 (23:30),17.9,46 (16:40),26 (15:40),10.6,0,9.8,0.8,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,22.9 (16:50),12.4 (23:50),17.6,57 (14:50),29 (15:20),8.4,0,8.4,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,18.8 (14:10),11.3 (23:30),15,44 (18:30),27 (17:50),5.2,0,4.6,0.6,0,39.4825,-5.854166666666666
Cáceres,Cáceres,20.1 (18:00),13.8 (23:59),17,49 (07:50),28 (14:50),6.8,0,6.8,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,21.0 (16:00),14.2 (23:59),17.6,35 (19:20),13 (16:40),10,0,10,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,21.1 (17:10),13.2 (23:50),17.2,51 (13:30),29 (15:10),13.6,0,13.6,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,19.2 (17:10),12.4 (23:59),15.8,53 (04:50),29 (05:00),6.4,0,6.4,0,0,39.414722222222224,-7.231111111111111
Quintanar de la Orden,Toledo,18.9 (12:10),11.3 (23:59),15.1,42 (12:40),24 (12:20),5.5,0,0,5.1,0.4,39.597500000000004,-3.0469444444444442
San Clemente,Cuenca,21.5 (12:40),11.6 (23:59),16.6,50 (13:40),35 (12:50),0.2,0,0,0,0.2,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,21.4 (00:00),13.2 (23:59),17.3,42 (14:00),22 (11:50),3.8,0,0,3.8,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,20.4 (00:00),13.7 (23:59),17,38 (13:10),23 (12:50),1.6,0,0,1.6,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,20.3 (00:00),13.7 (08:20),17,42 (12:20),19 (12:30),2.6,0,0,2.4,0.2,38.75055555555556,-3.391388888888889
Viso del Marqués,Ciudad Real,19.7 (00:00),11.2 (23:59),15.5,47 (15:20),33 (15:00),3,0,0,2.8,0.2,38.518055555555556,-3.5666666666666664
Puebla de Don Rodrigo,Ciudad Real,21.0 (16:20),11.4 (23:30),16.2,33 (11:20),19 (11:20),1.7,0,0.2,1.5,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,20.8 (17:00),12.3 (23:59),16.5,42 (16:30),25 (17:10),8.2,0,3.4,4.8,0,39.169444444444444,-5.062222222222222
Hinojosa del Duque,Córdoba,19.6 (17:00),11.7 (22:30),15.7,44 (18:30),30 (17:50),5,0,0,5,0,38.49861111111111,-5.1211111111111105
Don Benito,Badajoz,23.1 (15:30),14.2 (23:59),18.7,33 (19:00),17 (09:40),3,0,2,1,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,18.4 (16:40),11.8 (23:59),15.1,50 (17:40),30 (17:10),5,0,1,4,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,22.3 (16:10),12.9 (23:40),17.6,41 (09:30),19 (07:40),4.4,0,4,0.4,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,22.6 (16:30),13.7 (23:40),18.2,44 (17:00),31 (16:40),3,0,3,0,0,38.88333333333333,-6.813888888888889
Jerez de los Caballeros,Badajoz,19.9 (17:20),13.8 (23:59),16.8,51 (13:20),35 (13:30),5.8,0,5.8,0,0,38.29861111111111,-6.765
Ayamonte,Huelva,25.3 (17:00),16.9 (05:40),21.1,35 (16:50),18 (18:00),0.8,0,0,0.8,0,37.19472222222222,-7.3950000000000005
Alajar,Huelva,18.9 (16:20),12.6 (23:59),15.8,53 (17:40),28 (14:40),7,0,3.8,3.2,0,37.868611111111115,-6.675000000000001
"Huelva, Ronda Este",Huelva,24.6 (16:50),16.3 (06:10),20.4,51 (14:40),30 (13:00),1.6,0,0,1.6,0,37.27833333333333,-6.911666666666667
Ceuta,Ceuta,25.9 (17:20),18.8 (00:20),22.3,57 (21:40),23 (21:40),0,0,0,0,0,35.88861111111111,-5.3469444444444445
Baza,Granada,26.1 (15:10),10.6 (08:20),18.4,36 (15:50),24 (19:40),1.8,0,0,0,1.8,37.505833333333335,-2.735
Santa Elena,Jaén,19.6 (00:00),11.6 (21:50),15.6,34 (13:10),15 (22:20),8.8,0,0,6.4,2.4,38.34444444444445,-3.5352777777777775
Jaén,Jaén,22.9 (14:20),13.9 (23:50),18.4,38 (13:00),21 (15:20),9.2,0,0,1.6,7.6,37.777499999999996,-3.8088888888888888
Andújar,Jaén,23.0 (13:30),12.6 (23:59),17.8,36 (13:00),22 (13:50),8,0,0,8,0,38.02305555555555,-4.063888888888889
Villanueva de Córdoba,Córdoba,18.4 (00:00),11.4 (23:59),14.9,49 (16:30),24 (19:20),5,0,0,5,0,38.33305555555556,-4.608888888888888
Córdoba Aeropuerto,Córdoba,21.9 (18:20),14.0 (23:40),17.9,37 (19:40),24 (19:40),8.4,0,0,8.4,0,37.848888888888894,-4.846666666666667
Doña Mencía,Córdoba,20.8 (13:20),12.6 (23:50),16.7,42 (15:30),24 (14:30),10.8,0,0,7.6,3.2,37.55611111111111,-4.353888888888888
Granada Base Aérea,Granada,24.7 (15:10),11.0 (08:40),17.9,49 (19:30),33 (19:30),1.7,0,0,0,1.7,37.13722222222222,-3.631388888888889
Granada Aeropuerto,Granada,23.5 (15:20),10.2 (08:10),16.8,45 (19:20),32 (19:20),2,0,0,0,2,37.189722222222215,-3.7894444444444444
Loja,Granada,23.3 (14:40),13.7 (08:30),18.5,39 (19:20),18 (19:20),0,0,0,0,0,37.16111111111111,-4.152777777777779
Écija,Sevilla,23.7 (12:50),15.3 (23:30),19.5,40 (14:40),27 (16:10),4.7,0,0,4.7,0,37.51611111111111,-5.085
Sevilla Aeropuerto,Sevilla,23.7 (18:30),16.0 (23:59),19.9,46 (13:30),30 (13:10),3.4,0,0,3.4,0,37.416666666666664,-5.879166666666667
Morón de la Frontera,Sevilla,23.7 (13:10),16.0 (23:20),19.9,41 (14:40),24 (14:00),5.8,0,0,5.8,0,37.16444444444444,-5.6113888888888885
"Moguer, El Arenosillo",Huelva,24.6 (17:10),14.1 (23:00),19.4,39 (13:50),27 (12:20),1.4,0,0,1.4,0,37.09805555555556,-6.7380555555555555
Jerez de la Frontera Aeropuerto,Cádiz,23.5 (13:00),13.2 (03:10),18.3,48 (15:40),33 (14:40),6.5,0,0,6.5,0,36.75055555555556,-6.055833333333333
San Fernando,Cádiz,23.1 (15:10),19.2 (17:10),21.2,47 (16:50),26 (20:30),2.2,0,0,2.1,0.1,36.46555555555556,-6.205555555555556
Cádiz,Cádiz,23.5 (11:50),19.6 (16:50),21.6,45 (15:30),31 (22:30),2.2,0,0,2,0.2,36.499722222222225,-6.257777777777778
Vejer de la Frontera,Cádiz,22.8 (13:30),17.1 (23:59),19.9,51 (17:30),29 (15:20),6.8,0,0,6.7,0.1,36.245555555555555,-5.965
Melilla,Melilla,25.7 (14:10),18.2 (04:00),22,43 (17:20),24 (23:20),0,0,0,0,0,35.27638888888889,-2.956388888888889
Tarifa,Cádiz,22.5 (13:50),16.6 (23:50),19.6,56 (18:00),36 (18:10),1.2,0,0,0,1.2,36.013888888888886,-5.598888888888888
Estepona,Málaga,26.7 (14:40),17.7 (03:00),22.2,52 (14:10),23 (14:10),0.8,0,0,0,0.8,36.41694444444444,-5.155
Antequera,Málaga,23.9 (14:10),11.6 (07:50),17.8,35 (14:30),16 (16:20),2.6,0,0,0.2,2.4,37.029444444444444,-4.748333333333333
Málaga Aeropuerto,Málaga,29.7 (15:10),18.4 (08:10),24.1,61 (22:00),41 (23:20),0.7,0,0,0,0.7,36.66611111111111,-4.482222222222222
"Málaga, Puerto",Málaga,28.8 (16:30),18.6 (08:40),23.7,44 (19:30),23 (14:00),2.1,0,0,0,2.1,36.71666666666667,-4.419722222222222
Abla,Almería,28.5 (15:10),15.2 (08:20),21.8,31 (23:50),15 (20:20),0,0,0,0,0,37.14138888888889,-2.779722222222222
Almería Aeropuerto,Almería,26.7 (16:10),20.9 (03:30),23.8,72 (16:10),53 (18:10),0,0,0,0,0,36.84638888888889,-2.3569444444444447
Carboneras,Almería,25.4 (15:20),19.6 (04:20),22.5,77 (12:10),31 (21:00),0.4,0,0,0,0.4,36.98027777777778,-1.903611111111111
Huércal-Overa,Almería,30.0 (15:50),16.2 (06:00),23.1,55 (21:20),23 (23:00),0,0,0,0,0,37.39055555555556,-1.9436111111111112
Águilas,Murcia,28.1 (15:30),19.2 (08:20),23.7,58 (22:10),26 (22:20),1.8,0,0,0,1.8,37.41722222222222,-1.5869444444444445
Cartagena,Murcia,26.0 (15:00),18.8 (23:10),22.4,49 (15:50),30 (14:20),0.2,0,0,0,0.2,37.60111111111111,-0.9877777777777778
San Javier Aeropuerto,Murcia,28.8 (15:20),18.2 (05:30),23.5,71 (21:50),48 (22:10),0,0,0,0,0,37.788888888888884,-0.8033333333333333
Hellín,Albacete,26.3 (15:40),14.7 (05:20),20.5,39 (17:40),27 (17:40),9.6,0,0,0,9.6,38.54194444444444,-1.7030555555555555
Caravaca de La Cruz,Murcia,28.8 (16:30),11.5 (08:20),20.1,49 (20:30),20 (21:10),11.4,0,0,0,11.4,38.1025,-1.8772222222222223
Cieza,Murcia,30.7 (16:10),16.6 (23:30),23.7,37 (20:00),10 (11:10),5.9,0,0,0,5.9,38.23277777777778,-1.3805555555555555
Murcia,Murcia,31.1 (17:40),17.3 (07:50),24.2,66 (21:10),36 (21:10),9.2,0,0,0,9.2,38.00194444444445,-1.1708333333333334
Yecla,Murcia,27.9 (16:40),12.8 (07:30),20.3,52 (21:10),28 (20:20),7,0,0,0,7,38.60166666666667,-1.159722222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,28.2 (16:30),17.0 (07:30),22.6,76 (22:00),51 (21:50),4.6,0,0,0,4.6,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,28.6 (15:50),17.4 (23:00),23,45 (21:50),22 (22:00),5.2,0,0,0,5.2,38.3725,-0.49416666666666664
Jávea/ Xàbia,Alacant/Alicante,28.1 (16:40),18.3 (23:59),23.2,45 (23:10),25 (23:10),1.8,0,0,0,1.8,38.78361111111111,0.16777777777777778
Cuenca,Cuenca,18.2 (00:00),10.5 (23:59),14.4,40 (21:10),13 (13:00),5,0,0,4,1,40.06722222222223,-2.1319444444444446
Albacete Base Aérea,Albacete,23.9 (15:00),12.5 (08:20),18.2,45 (16:30),33 (16:00),4,0,0,0,4,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,21.2 (15:20),11.0 (08:10),16.1,41 (11:50),27 (11:50),5.7,0,0,0.2,5.5,38.93583333333333,-1.66
Albacete,Albacete,24.0 (14:50),14.4 (23:59),19.2,47 (15:30),15 (15:20),4.7,0,0,0,4.7,39.00555555555555,-1.8622222222222222
Utiel,València/Valencia,23.7 (15:00),12.5 (23:59),18.1,43 (15:30),27 (15:20),4.2,0,0,0.2,4,39.57555555555556,-1.2447222222222223
Polinyà de Xúquer,València/Valencia,29.2 (16:40),17.6 (04:30),23.4,30 (22:50),14 (22:20),2.6,0,0,0,2.6,39.18472222222222,-0.3719444444444444
Teruel,Teruel,22.0 (12:50),10.4 (23:50),16.2,35 (19:10),18 (11:30),0.8,0,0,0.2,0.6,40.35055555555556,-1.1241666666666668
Valencia Aeropuerto,València/Valencia,30.1 (16:20),16.7 (23:10),23.4,46 (15:00),31 (18:10),8.6,0,0,0,8.6,39.485,-0.4747222222222222
"València, Viveros",València/Valencia,30.8 (15:30),17.7 (23:50),24.3,47 (14:20),19 (13:20),5.2,0,0,0,5.2,39.480555555555554,-0.3663888888888889
Castellón - Almassora,Castelló/Castellón,31.0 (16:10),17.2 (23:59),24.1,38 (14:00),21 (14:20),3.8,0,0,0,3.8,39.95722222222223,-0.07194444444444445
Reinosa,Cantabria,16.8 (00:10),1.9 (23:50),9.3,71 (00:20),33 (00:20),8.5,1.5,7,0,0,42.99194444444444,-4.160555555555556
Medina de Pomar,Burgos,20.6 (00:00),5.8 (23:59),13.2,69 (03:10),23 (06:10),4.4,0,4.2,0.2,0,42.919999999999995,-3.4827777777777778
Vitoria Gasteiz Aeropuerto,Araba/Álava,21.0 (01:50),6.8 (23:50),13.9,61 (02:50),36 (03:30),10.9,0,9.4,1.5,0,42.871944444444445,-2.7327777777777778
Belorado,Burgos,19.2 (00:00),5.6 (23:50),12.4,46 (04:20),21 (10:50),12.5,0,7.4,4.8,0.3,42.42111111111111,-3.1702777777777778
Jaca,Huesca,17.7 (00:00),6.7 (23:50),12.2,32 (00:50),13 (03:40),41.7,0,5,33.9,2.8,42.57888888888889,-0.5469444444444445
Aragüés del Puerto,Huesca,17.4 (00:00),8.1 (22:50),12.8,49 (22:20),23 (23:40),49,0,23.2,23.8,2,42.70888888888889,-0.6730555555555555
Sos del Rey Católico,Zaragoza,19.1 (00:00),10.3 (22:00),14.7,56 (03:20),30 (03:20),11.6,0,5.4,6.2,0,42.490833333333335,-1.213611111111111
Calamocha,Teruel,19.4 (13:10),8.3 (23:59),13.8,40 (17:00),19 (13:30),3.6,0,0,1.4,2.2,40.92611111111111,-1.2933333333333332
Daroca,Zaragoza,20.4 (00:00),8.7 (23:59),14.5,41 (09:50),15 (16:30),4.6,0,0,1.8,2.8,41.114444444444445,-1.41
Calatayud,Zaragoza,19.8 (00:30),9.9 (23:59),14.8,37 (15:50),19 (11:20),11.2,0,0,9.6,1.6,41.33111111111111,-1.6452777777777778
"Zaragoza, Valdespartera",Zaragoza,22.4 (11:50),13.0 (23:50),17.7,57 (16:50),26 (16:00),9.4,0,0,9.2,0.2,41.62083333333334,-0.935
Calanda,Teruel,26.6 (14:10),12.3 (21:30),19.5,48 (18:40),26 (18:20),8.4,0,0,1.4,7,40.946666666666665,-0.23777777777777778
La Molina,Girona,13.5 (12:10),7.6 (23:59),10.5,57 (18:20),22 (18:30),31.4,0,1,7.4,23,42.3325,1.9394444444444445
Talarn,Lleida,22.1 (13:40),11.5 (23:50),16.8,56 (16:40),39 (16:40),19.8,0,0,1.8,18,42.20527777777778,0.8652777777777777
Lleida,Lleida,26.8 (14:30),13.3 (23:50),20,51 (16:10),28 (16:10),9.4,0,0,0.4,9,41.626111111111115,0.5980555555555556
Bielsa,Huesca,16.5 (00:40),8.4 (23:30),12.4,58 (08:00),27 (07:40),55.4,0,9.4,40.6,5.4,42.63,0.22472222222222224
"Escorca, Lluc",Illes Balears,25.4 (13:00),17.6 (23:59),21.5,41 (21:10),14 (08:00),0,0,0,0,0,39.82333333333334,2.8858333333333333
"Palma, Puerto",Illes Balears,27.3 (15:00),21.6 (03:20),24.4,29 (14:20),17 (13:50),0,0,0,0,0,39.55333333333333,2.625277777777778
"Sierra de Alfabia, Bunyola",Illes Balears,19.1 (15:00),15.2 (00:50),17.2,57 (13:50),37 (07:50),0.3,0.1,0.2,0,0,39.735,2.7130555555555556
Porreres,Illes Balears,28.0 (14:40),17.5 (08:00),22.8,31 (13:40),14 (14:20),0,0,0,0,0,39.52166666666667,3.0191666666666666
Capdepera,Illes Balears,27.8 (13:30),22.2 (00:20),25,42 (16:50),36 (14:20),0,0,0,0,0,39.71555555555556,3.4780555555555557
Sa Pobla,Illes Balears,28.5 (16:00),17.2 (08:00),22.9,36 (16:10),21 (15:30),0,0,0,0,0,39.74916666666667,3.0166666666666666
"Menorca, Aeropuerto",Illes Balears,26.8 (15:50),20.2 (00:00),23.5,42 (10:10),31 (14:30),0,0,0,0,0,39.85472222222222,4.2155555555555555
"Ibiza, Aeropuerto",Illes Balears,26.3 (14:10),22.7 (06:10),24.5,50 (23:59),33 (23:59),0,0,0,0,0,38.87638888888889,1.3844444444444444
Lanzarote Aeropuerto,Las Palmas,29.0 (15:00),19.3 (07:50),24.1,48 (12:30),35 (19:10),0,0,0,0,0,28.951944444444443,-13.600277777777777
La Palma Aeropuerto,Santa Cruz de Tenerife,25.4 (15:40),21.6 (05:40),23.5,37 (13:00),30 (13:00),0,0,0,0,0,28.633055555555558,-17.755
Pájara,Las Palmas,27.6 (16:40),20.6 (04:00),24.1,36 (23:10),20 (23:10),0,0,0,0,0,28.049166666666668,-14.358055555555556
