Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,17.7 (14:30),8.6 (01:20),13.2,58 (17:00),40 (17:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,17.8 (14:20),11.3 (23:59),14.5,30 (16:20),21 (03:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,14.0 (14:50),7.0 (23:59),10.5,30 (09:00),17 (09:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,16.5 (14:10),11.8 (23:50),14.2,33 (17:40),28 (17:50),0.2,0,0.2,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,17.9 (13:10),9.0 (23:10),13.4,21 (16:00),10 (01:50),0.2,0,0,0.2,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,14.9 (14:10),5.4 (23:59),10.1,28 (14:20),18 (14:20),1.3,0,0.2,1.1,0,41.91166666666666,2.763333333333333
Porqueres,Girona,15.0 (14:40),4.5 (23:59),9.8,17 (15:20),10 (16:10),2,0,0,1.8,0.2,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,11.9 (00:10),9.0 (13:20),10.4,48 (01:00),28 (01:00),45.3,12.6,9.6,17.9,5.2,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,7.3 (15:30),4.1 (19:40),5.7,38 (10:00),22 (10:00),23.4,0.5,4.9,10.8,7.2,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,14.4 (15:10),10.5 (09:40),12.4,51 (09:40),14 (10:00),5.3,0.5,2.2,2,0.6,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,10.6 (15:20),7.6 (07:00),9.1,31 (05:10),15 (00:30),16.9,1.8,3.1,5,7,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,11.1 (14:20),7.7 (15:40),9.4,87 (08:30),59 (08:30),80.4,5,9.4,36.8,29.2,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,10.8 (16:30),6.2 (20:00),8.5,35 (09:50),20 (10:00),8.8,0.7,2.2,3.8,2.1,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,12.2 (12:50),8.7 (06:20),10.4,41 (10:20),21 (04:10),19.7,2.5,3.7,6.8,6.7,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,11.2 (15:20),8.9 (09:50),10,72 (16:40),39 (10:30),24.6,5,8.5,3.5,7.6,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,12.1 (00:10),9.0 (22:10),10.6,52 (09:00),33 (09:00),21,1.9,4,8.6,6.5,43.42388888888889,-3.8255555555555554
