Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,31.1 (14:50),21.6 (01:20),26.4,30 (14:20),17 (14:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,29.9 (11:10),22.2 (07:30),26.1,28 (16:20),19 (16:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,32.6 (15:00),16.9 (08:10),24.7,34 (16:40),18 (18:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,29.0 (13:00),22.5 (06:30),25.8,20 (16:10),15 (16:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,30.6 (12:00),20.9 (02:50),25.8,21 (14:50),9 (15:40),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,32.6 (14:10),18.9 (07:20),25.7,39 (16:30),27 (14:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,32.0 (14:20),19.6 (07:20),25.8,33 (17:30),17 (17:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.1 (13:10),17.3 (05:30),21.2,21 (12:40),13 (13:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,21.0 (14:30),12.0 (07:20),16.5,19 (16:30),9 (22:10),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,25.6 (16:10),16.3 (06:50),20.9,21 (22:50),15 (22:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,22.6 (13:00),13.5 (07:10),18.1,20 (16:30),13 (16:50),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,22.4 (15:30),18.3 (01:40),20.3,19 (11:40),13 (17:50),0,0,0,0,0,43.45388888888889,-2.7527777777777778
