Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,20.1 (12:40),4.7 (03:40),12.4,24 (14:20),16 (14:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,19.6 (17:10),7.9 (07:40),13.8,30 (07:30),23 (07:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,24.0 (16:10),1.7 (08:40),12.9,30 (18:00),18 (18:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,18.5 (15:30),8.8 (06:50),13.7,18 (05:30),15 (05:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,21.0 (14:30),7.6 (07:00),14.3,15 (16:40),8 (16:40),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,19.2 (15:40),2.8 (07:50),11,31 (16:50),19 (16:30),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,21.7 (14:20),1.1 (05:30),11.4,46 (16:10),36 (16:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,22.4 (15:30),1.9 (07:20),12.1,33 (13:30),18 (13:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,28.2 (17:10),16.1 (23:59),22.2,45 (06:10),24 (17:40),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,20.8 (17:10),13.1 (07:30),16.9,34 (12:40),13 (13:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,27.8 (15:00),15.9 (23:59),21.8,70 (00:40),38 (01:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,23.8 (17:20),13.6 (23:40),18.7,55 (04:40),27 (02:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,24.5 (15:10),18.2 (07:40),21.4,42 (06:20),23 (02:20),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,21.7 (15:50),17.1 (07:50),19.4,48 (09:40),24 (09:50),0.1,0,0,0,0.1,43.375,-3.0216666666666665
Güeñes,Bizkaia,19.8 (12:30),13.4 (23:40),16.6,22 (10:50),11 (13:30),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,23.2 (15:40),13.8 (23:40),18.5,54 (00:10),32 (00:10),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,23.1 (17:00),17.2 (23:59),20.2,67 (08:40),41 (08:40),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,25.3 (18:20),11.5 (03:50),18.4,48 (13:20),29 (13:20),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,24.3 (17:40),17.8 (23:59),21,47 (10:10),31 (12:50),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,23.6 (16:50),14.7 (23:59),19.2,60 (17:20),32 (23:30),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,24.3 (18:40),15.7 (01:20),20,39 (17:50),21 (17:50),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,21.6 (17:50),12.1 (03:10),16.9,23 (19:10),12 (19:10),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,21.6 (05:10),14.0 (22:40),17.8,45 (21:00),29 (23:00),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,21.8 (07:30),14.3 (23:50),18,43 (07:30),17 (07:30),0.6,0,0,0.2,0.4,43.35333333333333,-5.874166666666667
