Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,21.9 (14:10),7.5 (07:40),14.7,17 (14:30),12 (03:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,20.6 (14:00),11.0 (08:10),15.8,37 (12:40),26 (10:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,16.8 (16:50),3.4 (09:10),10.1,17 (05:30),11 (05:30),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,20.0 (13:10),12.9 (06:40),16.4,23 (01:40),14 (08:30),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,21.6 (13:20),10.0 (04:40),15.8,16 (00:30),9 (00:30),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,21.9 (16:30),4.5 (07:50),13.2,11 (02:00),9 (07:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,21.4 (15:40),5.8 (07:30),13.6,13 (04:10),8 (04:00),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.6 (16:30),7.9 (08:30),14.3,18 (01:10),15 (23:59),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumaia,Gipuzkoa,21.7 (20:40),9.2 (08:10),15.5,49 (22:40),31 (22:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,22.1 (15:50),5.3 (09:30),13.7,42 (16:50),19 (20:50),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,25.8 (22:20),12.9 (00:20),19.3,64 (22:00),42 (21:00),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,21.4 (15:00),9.3 (09:10),15.3,22 (14:10),14 (14:10),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,24.7 (15:30),10.0 (08:20),17.4,33 (16:10),21 (20:30),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,23.5 (20:20),9.9 (08:10),16.7,71 (20:40),33 (20:20),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,23.5 (17:20),3.8 (08:50),13.6,37 (18:10),22 (18:10),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,16.7 (11:40),10.5 (06:10),13.6,35 (21:20),25 (21:20),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,16.3 (12:30),7.1 (07:40),11.7,25 (19:00),17 (19:00),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,17.5 (14:20),9.1 (08:30),13.3,19 (20:00),11 (03:10),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,16.7 (14:20),5.0 (08:20),10.9,14 (23:00),9 (21:50),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,16.7 (11:30),11.2 (19:30),14,23 (00:30),18 (00:30),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,17.3 (13:30),9.2 (20:00),13.2,30 (12:40),19 (21:50),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,16.9 (16:30),7.8 (09:00),12.3,19 (22:50),13 (22:50),0,0,0,0,0,43.35333333333333,-5.874166666666667
Cabo Busto,Asturias,16.0 (16:30),10.4 (09:20),13.2,30 (21:20),23 (22:50),0,0,0,0,0,43.56916666666667,-6.47
