Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,34.1 (11:50),18.0 (06:50),26,35 (12:30),25 (12:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,32.5 (14:20),21.8 (07:30),27.1,30 (06:30),22 (06:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,35.0 (16:10),16.8 (07:00),25.9,34 (18:20),18 (18:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,28.6 (14:40),21.8 (07:20),25.2,21 (16:20),17 (16:20),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,33.5 (13:50),21.0 (04:40),27.3,23 (14:30),11 (14:30),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,35.9 (14:00),17.4 (06:00),26.7,45 (15:00),23 (15:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,35.1 (14:10),18.5 (06:10),26.8,35 (15:50),18 (14:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,27.3 (12:50),18.0 (06:30),22.6,21 (13:00),16 (15:10),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,27.3 (16:40),14.2 (06:50),20.7,25 (23:30),14 (23:30),0.1,0,0,0,0.1,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,25.9 (17:50),17.2 (05:50),21.6,19 (13:00),13 (13:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,25.6 (13:00),15.6 (05:10),20.6,25 (13:40),14 (16:40),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,23.2 (18:50),18.5 (06:20),20.9,28 (05:00),21 (05:00),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,28.5 (15:00),16.2 (06:20),22.4,19 (17:00),9 (22:20),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,29.1 (16:30),17.9 (05:10),23.5,30 (17:10),21 (18:40),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,24.5 (15:00),18.0 (06:20),21.3,14 (22:30),9 (09:10),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,26.9 (14:10),17.8 (07:10),22.3,39 (16:00),26 (17:30),0.5,0,0,0,0.5,43.42388888888889,-3.8255555555555554
Santander,Cantabria,22.5 (16:00),18.6 (05:50),20.6,27 (19:00),20 (19:00),0.2,0,0,0,0.2,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,23.0 (16:20),17.3 (07:10),20.1,15 (22:40),10 (10:50),0.1,0,0,0,0.1,43.39333333333333,-4.392222222222222
Llanes,Asturias,24.9 (18:00),17.2 (04:50),21.1,19 (21:50),15 (20:50),0.4,0,0,0.4,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,24.2 (13:40),15.8 (05:30),20,36 (16:50),19 (15:10),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,21.6 (13:00),16.6 (04:40),19.1,26 (14:40),18 (16:10),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,25.5 (15:00),16.7 (05:10),21.1,28 (17:00),15 (17:00),0,0,0,0,0,43.35333333333333,-5.874166666666667
Estaca de Bares,A Coruña,18.3 (15:40),15.7 (23:10),17,46 (06:00),36 (07:20),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,21.9 (12:40),16.1 (05:20),19,27 (19:30),18 (19:30),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,18.8 (10:30),14.9 (03:10),16.8,56 (03:50),45 (19:20),0,0,0,0,0,43.160555555555554,-9.210833333333333
Fisterra,A Coruña,28.2 (17:40),17.8 (05:20),23,56 (03:30),44 (06:00),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,30.5 (16:30),15.2 (06:40),22.8,26 (23:50),13 (17:10),0,0,0,0,0,42.88805555555555,-8.410555555555556
