Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,15.1 (15:40),10.1 (04:10),12.6,17 (12:30),13 (12:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,15.3 (15:10),10.3 (02:40),12.8,33 (14:30),22 (14:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,12.2 (16:30),5.3 (23:59),8.8,9 (00:20),5 (00:50),0.2,0,0.2,0,0,41.72,1.840277777777778
Barcelona,Barcelona,14.5 (16:00),10.1 (00:10),12.3,24 (15:00),14 (18:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,13.9 (15:30),10.2 (00:10),12,28 (15:30),12 (13:50),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,16.0 (13:30),6.4 (07:10),11.2,33 (11:00),23 (11:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,16.0 (14:40),3.6 (08:30),9.8,19 (15:20),7 (15:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,19.6 (12:40),9.6 (03:20),14.6,39 (06:30),28 (06:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumaia,Gipuzkoa,19.1 (13:40),13.5 (06:40),16.3,73 (09:20),45 (09:20),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,15.9 (13:20),10.6 (06:30),13.3,54 (10:50),21 (11:20),0.5,0,0,0.4,0.1,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,18.6 (14:20),13.6 (00:00),16.1,72 (10:30),48 (10:50),1.8,0,0,1.4,0.4,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,13.8 (04:30),9.9 (17:30),11.8,42 (08:20),27 (05:20),0.2,0,0,0.2,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,17.5 (13:00),12.3 (19:40),14.9,50 (03:40),30 (07:20),3.2,0,0,2.6,0.6,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,19.1 (12:40),14.0 (23:10),16.6,72 (13:50),35 (16:10),0.6,0,0,0.6,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,18.5 (12:40),16.2 (04:10),17.4,54 (08:50),36 (11:40),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,18.1 (12:50),13.8 (19:00),16,53 (11:50),32 (11:30),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,17.3 (11:20),9.5 (23:50),13.4,26 (14:10),19 (12:20),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,15.9 (13:50),11.0 (23:40),13.4,24 (23:40),15 (02:20),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,15.5 (12:50),8.0 (23:50),11.8,26 (08:10),16 (08:10),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,17.7 (07:00),11.8 (23:00),14.8,40 (07:40),21 (20:00),0.3,0,0.2,0.1,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,14.6 (06:40),9.1 (00:50),11.9,42 (07:10),23 (07:10),0.1,0,0.1,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,15.6 (06:10),9.3 (23:59),12.5,36 (02:10),16 (06:20),0,0,0,0,0,43.35333333333333,-5.874166666666667
Cabo Busto,Asturias,17.9 (05:10),11.0 (23:59),14.4,30 (03:10),19 (21:50),0,0,0,0,0,43.56916666666667,-6.47
Castropol,Asturias,17.7 (04:30),9.9 (22:50),13.8,51 (05:40),28 (05:50),1.8,0,1.3,0.5,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,17.7 (03:20),12.9 (08:50),15.3,87 (04:40),62 (04:40),0.2,0.2,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,17.6 (14:00),13.1 (11:00),15.4,55 (02:50),26 (22:20),4.4,4.4,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,13.8 (13:40),11.9 (19:10),12.8,90 (02:00),61 (02:10),9,6,0,0,3,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,13.9 (15:10),10.4 (23:30),12.1,48 (00:10),30 (00:20),10.9,10.2,0.7,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,15.5 (14:40),11.0 (22:10),13.3,38 (01:40),18 (01:40),14.6,13.9,0.7,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,14.7 (14:10),11.6 (23:20),13.2,31 (14:00),11 (14:00),15.4,14.2,1.2,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,16.6 (15:00),12.8 (22:10),14.7,44 (22:20),20 (23:20),23,22.8,0.2,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,15.3 (14:40),10.8 (22:00),13.1,46 (00:50),31 (03:30),13.8,13.8,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,14.7 (16:20),9.0 (22:40),11.8,41 (02:20),16 (02:20),8.4,4.8,2.4,1.2,0,43.11138888888889,-7.4575000000000005
