Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,30.0 (13:30),20.3 (23:50),25.1,41 (21:10),24 (21:10),1.8,0,0,0,1.8,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,29.0 (14:00),22.7 (23:59),25.9,45 (12:30),36 (13:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,30.6 (15:00),18.5 (08:10),24.6,34 (17:10),15 (16:50),31,0,0,5.2,25.8,41.72,1.840277777777778
Barcelona,Barcelona,26.9 (15:30),23.1 (07:30),25,42 (13:20),37 (13:20),0.2,0,0,0,0.2,41.39055555555556,2.2
Arenys de Mar,Barcelona,30.8 (13:30),22.3 (04:40),26.5,27 (16:30),11 (10:20),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,29.4 (15:10),21.2 (08:30),25.3,35 (16:20),22 (16:30),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,28.0 (13:50),19.7 (08:20),23.9,23 (17:00),12 (16:00),2.8,2.1,0.7,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.0 (14:20),19.6 (04:40),22.3,21 (08:30),13 (11:30),5.6,0,3.4,0,2.2,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,22.2 (16:30),14.9 (23:40),18.6,41 (22:40),24 (22:40),14.1,0,5,0,9.1,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,26.5 (16:40),19.0 (23:59),22.8,43 (05:50),30 (05:50),4,0.5,0.2,0,3.3,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,24.3 (17:00),17.0 (23:40),20.6,29 (22:30),14 (18:10),12.3,0,0,0,12.3,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,23.2 (16:00),17.8 (05:50),20.5,36 (03:30),23 (04:10),11,4,0.4,0,6.6,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,25.1 (15:40),15.2 (23:40),20.2,56 (21:00),33 (21:00),25,0,0,0,25,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,27.1 (16:10),18.2 (23:59),22.7,46 (21:30),30 (21:30),6.2,0,0,0,6.2,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,23.4 (16:20),18.0 (23:30),20.7,31 (03:40),18 (03:40),4.8,0.8,0.1,0,3.9,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,26.1 (15:00),18.6 (23:10),22.4,32 (18:50),20 (16:50),13,8.6,0,0,4.4,43.42388888888889,-3.8255555555555554
Santander,Cantabria,24.6 (15:00),18.4 (00:10),21.5,28 (21:10),21 (21:10),7.6,2.8,0,0,4.8,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,24.8 (12:50),18.0 (20:30),21.4,23 (19:20),14 (19:20),6.1,0.8,0,0.1,5.2,43.39333333333333,-4.392222222222222
Llanes,Asturias,25.3 (14:50),18.6 (05:30),21.9,18 (21:10),11 (21:10),6.8,0.2,0,0.2,6.4,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,24.7 (15:30),17.1 (05:30),20.9,30 (13:10),15 (13:00),8.6,0,0,2,6.6,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,22.5 (15:20),17.0 (23:59),19.8,38 (22:10),25 (22:20),7,0,0,4.7,2.3,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,23.0 (15:10),16.8 (23:59),19.9,30 (06:50),20 (22:00),8.7,0,0,2.6,6.1,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,24.5 (15:50),16.6 (06:30),20.6,27 (17:00),14 (16:50),3.6,0,0,1.6,2,43.35333333333333,-5.874166666666667
Castropol,Asturias,25.8 (13:20),16.7 (23:30),21.3,33 (13:20),15 (07:30),8.3,0,0,5.9,2.4,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,21.9 (12:40),17.0 (21:40),19.4,62 (17:40),53 (17:30),5.8,0.2,0,5.2,0.4,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,23.2 (16:50),18.9 (08:40),21.1,48 (17:10),26 (17:00),2,0,0.4,1.6,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,19.7 (14:50),17.4 (21:30),18.6,59 (12:50),43 (12:40),3.6,0,1.6,2,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,19.9 (17:30),15.0 (23:59),17.4,39 (15:20),22 (15:20),13.5,0.4,0,12.3,0.8,42.88805555555555,-8.410555555555556
Padrón,A Coruña,21.6 (17:00),15.9 (23:59),18.8,35 (12:30),13 (13:30),12.9,0.2,1.2,11.5,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,20.9 (17:20),16.6 (23:50),18.8,32 (12:30),12 (13:00),9.7,0.3,0.3,8.6,0.5,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,21.1 (18:40),17.9 (23:20),19.5,31 (13:50),15 (17:50),15.8,2.2,0,13.6,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,19.6 (15:10),16.5 (22:20),18.1,39 (16:30),22 (15:20),16,1.8,0,13.9,0.3,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,20.8 (13:30),15.1 (23:59),17.9,30 (18:30),17 (19:00),8.2,0,0,5,3.2,43.11138888888889,-7.4575000000000005
Ponferrada,León,23.0 (15:40),16.2 (08:30),19.6,23 (12:50),13 (15:10),1.6,0,0,0.8,0.8,42.56388888888888,-6.6
A Pobra de Trives,Ourense,21.8 (14:50),12.9 (23:40),17.3,37 (16:50),16 (16:00),3.4,0,0.2,0,3.2,42.339444444444446,-7.2825
Ourense,Ourense,23.7 (14:10),18.1 (08:40),20.9,32 (15:10),15 (15:10),2,0.2,0,1.2,0.6,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,22.5 (15:30),13.3 (23:59),17.9,31 (15:30),14 (14:50),1.2,0,0,0,1.2,42.07916666666667,-7.733611111111111
Soria,Soria,23.5 (17:50),14.5 (02:10),19,31 (15:00),17 (17:30),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,24.3 (17:00),16.2 (06:50),20.3,34 (17:00),11 (17:50),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,15.0 (18:50),9.6 (08:20),12.3,41 (22:50),17 (22:50),1.6,0,1.4,0.2,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,25.6 (16:30),11.7 (23:50),18.7,44 (18:50),19 (18:10),2.2,0,0,0,2.2,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,22.7 (17:20),10.9 (01:00),16.8,32 (13:30),17 (13:20),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,24.4 (17:20),15.9 (06:50),20.1,41 (20:30),24 (20:40),0.2,0,0,0,0.2,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,24.9 (16:10),12.4 (07:50),18.6,28 (16:10),9 (17:50),0.2,0,0,0,0.2,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,24.6 (17:00),12.4 (08:20),18.5,45 (19:50),32 (22:50),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,26.4 (17:00),16.3 (07:20),21.3,36 (19:50),17 (20:00),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,22.9 (18:40),14.8 (07:20),18.8,32 (20:00),19 (20:00),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,15.6 (15:40),9.5 (07:00),12.6,37 (20:00),12 (02:10),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,23.2 (18:00),15.3 (07:30),19.3,31 (20:10),16 (20:10),0,0,0,0,0,40.945277777777775,-4.126388888888888
"La Covatilla, estación de esquí",Salamanca,15.9 (17:40),6.5 (06:10),11.2,36 (16:10),23 (23:50),0,0,0,0,0,40.355000000000004,-5.69
Zamora,Zamora,26.3 (16:00),15.8 (06:50),21,32 (17:40),14 (17:40),0,0,0,0,0,41.51555555555556,-5.735277777777778
