Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,29.7 (18:10),19.5 (07:20),24.6,30 (13:20),19 (13:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,27.2 (17:20),20.1 (05:40),23.7,33 (02:40),26 (23:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,31.1 (18:10),16.4 (07:50),23.8,36 (18:20),17 (19:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,25.9 (13:30),20.3 (06:30),23.1,32 (22:00),29 (22:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,27.9 (12:00),17.9 (06:00),22.9,19 (16:00),8 (16:40),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,30.6 (14:40),15.5 (05:00),23.1,32 (15:10),21 (18:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,30.6 (15:00),15.7 (06:20),23.2,32 (17:00),17 (17:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,22.2 (16:20),11.9 (05:20),17.1,48 (18:30),30 (18:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,20.2 (16:00),6.2 (07:00),13.2,32 (21:30),17 (17:10),2.5,0,0,0,2.5,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,24.7 (15:40),11.8 (04:20),18.3,59 (18:30),39 (18:30),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,21.2 (14:40),8.8 (05:10),15,32 (18:30),12 (21:40),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,18.0 (14:30),13.3 (04:10),15.7,94 (18:20),71 (18:20),1.2,0,0.8,0,0.4,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,21.8 (14:50),13.1 (04:00),17.4,50 (18:50),33 (18:40),0.5,0,0.1,0.1,0.3,43.375,-3.0216666666666665
Güeñes,Bizkaia,20.9 (15:50),9.7 (06:50),15.3,34 (17:30),21 (17:10),0.6,0,0,0,0.6,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.1 (15:10),11.1 (04:10),16.1,46 (18:50),32 (18:30),0.7,0,0,0,0.7,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,21.4 (14:20),13.5 (02:10),17.4,50 (18:00),27 (18:00),0.8,0,0.1,0.2,0.5,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,20.3 (14:30),13.5 (02:10),16.9,54 (16:10),35 (16:20),2.7,0,2.7,0,0,43.42388888888889,-3.8255555555555554
