Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Barcelona Aeropuerto,Barcelona,13.6 (15:40),5.9 (05:20),9.8,35 (07:00),25 (07:00),43.9,39.8,4.1,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,13.7 (15:30),4.8 (05:30),9.3,30 (17:10),16 (17:10),1.4,1,0.4,0,0,41.72,1.840277777777778
Barcelona,Barcelona,13.3 (16:50),9.5 (05:20),11.4,61 (05:10),48 (04:50),7.5,2.8,4.7,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,13.1 (11:50),6.9 (02:30),10,24 (11:30),12 (13:30),3,2.2,0.7,0,0.1,41.587500000000006,2.54
Girona Aeropuerto,Girona,13.7 (14:00),5.2 (01:50),9.4,32 (18:10),22 (14:40),4.9,0.5,3.2,0.5,0.7,41.91166666666666,2.763333333333333
Porqueres,Girona,12.5 (13:00),4.7 (05:00),8.6,24 (17:50),10 (18:00),0.5,0,0.5,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,11.6 (03:40),9.3 (21:00),10.5,50 (09:00),26 (09:00),81.3,31.6,29.8,19.2,0.7,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,6.4 (03:00),3.2 (07:50),4.8,49 (04:30),28 (04:30),45.9,19.6,14.2,3.9,8.2,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,11.7 (00:00),8.5 (12:10),10.1,71 (08:00),51 (04:40),47.4,11.1,12.7,19.6,4,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,9.0 (03:00),6.2 (09:00),7.6,29 (05:10),11 (10:40),69,24.1,19.7,10.1,15.1,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,11.1 (00:10),7.7 (12:10),9.4,62 (06:10),48 (06:10),34.8,6.6,11.2,10.2,6.8,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,8.9 (00:30),5.5 (18:20),7.2,39 (04:10),24 (04:20),57.3,18.8,15.6,9.9,13,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,10.8 (00:40),7.5 (08:50),9.2,45 (05:00),28 (04:50),62.1,24.4,19.8,8.2,9.7,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,11.2 (00:10),7.7 (19:20),9.4,72 (08:10),37 (04:40),33.3,10,7.3,7.5,8.5,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,11.6 (11:50),7.8 (18:40),9.7,37 (00:10),23 (00:10),15.9,4.6,0,3.7,7.6,43.42388888888889,-3.8255555555555554
Santander,Cantabria,11.5 (07:30),8.4 (18:20),9.9,53 (08:20),41 (09:30),12.4,3.4,0,3.4,5.6,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,11.4 (05:30),7.5 (23:20),9.4,45 (10:00),36 (15:50),19.7,6.1,3.4,3.2,7,43.39333333333333,-4.392222222222222
Llanes,Asturias,11.9 (11:20),8.4 (23:30),10.1,39 (17:20),26 (14:00),13.8,3,2.4,2.2,6.2,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,10.9 (14:40),7.7 (07:50),9.3,31 (17:00),15 (17:00),22.8,6.6,7.4,4.8,4,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,10.8 (14:00),7.4 (05:50),9.1,42 (20:30),18 (18:20),24.9,10.3,7.9,3.7,3,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,8.5 (15:40),5.9 (08:00),7.2,25 (16:10),14 (16:10),20.6,4.2,6.6,4.6,5.2,43.35333333333333,-5.874166666666667
Cabo Busto,Asturias,11.8 (13:00),8.0 (08:00),9.9,54 (22:30),27 (17:20),30.8,9,9.6,8.4,3.8,43.56916666666667,-6.47
Castropol,Asturias,11.5 (14:10),7.5 (08:50),9.5,48 (23:40),19 (23:40),28.5,8.7,6.7,2.9,10.2,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,12.0 (02:40),7.8 (05:20),9.9,80 (17:10),57 (17:20),23,10.4,8.6,3.6,0.4,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,13.0 (14:10),8.7 (05:00),10.8,65 (23:30),35 (23:30),6.6,4.2,0.2,1.2,1,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,11.0 (14:30),6.9 (08:30),9,75 (03:10),51 (03:10),8.4,1,5.6,0.2,1.6,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,11.4 (15:00),4.6 (08:50),8,33 (15:10),17 (05:40),8,5.8,2.2,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,13.0 (15:50),6.1 (03:40),9.5,42 (15:20),22 (14:30),5.4,4.1,1.2,0.1,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,12.8 (15:40),6.9 (06:50),9.9,32 (16:10),11 (16:00),6,1.8,3.3,0.9,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,13.1 (13:40),6.4 (05:30),9.8,32 (15:20),15 (15:20),4.4,1.2,3.2,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,13.1 (14:20),5.5 (04:30),9.3,42 (17:30),26 (15:10),2.6,0,2.6,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,9.9 (15:00),5.2 (21:50),7.5,31 (14:10),16 (15:20),12.2,4.2,3.8,0.8,3.4,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,0.6 (14:40),-1.5 (00:30),-0.4,54 (21:40),30 (01:30),0.2,0,0,0.2,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,12.0 (15:50),1.7 (08:50),6.9,17 (18:00),6 (14:50),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,8.9 (14:20),2.0 (23:20),5.4,24 (01:00),11 (01:20),0.2,0.2,0,0,0,42.339444444444446,-7.2825
