Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,18.8 (14:10),2.3 (06:10),10.5,37 (20:20),26 (20:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,19.0 (15:50),5.9 (07:30),12.5,39 (16:40),29 (16:40),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,16.5 (15:40),-1.7 (08:20),7.4,23 (16:50),13 (16:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,18.8 (14:50),8.2 (06:30),13.5,45 (16:50),37 (16:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,17.7 (13:40),6.9 (23:59),12.3,38 (13:50),19 (00:10),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,16.3 (12:20),4.1 (07:10),10.2,67 (13:20),43 (13:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,16.2 (15:30),0.8 (06:50),8.5,39 (13:50),19 (13:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,12.4 (15:00),3.9 (08:40),8.1,21 (20:30),13 (20:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,7.8 (14:40),2.5 (08:30),5.2,28 (12:20),10 (13:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,13.8 (11:40),6.1 (07:50),10,36 (02:10),21 (20:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,10.5 (14:20),5.5 (07:10),8,21 (14:50),11 (15:10),0.1,0.1,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,12.7 (14:20),9.2 (01:50),10.9,32 (10:30),24 (10:30),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,12.4 (14:40),4.1 (23:50),8.2,21 (13:50),9 (14:20),13.2,3.9,3.6,3.7,2,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,13.8 (14:30),4.6 (23:40),9.2,30 (14:40),18 (13:50),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,13.8 (15:10),7.9 (04:50),10.9,21 (13:20),13 (11:40),0.8,0.8,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,15.9 (12:30),5.2 (00:50),10.5,30 (14:10),13 (15:50),0.1,0.1,0,0,0,43.42388888888889,-3.8255555555555554
