Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,23.0 (17:20),13.3 (03:40),18.2,55 (04:40),35 (15:30),3.8,3.8,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,22.0 (17:40),14.6 (06:10),18.3,55 (16:40),39 (16:40),1.7,1.7,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,23.0 (17:30),13.4 (10:00),18.2,41 (19:30),20 (18:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,18.4 (17:40),14.4 (11:40),16.4,46 (16:50),31 (18:50),0.7,0.5,0.2,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,19.6 (17:10),12.0 (23:10),15.8,28 (14:30),13 (13:30),0.6,0,0.6,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,17.1 (13:40),9.7 (23:30),13.4,39 (14:10),16 (15:50),10.6,0,10.6,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,18.3 (17:10),10.5 (23:30),14.4,37 (14:40),27 (15:00),1.1,0,0.7,0.4,0,41.91166666666666,2.763333333333333
Porqueres,Girona,19.8 (15:00),10.5 (23:50),15.1,32 (15:40),19 (15:30),2,0,2,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,17.7 (16:20),10.8 (07:30),14.3,37 (06:00),23 (10:50),12.8,4.3,8.1,0.4,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,15.4 (17:30),6.2 (07:30),10.8,41 (00:40),27 (00:40),1.8,0.8,1,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,18.1 (16:30),11.2 (00:30),14.7,51 (00:30),33 (00:30),2.3,0.4,1.9,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,16.5 (15:50),8.9 (07:10),12.7,27 (07:50),13 (18:10),1.5,0.1,1.4,0,0,43.20944444444445,-2.413333333333333
