Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,15.7 (15:20),7.6 (23:50),11.6,21 (16:20),14 (16:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,14.6 (14:40),8.5 (23:59),11.6,32 (15:40),23 (15:50),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,16.3 (16:50),4.3 (09:20),10.3,27 (16:10),15 (16:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,13.4 (15:10),9.0 (05:10),11.2,27 (16:30),22 (16:30),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,14.9 (14:00),7.6 (23:59),11.2,22 (16:10),11 (16:10),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,13.4 (14:50),6.4 (23:59),9.9,35 (15:50),18 (16:30),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,15.9 (14:50),5.7 (23:50),10.8,39 (17:10),30 (17:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,16.7 (15:10),5.6 (05:20),11.2,26 (18:20),14 (14:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,19.4 (12:30),11.5 (22:50),15.4,58 (05:40),38 (06:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,16.7 (12:50),6.7 (23:20),11.7,45 (14:00),13 (17:20),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,20.4 (11:40),10.4 (23:59),15.4,62 (01:20),33 (03:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
