Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Barcelona Aeropuerto,Barcelona,29.9 (10:50),23.7 (07:40),26.8,35 (22:00),29 (22:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,35.3 (16:20),20.8 (08:00),28,34 (16:30),16 (18:50),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,28.7 (11:10),23.1 (06:40),25.9,37 (21:20),31 (21:20),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,30.7 (12:50),21.4 (05:30),26.1,20 (12:20),8 (14:20),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,31.4 (13:00),17.4 (06:40),24.4,35 (15:30),22 (15:30),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,31.6 (14:00),16.5 (07:30),24.1,27 (15:30),13 (14:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.9 (15:40),16.2 (06:30),21.1,21 (16:20),14 (16:00),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,25.6 (15:50),11.6 (07:10),18.6,22 (18:20),12 (18:10),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,25.8 (16:50),15.0 (07:40),20.4,19 (17:40),13 (06:30),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,25.0 (14:00),11.8 (07:50),18.4,27 (16:10),15 (17:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,23.3 (15:50),17.8 (02:40),20.5,26 (17:40),20 (17:30),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,27.3 (15:40),11.9 (08:10),19.6,18 (17:30),8 (17:50),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,28.5 (15:20),14.5 (07:00),21.5,30 (16:20),20 (16:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,24.2 (13:00),17.1 (06:10),20.7,13 (12:20),8 (12:20),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,25.6 (14:40),15.0 (07:10),20.3,35 (18:20),24 (16:50),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,22.9 (15:20),17.9 (07:00),20.4,28 (18:50),21 (15:40),0,0,0,0,0,43.49111111111111,-3.8005555555555555
