Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,13.4 (15:30),11.2 (23:10),12.3,30 (10:00),19 (10:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Manresa,Barcelona,18.3 (16:40),8.7 (07:30),13.5,38 (19:20),19 (19:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,15.3 (15:10),11.3 (09:40),13.3,32 (08:10),27 (06:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,16.9 (11:40),9.7 (08:20),13.3,21 (15:10),7 (15:10),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,15.1 (16:00),6.8 (22:20),11,25 (13:40),12 (09:20),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,18.1 (14:40),8.0 (06:30),13.1,30 (15:30),20 (15:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,17.1 (14:30),5.4 (07:50),11.3,28 (14:40),13 (14:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,15.4 (17:30),4.8 (05:20),10.1,24 (12:00),17 (12:10),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,14.0 (16:00),1.8 (07:40),7.9,24 (18:10),14 (18:10),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,16.3 (19:00),4.9 (07:40),10.6,20 (12:40),14 (19:30),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,13.6 (12:10),2.0 (07:40),7.8,29 (13:50),16 (13:50),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,12.3 (00:00),9.2 (07:20),10.8,46 (01:50),38 (02:00),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,16.0 (13:20),1.7 (07:50),8.9,28 (17:40),14 (17:40),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,16.5 (13:20),3.6 (07:40),10,37 (14:00),23 (14:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,14.1 (10:20),7.1 (07:20),10.6,23 (13:40),15 (13:30),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,14.6 (11:10),4.7 (06:50),9.7,46 (13:20),34 (14:00),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,13.0 (11:20),9.2 (23:40),11.1,48 (13:10),36 (13:10),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,13.0 (12:00),6.5 (07:30),9.8,47 (14:00),34 (14:40),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,15.0 (14:40),7.9 (08:10),11.5,43 (17:30),32 (13:10),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,15.2 (12:50),4.9 (08:00),10,50 (13:20),24 (13:20),0,0,0,0,0,43.52305555555555,-5.621111111111111
Oviedo,Asturias,16.3 (14:40),6.2 (08:10),11.2,33 (15:50),19 (16:00),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,15.5 (12:20),6.4 (08:00),11,55 (16:50),31 (15:00),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,13.5 (12:50),10.5 (23:40),12,78 (22:20),57 (22:20),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,18.8 (14:50),10.3 (07:50),14.5,45 (16:00),30 (15:50),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,15.9 (16:50),11.0 (23:59),13.4,55 (22:30),28 (22:40),0,0,0,0,0,43.160555555555554,-9.210833333333333
Santiago de Compostela Aeropuerto,A Coruña,21.4 (17:50),7.3 (05:00),14.3,28 (13:30),10 (12:00),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,23.6 (16:50),8.6 (06:40),16.1,27 (21:20),15 (13:30),0.1,0,0.1,0,0,42.73833333333334,-8.627222222222223
