Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,15.8 (13:40),2.4 (04:00),9.1,18 (15:20),14 (01:10),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,15.6 (13:20),5.0 (08:00),10.3,45 (03:30),24 (08:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,14.4 (16:20),-1.4 (08:00),6.5,12 (17:10),8 (17:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,14.5 (13:20),7.0 (06:20),10.8,20 (08:40),15 (06:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,15.6 (13:40),6.5 (08:20),11.1,14 (12:20),7 (08:40),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,15.6 (16:10),0.8 (04:10),8.2,15 (13:20),10 (08:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,13.9 (15:00),1.4 (04:10),7.6,12 (08:50),9 (08:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,9.7 (16:10),3.7 (09:20),6.7,17 (14:20),12 (14:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumaia,Gipuzkoa,11.1 (13:50),4.0 (08:50),7.6,23 (05:00),12 (05:20),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Machichaco,Bizkaia,9.2 (13:50),6.5 (03:50),7.8,36 (17:30),27 (15:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,15.0 (15:00),-1.1 (08:10),6.9,8 (12:50),3 (02:30),0.1,0,0.1,0,0,43.20333333333333,-3.104722222222222
