Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,15.0 (14:40),8.8 (08:00),11.9,33 (12:40),22 (12:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,15.3 (13:00),12.5 (05:40),13.9,48 (09:50),37 (02:40),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,14.3 (16:00),5.8 (07:10),10.1,13 (04:00),8 (06:30),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,14.0 (13:10),11.8 (07:00),12.9,41 (09:40),33 (09:20),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,15.8 (15:00),10.2 (23:10),13,28 (12:40),11 (03:20),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,14.5 (14:50),9.6 (06:10),12.1,30 (08:10),13 (08:00),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,14.4 (15:30),7.4 (06:50),10.9,26 (04:10),19 (15:00),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,14.2 (14:00),6.1 (02:10),10.1,16 (16:10),10 (04:30),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,19.8 (13:50),13.6 (07:00),16.7,55 (10:50),40 (10:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,13.2 (14:50),8.0 (07:50),10.6,46 (05:20),19 (05:20),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,19.5 (15:20),13.8 (08:30),16.7,76 (03:00),42 (10:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,17.0 (14:20),11.5 (07:50),14.3,66 (00:20),32 (00:40),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,20.1 (15:50),12.7 (23:50),16.4,45 (08:20),26 (08:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,20.3 (15:40),11.8 (07:40),16,40 (12:40),20 (12:30),0.1,0,0,0,0.1,43.375,-3.0216666666666665
Güeñes,Bizkaia,18.4 (15:30),10.9 (06:20),14.6,35 (11:50),21 (12:00),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,20.9 (15:00),12.1 (23:59),16.5,59 (01:40),37 (01:00),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,21.9 (16:10),11.5 (23:50),16.7,41 (10:20),27 (10:20),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,22.1 (15:20),12.4 (23:59),17.3,48 (09:40),35 (09:50),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,19.9 (14:00),12.0 (23:20),15.9,55 (04:00),35 (04:00),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,14.9 (11:30),10.1 (08:30),12.5,31 (05:50),20 (06:00),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,15.4 (14:50),9.8 (08:10),12.6,28 (04:40),18 (04:40),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,15.6 (13:20),6.8 (04:20),11.2,24 (14:10),14 (14:10),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,15.0 (16:30),8.5 (03:10),11.8,28 (09:30),17 (00:50),0.3,0.2,0,0,0.1,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,14.1 (15:00),7.6 (06:30),10.9,31 (00:30),11 (17:50),0.2,0,0.2,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,16.5 (14:10),8.4 (07:50),12.4,30 (14:30),13 (12:00),0.1,0,0.1,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,14.6 (14:20),10.5 (08:00),12.6,61 (16:10),51 (16:10),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,14.4 (13:20),10.3 (23:59),12.3,36 (11:40),19 (11:40),1,0,0,1,0,43.365833333333335,-8.421388888888888
Santiago de Compostela Aeropuerto,A Coruña,14.0 (16:10),7.4 (23:40),10.7,33 (15:00),19 (12:20),0.2,0.2,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,15.1 (15:40),6.6 (23:59),10.9,28 (13:10),9 (11:40),0.1,0.1,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,15.0 (16:10),7.4 (23:40),11.2,24 (01:20),9 (14:40),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,13.7 (12:20),9.1 (23:59),11.4,26 (03:30),12 (05:50),1,0.6,0.2,0.2,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,12.5 (13:10),8.2 (23:00),10.3,22 (10:50),15 (00:30),2.5,1.8,0.7,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,12.8 (15:10),5.8 (23:59),9.3,32 (12:50),18 (12:50),0.2,0.2,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,5.2 (16:00),2.2 (05:20),3.7,63 (06:20),29 (06:50),0.6,0.6,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,13.3 (16:00),7.8 (08:40),10.6,20 (16:50),9 (16:20),0.8,0.6,0.2,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,11.8 (13:20),5.3 (23:50),8.6,36 (13:00),19 (13:20),0.6,0.6,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,13.8 (15:50),9.1 (23:59),11.5,22 (13:20),9 (13:20),0.2,0.2,0,0,0,42.32527777777778,-7.859722222222222
"Carballiño, O",Ourense,12.3 (15:10),6.9 (23:59),9.6,19 (03:00),7 (02:50),0.1,0,0.1,0,0,42.421388888888885,-8.092500000000001
Xinzo de Limia,Ourense,10.5 (14:50),3.4 (23:59),7,26 (13:30),13 (00:30),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,10.3 (16:00),4.8 (08:10),7.6,23 (01:20),12 (01:10),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,15.5 (17:00),3.5 (07:30),9.5,30 (20:30),15 (10:20),0,0,0,0,0,41.66583333333333,-3.742777777777778
Cervera de Pisuerga,Palencia,10.3 (15:50),4.5 (10:00),7.4,41 (04:30),21 (04:10),2.8,0.4,0.8,1.4,0.2,42.870555555555555,-4.52
Burgos Aeropuerto,Burgos,14.9 (14:00),4.9 (23:40),9.9,39 (01:30),28 (01:40),0.6,0,0,0,0.6,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,14.3 (15:40),4.4 (06:00),9.4,25 (15:40),12 (15:20),0.6,0,0,0,0.6,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,12.7 (16:10),4.0 (04:10),8.3,27 (22:10),19 (04:50),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,14.7 (13:30),6.3 (05:00),10.5,30 (17:30),15 (17:30),0.2,0,0,0.2,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,11.3 (16:30),4.8 (03:20),8.1,38 (10:30),20 (14:40),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,5.2 (16:00),0.0 (06:50),2.6,50 (01:30),28 (01:30),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,14.8 (16:20),5.7 (04:20),10.3,34 (00:40),23 (02:10),0,0,0,0,0,40.945277777777775,-4.126388888888888
Zamora,Zamora,14.9 (17:10),5.4 (06:50),10.1,14 (19:20),6 (19:20),1,0,0,0,1,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,5.5 (16:10),2.2 (07:40),3.9,63 (00:10),22 (04:40),4.6,0,4.4,0,0.2,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,12.0 (17:40),5.5 (06:50),8.8,33 (17:10),23 (16:10),0.9,0,0.9,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,11.2 (13:40),1.5 (23:59),6.3,32 (13:40),18 (13:50),2,1.5,0.5,0,0,42.3775,-6.196666666666667
Benavente,Zamora,14.1 (18:00),4.6 (03:30),9.4,27 (15:20),12 (15:30),0.6,0,0.6,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,12.4 (16:50),5.1 (23:59),8.7,28 (16:00),17 (15:10),2.4,0.6,1.8,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,15.3 (16:10),0.9 (07:00),8.1,30 (17:10),21 (14:00),0.7,0,0,0.2,0.5,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,15.3 (17:00),4.0 (06:20),9.7,22 (18:30),7 (16:10),0.3,0,0.3,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,15.8 (15:10),4.0 (06:00),9.9,36 (16:10),23 (16:10),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,15.1 (13:50),6.3 (00:20),10.7,36 (14:40),18 (14:00),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,11.2 (15:50),-0.6 (08:00),5.3,14 (15:40),9 (18:00),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,13.5 (16:20),6.8 (06:30),10.2,30 (17:10),16 (18:50),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Aranjuez,Madrid,14.8 (13:40),6.6 (07:20),10.7,30 (01:00),20 (01:00),0,0,0,0,0,40.06722222222223,-3.546111111111111
Buitrago del Lozoya,Madrid,11.6 (16:10),6.1 (07:10),8.9,19 (13:10),11 (13:10),0.1,0.1,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,14.6 (16:30),6.5 (04:10),10.6,15 (12:50),12 (04:20),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,12.6 (15:10),4.3 (23:59),8.5,21 (12:10),10 (12:10),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,13.5 (16:00),6.4 (06:20),10,28 (00:20),14 (03:10),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,10.0 (16:20),5.6 (07:00),7.8,41 (15:20),16 (21:40),0.1,0,0.1,0,0,40.69611111111111,-3.765
Puerto Alto del León,Madrid,5.0 (16:40),1.7 (06:20),3.4,35 (01:00),22 (01:10),0.8,0.7,0.1,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,13.3 (15:40),7.1 (02:10),10.2,19 (14:20),10 (14:10),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,16.9 (15:30),8.1 (23:50),12.5,38 (11:10),18 (10:30),0,0,0,0,0,39.95861111111111,-4.863611111111111
Trujillo,Cáceres,15.8 (15:10),6.6 (04:00),11.2,24 (17:30),13 (17:50),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,16.2 (17:10),6.2 (05:20),11.2,18 (13:30),11 (13:40),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,16.5 (15:30),9.7 (04:30),13.1,45 (14:00),15 (11:20),0,0,0,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,17.2 (16:50),9.8 (04:50),13.5,37 (13:00),26 (13:10),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,15.2 (17:50),6.4 (04:30),10.8,13 (16:50),9 (00:40),0,0,0,0,0,39.414722222222224,-7.231111111111111
Quintanar de la Orden,Toledo,12.5 (12:30),6.9 (06:20),9.7,33 (11:40),12 (02:00),0,0,0,0,0,39.597500000000004,-3.0469444444444442
Madridejos,Toledo,12.4 (14:40),6.1 (07:30),9.2,37 (15:20),24 (16:20),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,10.8 (17:00),7.3 (01:40),9.1,37 (08:50),26 (15:50),0,0,0,0,0,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,13.0 (13:20),6.1 (06:30),9.5,36 (14:00),26 (10:50),0,0,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,16.1 (15:10),6.5 (08:10),11.3,32 (17:50),18 (11:00),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,17.3 (14:40),5.2 (07:40),11.2,27 (17:00),13 (17:00),0,0,0,0,0,38.75055555555556,-3.391388888888889
Viso del Marqués,Ciudad Real,16.3 (16:40),4.0 (07:10),10.1,22 (15:30),11 (15:30),0,0,0,0,0,38.518055555555556,-3.5666666666666664
Puebla de Don Rodrigo,Ciudad Real,18.0 (16:00),6.2 (07:40),12.1,26 (18:50),18 (19:10),0,0,0,0,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,18.4 (16:30),7.6 (02:40),13,28 (20:20),16 (20:30),0,0,0,0,0,39.169444444444444,-5.062222222222222
Hinojosa del Duque,Córdoba,17.1 (16:20),5.2 (05:40),11.2,24 (16:10),11 (20:40),0,0,0,0,0,38.49861111111111,-5.1211111111111105
Don Benito,Badajoz,19.4 (16:50),8.4 (02:30),13.9,21 (13:50),11 (14:00),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,16.3 (16:50),8.0 (01:00),12.1,19 (14:30),13 (18:20),0,0,0,0,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,19.9 (15:40),6.0 (03:50),12.9,15 (11:30),11 (23:59),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,19.6 (17:10),7.3 (05:30),13.5,19 (11:00),12 (11:10),0,0,0,0,0,38.88333333333333,-6.813888888888889
Jerez de los Caballeros,Badajoz,18.6 (13:40),8.2 (06:50),13.4,25 (16:10),18 (16:10),0,0,0,0,0,38.29861111111111,-6.765
Ayamonte,Huelva,21.4 (14:00),12.3 (08:00),16.8,19 (10:50),10 (16:00),0,0,0,0,0,37.19472222222222,-7.3950000000000005
Alajar,Huelva,17.1 (15:40),9.2 (04:30),13.2,32 (20:50),23 (20:50),0,0,0,0,0,37.868611111111115,-6.675000000000001
"Huelva, Ronda Este",Huelva,21.0 (14:00),10.7 (08:30),15.8,23 (17:30),17 (17:20),0,0,0,0,0,37.27833333333333,-6.911666666666667
Ceuta,Ceuta,16.6 (14:30),12.8 (02:00),14.7,44 (00:10),22 (00:10),3.2,3.2,0,0,0,35.88861111111111,-5.3469444444444445
Baza,Granada,16.2 (15:50),2.4 (07:30),9.3,24 (16:50),15 (16:50),0,0,0,0,0,37.505833333333335,-2.735
Santa Elena,Jaén,16.6 (15:50),5.8 (08:30),11.2,26 (13:30),13 (16:10),0,0,0,0,0,38.34444444444445,-3.5352777777777775
