Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,28.6 (17:20),16.4 (06:40),22.5,68 (02:40),45 (02:40),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,27.5 (18:00),18.3 (05:50),22.9,50 (18:30),36 (19:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,28.7 (17:10),14.5 (07:10),21.6,35 (00:10),18 (00:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,25.6 (19:30),18.5 (06:10),22.1,40 (20:00),30 (16:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,26.7 (14:20),16.0 (06:10),21.4,26 (16:50),9 (12:40),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,28.5 (14:00),12.3 (06:10),20.4,39 (15:50),28 (17:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,26.8 (16:10),13.2 (06:30),20,31 (15:50),15 (15:50),1,0,0,0,1,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.5 (13:30),15.9 (00:00),18.2,54 (18:40),28 (11:30),1.9,1.5,0.3,0.1,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,14.9 (16:40),10.5 (07:30),12.7,38 (15:00),22 (12:50),13.3,2.8,6,4.1,0.4,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,19.4 (15:00),15.1 (02:40),17.3,63 (14:30),45 (14:40),16.1,12.3,2.3,0.3,1.2,43.30222222222222,-2.2511111111111113
Machichaco,Bizkaia,17.4 (14:30),14.7 (03:30),16,91 (06:50),76 (06:50),7.6,5.4,1.8,0.4,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,21.7 (14:30),16.7 (05:40),19.2,47 (00:10),28 (13:50),4,1.9,1.8,0.3,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,18.9 (17:00),12.0 (06:40),15.4,40 (16:00),19 (15:50),4.4,1.3,1.9,0.8,0.4,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,19.4 (15:00),14.2 (06:40),16.8,52 (15:50),35 (17:50),7.3,0.9,4.8,1.6,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,19.2 (15:10),14.5 (07:00),16.9,53 (10:20),29 (16:50),13.4,2.2,5.9,5.3,0,43.39472222222222,-3.233888888888889
Santander,Cantabria,19.9 (15:30),15.6 (05:50),17.8,59 (05:40),40 (11:10),1.8,1,0.8,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,20.6 (14:30),15.8 (06:40),18.2,55 (06:30),38 (06:30),0.1,0.1,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,20.0 (16:20),16.0 (10:00),18,41 (14:20),26 (14:20),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,20.5 (15:30),14.1 (02:10),17.3,33 (15:40),20 (16:20),0.8,0.6,0,0.2,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,18.6 (15:50),14.4 (04:30),16.5,54 (04:10),28 (04:10),0.4,0.4,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,19.6 (16:30),13.9 (04:30),16.8,37 (01:20),27 (14:10),0.9,0.3,0.6,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,19.8 (15:20),12.3 (08:20),16,26 (12:10),16 (16:50),0.4,0,0.4,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,20.7 (15:30),13.6 (02:50),17.2,20 (03:20),9 (03:20),1,0.3,0.2,0,0.5,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,18.3 (17:00),14.9 (10:00),16.6,50 (00:40),42 (01:10),0.6,0.6,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,19.5 (16:10),15.4 (07:30),17.4,25 (11:20),16 (11:20),0.6,0,0.6,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,18.9 (14:00),13.8 (04:00),16.3,32 (00:30),23 (00:30),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,17.6 (15:20),11.8 (03:40),14.7,21 (07:00),12 (00:10),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,21.0 (15:50),11.7 (06:20),16.3,20 (21:10),12 (21:10),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,18.8 (15:30),13.6 (05:40),16.2,15 (19:00),7 (18:20),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,22.0 (17:00),12.0 (07:20),17,23 (14:30),14 (20:30),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,22.4 (16:10),12.2 (06:30),17.3,26 (23:00),14 (23:59),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,18.9 (18:10),11.7 (07:40),15.3,16 (19:50),7 (17:40),0.6,0.4,0.2,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,14.6 (17:30),4.9 (01:00),9.8,58 (00:50),33 (00:50),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,24.5 (18:20),12.5 (06:40),18.5,28 (17:00),15 (20:20),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,20.4 (17:30),9.3 (05:00),14.8,30 (17:30),13 (17:20),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,22.8 (15:40),11.0 (08:10),16.9,19 (18:00),8 (18:00),0,0,0,0,0,42.32527777777778,-7.859722222222222
