Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,24.9 (13:50),11.0 (06:40),17.9,42 (14:10),29 (15:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,22.8 (13:20),16.1 (23:59),19.4,26 (16:20),15 (12:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,22.8 (16:40),9.2 (07:20),16,30 (17:20),16 (17:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,21.8 (12:50),16.9 (06:50),19.3,22 (17:50),15 (15:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,24.2 (11:30),15.2 (21:40),19.7,18 (14:50),6 (02:40),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,24.2 (15:20),9.3 (08:00),16.8,24 (15:20),16 (16:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,22.4 (13:30),9.2 (07:20),15.8,26 (15:40),12 (15:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.3 (13:50),13.4 (23:40),16.8,18 (15:00),13 (17:40),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,17.1 (15:40),9.4 (09:20),13.3,14 (12:30),4 (11:50),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,20.2 (14:40),13.5 (22:30),16.9,26 (23:50),15 (14:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,19.0 (14:10),11.2 (23:50),15.1,17 (16:00),9 (16:00),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,18.6 (14:50),14.2 (06:30),16.4,30 (19:10),23 (17:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,20.2 (15:20),9.5 (09:40),14.9,10 (14:50),5 (14:50),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.3 (16:00),10.6 (09:00),15.9,15 (12:50),10 (17:30),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,18.9 (15:00),12.4 (08:40),15.6,16 (16:20),10 (11:10),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,19.7 (13:10),10.1 (08:50),14.9,21 (16:40),15 (17:00),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,18.2 (14:50),12.4 (08:50),15.3,25 (17:30),19 (17:30),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,16.8 (15:10),10.5 (08:40),13.6,21 (17:40),12 (08:30),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,17.6 (13:50),12.3 (08:30),15,24 (16:50),16 (16:40),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,18.3 (15:00),9.8 (07:30),14,12 (13:50),6 (13:40),0.6,0,0,0,0.6,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,16.4 (14:40),14.0 (09:30),15.2,26 (13:20),19 (13:50),0.1,0,0,0,0.1,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,17.7 (15:30),12.2 (05:00),15,22 (07:30),13 (21:50),2.3,0,0,0,2.3,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,17.1 (16:30),10.8 (09:40),14,12 (19:40),7 (19:40),3.6,0,0,0,3.6,43.35333333333333,-5.874166666666667
Castropol,Asturias,17.1 (14:20),11.7 (07:50),14.4,22 (05:50),8 (21:50),15.7,0,0,0.8,14.9,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,15.9 (17:00),13.0 (02:30),14.4,28 (10:20),22 (10:10),10,0,0,1.6,8.4,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,17.7 (22:20),13.3 (05:30),15.5,37 (22:40),19 (22:40),11.4,0,0.2,6,5.2,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,15.9 (23:59),13.7 (12:20),14.8,63 (22:50),45 (17:10),14.8,0,4,3.4,7.4,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,14.9 (19:00),10.4 (03:40),12.6,28 (21:30),16 (21:40),6.7,0,0,6.7,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,16.1 (18:00),11.4 (06:20),13.8,21 (10:00),13 (10:00),6,0,0.5,4.9,0.6,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,18.9 (17:20),13.7 (05:10),16.3,27 (21:50),11 (08:20),4.8,0,0,0.6,4.2,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,17.0 (18:10),13.0 (02:40),15,37 (22:00),19 (22:00),0.5,0,0,0.3,0.2,42.23861111111111,-8.623888888888889
