Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,26.0 (12:50),15.5 (05:50),20.8,32 (15:20),18 (15:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,23.9 (12:50),17.6 (06:30),20.8,32 (13:40),26 (18:20),0.3,0,0,0.2,0.1,41.29277777777778,2.0700000000000003
Manresa,Barcelona,28.2 (14:50),12.7 (07:10),20.5,32 (16:40),17 (16:40),1.4,0,0,0,1.4,41.72,1.840277777777778
Barcelona,Barcelona,21.7 (13:40),17.7 (01:30),19.7,32 (19:00),25 (18:50),0.4,0,0,0.2,0.2,41.39055555555556,2.2
Arenys de Mar,Barcelona,25.4 (12:50),15.1 (06:00),20.3,19 (14:20),9 (19:50),0.4,0,0,0,0.4,41.587500000000006,2.54
Santa Susanna,Barcelona,21.7 (11:50),11.7 (04:00),16.7,28 (14:10),12 (12:30),1,0,0,0,1,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,27.0 (14:10),12.5 (05:50),19.8,41 (16:00),31 (16:00),0.5,0,0,0,0.5,41.91166666666666,2.763333333333333
Porqueres,Girona,26.7 (13:50),13.1 (02:40),19.9,36 (15:20),18 (15:40),3.1,0,0,0,3.1,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.4 (10:30),17.7 (22:50),21.6,37 (14:40),24 (02:10),0.6,0.5,0,0.1,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,20.6 (15:40),13.4 (23:59),17,37 (05:40),16 (22:50),0.2,0.1,0,0.1,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,24.4 (14:10),16.8 (21:40),20.6,75 (11:20),42 (09:00),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,24.2 (16:30),16.0 (20:40),20.1,42 (08:10),15 (13:40),0.1,0.1,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,24.2 (08:40),15.9 (21:00),20.1,59 (13:40),46 (22:30),0.4,0,0.2,0.2,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,23.3 (05:40),16.7 (13:20),20,45 (08:50),23 (07:20),0,0,0,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,26.2 (17:00),16.0 (23:50),21.1,31 (02:40),17 (02:40),0.1,0,0.1,0,0,43.20333333333333,-3.104722222222222
Castro Urdiales,Cantabria,25.2 (08:40),16.9 (20:20),21.1,49 (08:00),28 (08:10),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,24.7 (07:50),15.5 (23:40),20.1,48 (08:10),30 (11:30),0.1,0.1,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,24.5 (08:20),16.3 (23:20),20.4,50 (11:40),33 (11:50),0,0,0,0,0,43.49111111111111,-3.8005555555555555
