Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,19.7 (14:40),8.2 (07:40),14,46 (12:30),30 (12:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,18.7 (14:00),11.0 (07:40),14.9,100 (02:20),28 (20:50),6.9,0,0,0,6.9,41.29277777777778,2.0700000000000003
Manresa,Barcelona,12.7 (14:30),6.1 (08:00),9.4,16 (15:30),10 (14:40),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,16.0 (12:10),11.8 (23:50),13.9,41 (20:00),31 (20:20),4,0,0,0,4,41.39055555555556,2.2
Arenys de Mar,Barcelona,19.2 (13:20),10.9 (07:40),15.1,15 (07:50),8 (03:10),4.8,0,0,0,4.8,41.587500000000006,2.54
Girona Aeropuerto,Girona,16.9 (13:10),6.3 (08:10),11.6,24 (16:40),18 (17:00),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,16.6 (12:50),6.4 (07:10),11.5,17 (16:10),8 (15:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,15.2 (13:40),11.3 (23:59),13.3,37 (14:20),25 (14:20),7.7,0,0.9,0.1,6.7,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,9.7 (03:20),6.8 (23:00),8.3,36 (15:20),20 (15:20),8.3,0.1,0.6,3.2,4.4,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,14.7 (14:20),11.6 (20:00),13.2,51 (16:40),38 (23:59),3.1,1.1,0.3,0.9,0.8,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,12.7 (14:10),9.3 (21:40),11,26 (20:10),10 (20:00),9.1,0,1.7,4.6,2.8,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,15.0 (00:00),11.3 (21:20),13.2,41 (08:20),33 (06:10),0.8,0,0,0,0.8,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,13.0 (11:30),9.2 (23:50),11.1,32 (22:40),14 (12:00),8.8,0,0,3.3,5.5,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,14.2 (15:10),10.4 (23:00),12.3,33 (15:50),23 (16:40),10.9,0,0,0,10.9,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,14.4 (10:50),11.3 (23:00),12.8,45 (20:50),36 (20:50),4.4,0,0,0.3,4.1,43.39472222222222,-3.233888888888889
