Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Estaca de Bares,A Coruña,10.7 (17:30),8.1 (23:59),9.4,63 (05:10),40 (02:20),0.6,0.6,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,11.1 (11:50),7.8 (23:59),9.5,55 (09:40),41 (09:50),0.6,0,0.2,0.2,0.2,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,11.4 (13:50),8.3 (21:30),9.8,74 (09:20),60 (02:20),0.2,0,0.2,0,0,43.160555555555554,-9.210833333333333
Fisterra,A Coruña,9.4 (14:00),6.8 (22:20),8.1,72 (05:10),45 (00:40),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,10.2 (15:30),2.2 (23:59),6.2,48 (12:50),23 (05:40),0.7,0.7,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,11.4 (15:40),3.4 (23:59),7.4,39 (13:30),21 (13:30),0.2,0.2,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,11.1 (13:10),4.1 (23:59),7.6,38 (07:50),15 (12:50),0.6,0.6,0,0,0,42.876111111111115,-8.555833333333334
Hellín,Albacete,14.8 (15:10),5.3 (08:30),10.1,40 (18:30),29 (18:30),0.6,0.6,0,0,0,38.54194444444444,-1.7030555555555555
Albacete Base Aérea,Albacete,12.3 (15:20),3.6 (07:10),8,45 (14:30),32 (14:30),2.8,2.6,0.2,0,0,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,10.6 (15:40),1.7 (08:10),6.2,44 (17:20),28 (16:50),0.8,0.7,0.1,0,0,38.93583333333333,-1.66
Albacete,Albacete,12.4 (14:10),4.7 (08:00),8.5,37 (14:40),15 (12:40),3.5,3.5,0,0,0,39.00555555555555,-1.8622222222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,19.5 (14:10),8.3 (08:00),13.9,37 (01:50),26 (01:50),0,0,0,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,19.8 (14:00),10.3 (08:20),15,29 (01:10),17 (16:30),0,0,0,0,0,38.3725,-0.49416666666666664
