Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,16.9 (12:40),11.6 (03:00),14.3,26 (15:00),18 (22:30),2.5,0,0.2,2.3,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,16.1 (11:50),10.0 (02:40),13.1,39 (23:00),31 (23:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Barcelona,Barcelona,15.0 (16:10),11.0 (04:20),13,50 (22:40),38 (22:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,17.3 (11:10),9.2 (01:40),13.2,26 (14:30),12 (14:00),9.2,0,0,0,9.2,41.587500000000006,2.54
Santa Susanna,Barcelona,15.2 (15:20),7.4 (02:00),11.3,36 (13:00),22 (13:00),12.7,0,0,0,12.7,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,20.1 (16:00),8.4 (23:50),14.3,37 (18:20),26 (18:30),19.2,0,0,0,19.2,41.91166666666666,2.763333333333333
Porqueres,Girona,20.1 (13:10),7.2 (07:40),13.7,25 (16:30),13 (16:50),13,0,0,0.1,12.9,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,13.5 (00:00),9.9 (22:00),11.7,32 (10:20),22 (21:40),21.3,8.7,10.6,1.3,0.7,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,8.9 (01:50),3.2 (23:59),6,36 (09:50),19 (09:40),21.6,6.2,7.2,2.3,5.9,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,13.9 (02:10),8.7 (21:20),11.3,49 (21:00),37 (07:40),22.6,8.2,9.4,0.2,4.8,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,10.9 (00:10),5.4 (23:59),8.1,31 (10:00),9 (13:10),31.5,5.4,13.2,3.8,9.1,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,12.2 (00:30),9.1 (23:40),10.7,51 (07:40),41 (07:40),12,8.2,3.4,0.4,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,15.6 (01:50),9.8 (23:30),12.7,38 (20:10),18 (07:50),19.1,11.7,5.5,1.8,0.1,43.375,-3.0216666666666665
Güeñes,Bizkaia,10.6 (01:50),4.4 (23:30),7.5,31 (19:30),15 (18:30),20.8,9.1,4.3,5,2.4,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,12.4 (14:10),6.1 (23:59),9.2,32 (07:10),19 (16:20),18.9,8.6,8.4,1.8,0.1,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,13.0 (13:30),8.3 (19:00),10.7,57 (13:50),33 (18:50),26,14,7.5,2.9,1.6,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,12.8 (13:50),7.5 (23:59),10.2,42 (13:50),23 (15:00),18.7,14.7,3.6,0.4,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,12.4 (00:30),10.1 (23:20),11.3,44 (13:10),33 (10:00),10.8,8.4,2.4,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,11.9 (02:10),7.4 (23:59),9.6,43 (12:20),32 (08:10),16.5,9.3,6.3,0.9,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,12.5 (00:20),8.2 (23:50),10.3,33 (03:00),23 (03:00),25,15.6,7.6,1.8,0,43.42027777777778,-4.748055555555555
