Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,29.9 (12:40),16.0 (06:30),22.9,32 (17:20),22 (16:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,28.2 (13:00),21.4 (06:10),24.8,39 (13:30),31 (18:50),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,30.2 (17:10),13.9 (07:30),22.1,35 (13:00),17 (13:40),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,27.9 (10:50),21.8 (05:40),24.8,40 (14:50),33 (15:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,30.2 (10:50),19.4 (06:10),24.8,34 (15:50),18 (15:50),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,32.7 (13:50),17.7 (05:40),25.2,58 (15:50),44 (15:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,32.2 (16:20),20.5 (05:20),26.4,48 (13:40),23 (08:00),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,25.5 (13:50),15.0 (17:30),20.3,84 (17:30),32 (17:30),21.3,0,0,20.2,1.1,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,21.1 (14:30),11.2 (23:40),16.2,44 (17:00),26 (16:50),2.9,0.1,0,0.2,2.6,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,29.0 (12:40),15.3 (09:00),22.2,49 (17:10),32 (17:00),11.8,0,0,11.6,0.2,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,23.2 (14:00),13.7 (23:20),18.5,57 (08:00),19 (08:00),6.6,0,0,5.9,0.7,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,21.2 (10:40),15.3 (17:00),18.3,59 (22:50),40 (15:20),6.8,0,0,4.2,2.6,43.45388888888889,-2.7527777777777778
