Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,19.9 (14:00),6.7 (08:00),13.3,18 (15:00),13 (16:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,18.1 (12:50),10.5 (08:20),14.3,32 (07:40),25 (07:40),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,17.0 (15:30),4.4 (08:10),10.7,16 (18:50),7 (16:30),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,16.9 (12:00),11.8 (07:40),14.3,18 (12:50),12 (12:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,18.5 (13:30),11.1 (23:30),14.8,13 (12:40),5 (02:20),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,17.3 (16:10),8.5 (05:10),12.9,15 (05:40),10 (05:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,17.5 (15:00),7.9 (06:30),12.7,10 (15:40),6 (15:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,16.8 (12:20),10.6 (04:00),13.7,32 (13:00),21 (12:30),8.3,0,0,7.4,0.9,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,9.4 (12:40),4.8 (06:20),7.1,35 (17:40),18 (17:40),1.8,0,0,1.3,0.5,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,15.8 (12:10),9.9 (06:10),12.8,43 (15:40),34 (15:40),4.6,0,0,3.5,1.1,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,10.3 (16:50),6.2 (07:40),8.3,19 (06:10),8 (06:10),2.6,0,0,1.9,0.7,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,15.3 (00:10),10.2 (23:20),12.8,54 (12:10),35 (23:00),9,0,0,0.2,8.8,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,10.0 (16:30),3.4 (07:50),6.7,19 (17:30),9 (17:00),4.4,0,0,1.9,2.5,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,12.6 (15:40),6.0 (05:20),9.3,42 (23:59),14 (23:59),10.8,0,0.2,4.9,5.7,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,13.7 (09:10),9.9 (23:40),11.8,72 (23:50),38 (23:50),18.6,0,3.8,3.4,11.4,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,15.5 (11:10),7.2 (00:10),11.3,65 (22:30),25 (23:10),18.1,0,1.5,9.9,6.7,43.42388888888889,-3.8255555555555554
Santander,Cantabria,14.1 (10:40),10.1 (22:20),12.1,69 (22:50),52 (23:00),20.2,0,9.8,1,9.4,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,15.5 (11:50),7.8 (02:20),11.7,56 (23:00),41 (23:00),8.3,0,0,0.9,7.4,43.39333333333333,-4.392222222222222
Llanes,Asturias,16.4 (11:30),9.9 (04:10),13.1,42 (13:00),21 (23:59),19,0,0,6.2,12.8,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,14.3 (11:40),4.9 (01:20),9.6,34 (22:40),20 (22:20),15.8,0,0,3.8,12,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,12.1 (12:20),7.3 (01:40),9.7,42 (22:40),23 (22:10),9.8,0,0,6.8,3,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,12.7 (12:30),6.2 (05:30),9.4,35 (22:50),20 (22:50),20.6,0,0,7.2,13.4,43.35333333333333,-5.874166666666667
Cabo Busto,Asturias,13.5 (12:50),8.0 (06:10),10.8,53 (22:50),31 (13:30),6.4,0,0,4.8,1.6,43.56916666666667,-6.47
Castropol,Asturias,13.0 (14:50),7.1 (08:00),10,42 (23:30),17 (22:10),3.6,0,0.2,2.6,0.8,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,14.2 (13:20),10.5 (22:20),12.3,70 (21:50),40 (21:10),2.8,0,0,0,2.8,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,14.7 (13:40),9.0 (06:30),11.8,42 (23:00),26 (23:00),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,14.2 (14:00),9.5 (23:40),11.8,47 (23:50),33 (04:40),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,14.7 (14:30),5.0 (06:20),9.8,28 (16:40),15 (16:50),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,16.2 (14:50),4.1 (07:00),10.2,26 (15:40),16 (10:10),0,0,0,0,0,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,17.0 (15:20),7.8 (08:10),12.4,21 (15:30),13 (15:30),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,17.2 (14:00),8.0 (23:40),12.6,39 (21:30),24 (21:30),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,11.2 (16:30),2.3 (01:40),6.7,18 (16:20),10 (16:10),0.6,0,0,0,0.6,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,7.4 (13:00),0.8 (23:20),4.1,37 (20:40),24 (15:40),3.6,0,0,0,3.6,42.994166666666665,-6.4141666666666675
Ponferrada,León,13.1 (16:10),0.9 (08:40),7,10 (23:50),5 (14:00),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,13.3 (13:30),1.5 (08:20),7.4,27 (17:30),13 (14:50),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,16.9 (17:00),4.0 (03:00),10.4,18 (19:20),5 (09:30),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,14.3 (14:50),-3.4 (08:00),5.5,23 (15:40),15 (15:10),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,14.1 (13:20),-1.0 (08:50),6.6,19 (14:40),10 (14:40),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,12.0 (16:20),-0.7 (05:00),5.7,15 (15:40),6 (15:40),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,6.2 (12:10),0.7 (03:30),3.4,32 (23:50),15 (00:10),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,14.3 (13:40),1.1 (23:50),7.7,25 (20:20),14 (12:40),0,0,0,0,0,42.870555555555555,-4.52
