Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,18.2 (14:20),10.2 (23:59),14.2,24 (15:40),17 (15:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,17.0 (14:50),10.8 (23:59),13.9,21 (15:50),15 (16:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,18.1 (16:40),8.1 (23:59),13.1,23 (15:50),12 (17:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,16.4 (12:30),12.0 (23:59),14.2,18 (16:50),13 (16:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,17.9 (13:20),8.5 (23:10),13.2,19 (16:20),9 (16:00),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,16.1 (14:10),6.8 (22:30),11.5,28 (16:10),15 (15:50),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,19.5 (15:20),7.7 (23:40),13.6,37 (12:10),28 (16:30),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,19.3 (14:30),7.1 (02:30),13.2,35 (15:50),21 (16:00),0.1,0.1,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,22.7 (15:30),13.8 (07:50),18.3,54 (13:30),35 (13:10),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,15.1 (15:30),9.2 (07:40),12.2,47 (21:00),18 (13:50),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,22.3 (15:30),15.3 (07:40),18.8,63 (13:30),36 (13:00),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,19.5 (14:20),11.2 (07:40),15.3,42 (19:30),23 (19:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Punta Galea,Bizkaia,21.2 (16:00),11.7 (03:10),16.5,52 (06:40),24 (06:40),0.1,0,0,0,0.1,43.375,-3.0216666666666665
Güeñes,Bizkaia,20.4 (17:10),10.3 (05:40),15.3,35 (12:50),21 (22:20),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,22.0 (14:50),13.2 (02:00),17.6,54 (11:00),35 (11:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,23.1 (16:30),13.8 (08:40),18.5,74 (10:10),43 (06:50),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,22.5 (16:00),13.8 (08:10),18.2,71 (13:00),42 (13:00),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,21.6 (15:40),13.9 (08:10),17.8,72 (10:10),46 (10:30),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,19.0 (10:30),13.5 (01:40),16.3,30 (03:40),14 (19:00),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,20.8 (16:00),10.1 (06:40),15.4,21 (18:00),14 (00:30),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,23.1 (14:30),8.3 (06:40),15.7,37 (14:00),19 (15:30),0,0,0,0,0,43.52305555555555,-5.621111111111111
Asturias Aeropuerto,Asturias,19.3 (12:30),7.8 (07:20),13.5,30 (01:20),20 (01:20),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,22.3 (16:10),11.7 (23:59),17,37 (16:20),20 (16:20),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,22.0 (15:20),12.1 (08:30),17.1,49 (14:10),19 (14:10),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,20.3 (16:00),10.8 (23:30),15.5,71 (13:00),57 (20:50),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,20.0 (14:20),10.2 (23:59),15.1,67 (14:10),34 (13:50),4.6,0,0,0,4.6,43.365833333333335,-8.421388888888888
Santiago de Compostela Aeropuerto,A Coruña,17.5 (14:00),8.1 (23:59),12.8,63 (13:10),42 (13:10),3.3,0,0,0,3.3,42.88805555555555,-8.410555555555556
Padrón,A Coruña,18.7 (15:20),8.7 (23:40),13.7,46 (13:20),18 (11:30),3,0,0,0,3,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,17.7 (15:50),9.1 (23:59),13.4,48 (12:50),14 (18:00),5.5,0,0,0,5.5,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,18.0 (14:00),9.4 (23:00),13.7,65 (16:00),28 (14:30),5,0,0,0,5,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,17.0 (13:40),8.3 (23:59),12.7,68 (14:10),48 (14:10),3.4,0,0,0,3.4,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,18.1 (14:10),10.0 (06:10),14.1,55 (13:50),26 (12:10),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,9.4 (13:50),0.4 (07:20),4.9,62 (12:40),41 (10:50),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,18.7 (14:50),1.8 (08:20),10.3,35 (14:20),15 (15:00),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,14.4 (13:10),6.9 (08:20),10.6,67 (12:10),31 (12:20),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,19.5 (14:50),9.8 (07:30),14.7,44 (12:40),21 (13:20),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,14.2 (14:00),4.7 (04:40),9.4,48 (14:30),28 (14:20),0,0,0,0,0,42.07916666666667,-7.733611111111111
