Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,13.3 (12:40),6.1 (00:00),9.7,18 (10:00),13 (03:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,12.2 (15:20),8.6 (08:50),10.4,26 (08:20),21 (08:40),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,11.7 (16:10),2.1 (07:10),6.9,21 (17:40),12 (17:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,11.3 (15:20),9.6 (09:20),10.5,19 (15:50),14 (15:50),0.2,0,0,0,0.2,41.39055555555556,2.2
Arenys de Mar,Barcelona,11.3 (13:00),9.4 (06:20),10.3,12 (23:40),6 (20:40),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,11.2 (14:50),6.6 (09:00),8.9,22 (13:30),15 (11:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,11.2 (15:40),4.4 (18:30),7.8,18 (12:50),8 (12:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,21.3 (13:50),5.8 (04:30),13.5,33 (16:30),22 (17:10),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumaia,Gipuzkoa,22.0 (13:30),11.9 (06:30),16.9,46 (11:50),26 (11:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Machichaco,Bizkaia,20.8 (14:20),13.6 (23:59),17.2,57 (11:50),36 (11:50),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,18.4 (13:50),8.6 (09:20),13.5,28 (22:00),16 (21:50),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.4 (14:50),10.0 (06:30),15.7,35 (15:40),22 (15:40),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,21.2 (13:10),10.9 (03:50),16.1,52 (10:20),25 (11:30),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,20.6 (15:30),4.5 (05:00),12.6,50 (10:30),34 (10:30),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,20.1 (15:00),13.0 (05:50),16.6,53 (11:00),35 (09:10),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,23.1 (13:40),10.6 (05:10),16.9,34 (14:30),15 (16:00),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,21.9 (15:10),10.1 (05:00),16,19 (23:00),15 (23:00),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,21.5 (12:40),7.0 (06:30),14.3,31 (14:40),14 (15:10),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,19.9 (13:30),12.9 (04:20),16.4,30 (12:00),19 (05:00),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Oviedo,Asturias,19.1 (12:40),12.3 (22:10),15.7,32 (15:30),18 (15:30),0,0,0,0,0,43.35333333333333,-5.874166666666667
Cabo Busto,Asturias,18.3 (12:30),11.6 (04:40),14.9,33 (21:30),23 (03:50),0,0,0,0,0,43.56916666666667,-6.47
Castropol,Asturias,20.9 (14:40),9.4 (04:40),15.1,35 (19:30),14 (23:59),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,18.6 (13:30),15.4 (08:40),17,68 (23:30),41 (23:30),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,17.8 (13:00),14.8 (08:50),16.3,50 (13:30),28 (13:30),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,15.6 (00:20),12.2 (09:20),13.9,86 (22:40),55 (22:20),1.4,0,0,0,1.4,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,14.9 (14:00),11.7 (08:50),13.3,50 (23:40),30 (23:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,16.8 (14:10),12.5 (09:20),14.6,28 (14:20),12 (00:20),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,15.8 (14:20),13.4 (10:00),14.6,37 (23:20),10 (23:20),0.1,0,0,0,0.1,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,17.8 (00:10),13.7 (10:00),15.7,42 (08:00),16 (00:10),0.6,0,0,0,0.6,42.43833333333333,-8.615833333333333
Lugo Aeropuerto,Lugo,16.6 (14:10),6.6 (02:00),11.6,43 (15:10),21 (14:40),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,7.7 (13:10),3.6 (21:20),5.6,57 (13:40),35 (04:10),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,17.5 (14:30),9.0 (07:50),13.3,28 (15:30),14 (00:20),0.2,0.2,0,0,0,42.56388888888888,-6.6
Ourense,Ourense,20.4 (15:10),14.1 (09:40),17.3,34 (04:00),14 (13:40),0,0,0,0,0,42.32527777777778,-7.859722222222222
