Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,15.8 (14:00),1.8 (02:10),8.8,42 (15:10),32 (23:59),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,14.1 (14:50),4.4 (07:20),9.3,58 (14:20),43 (13:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,15.6 (15:50),-1.2 (08:00),7.2,29 (17:30),16 (18:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,12.6 (15:10),6.7 (02:20),9.7,56 (15:30),48 (15:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,15.0 (14:10),5.7 (23:59),10.3,59 (02:40),18 (00:20),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,13.9 (14:00),0.7 (23:40),7.3,55 (13:20),20 (11:00),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,12.9 (14:00),2.5 (23:59),7.7,74 (16:00),52 (17:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,12.9 (13:50),1.8 (23:40),7.3,54 (11:10),23 (11:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,11.0 (16:20),2.7 (07:40),6.9,42 (00:20),35 (00:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,5.0 (23:40),0.3 (07:30),2.7,38 (17:00),18 (15:30),0.2,0.2,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,12.2 (15:50),5.1 (08:20),8.6,63 (00:30),47 (00:10),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,8.1 (23:10),3.9 (07:40),6,36 (00:10),18 (00:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,9.6 (23:59),6.9 (06:50),8.3,62 (02:10),48 (02:00),0,0,0,0,0,43.45388888888889,-2.7527777777777778
