Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,15.9 (13:30),6.0 (04:20),10.9,30 (12:00),22 (14:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,14.4 (15:50),9.5 (00:20),11.9,30 (09:30),24 (10:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,15.4 (15:20),6.7 (08:20),11,27 (15:20),13 (14:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,14.3 (15:00),10.9 (06:00),12.6,30 (07:20),24 (07:30),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,16.8 (12:00),9.7 (23:10),13.2,19 (04:50),9 (04:50),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,15.3 (15:00),7.3 (21:30),11.3,21 (10:40),12 (16:00),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,13.8 (13:30),7.5 (22:30),10.7,24 (16:30),17 (16:30),0.4,0.4,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,13.0 (13:30),7.2 (23:10),10.1,13 (02:00),7 (02:10),0.8,0.7,0,0.1,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,10.8 (00:00),6.8 (05:00),8.8,24 (00:10),18 (00:10),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,6.7 (16:30),3.9 (23:59),5.3,14 (00:20),7 (18:40),0.2,0.2,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,12.1 (00:20),7.7 (23:50),9.9,31 (03:00),23 (02:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,9.5 (11:30),5.3 (23:59),7.4,19 (16:50),11 (12:50),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,10.6 (14:00),7.7 (21:30),9.2,25 (02:00),19 (02:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,13.6 (01:00),8.7 (22:30),11.2,22 (00:20),12 (00:20),0.1,0,0,0,0.1,43.375,-3.0216666666666665
Güeñes,Bizkaia,10.4 (13:40),6.6 (21:20),8.5,11 (16:30),7 (00:40),0.1,0.1,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,11.9 (12:40),8.4 (23:00),10.1,18 (15:10),14 (15:20),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,10.8 (00:30),8.6 (23:30),9.7,22 (01:00),14 (04:20),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,11.8 (14:10),7.7 (23:30),9.8,30 (15:20),21 (16:40),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,11.7 (14:50),8.4 (23:40),10,31 (00:20),23 (00:20),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,10.5 (14:40),8.5 (23:40),9.5,26 (13:40),18 (17:30),0.4,0.2,0.1,0.1,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,10.6 (16:40),8.7 (20:40),9.7,28 (18:30),18 (04:30),1.2,0.4,0.4,0.2,0.2,43.42027777777778,-4.748055555555555
Asturias Aeropuerto,Asturias,11.1 (15:20),7.6 (23:40),9.4,39 (15:20),24 (16:00),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,9.9 (15:10),6.7 (23:50),8.3,27 (13:50),16 (13:40),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,11.8 (13:00),8.7 (23:30),10.3,42 (14:10),20 (15:00),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,11.1 (00:20),9.2 (18:50),10.2,72 (02:10),56 (02:00),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,14.2 (14:30),9.0 (23:40),11.6,44 (17:40),28 (15:40),0,0,0,0,0,43.365833333333335,-8.421388888888888
Cabo Vilan,A Coruña,13.2 (11:50),9.2 (22:40),11.2,73 (03:40),48 (16:40),0,0,0,0,0,43.160555555555554,-9.210833333333333
Santiago de Compostela Aeropuerto,A Coruña,15.8 (15:40),5.3 (23:50),10.6,26 (15:30),11 (15:10),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,17.4 (16:00),5.6 (07:20),11.5,41 (11:50),28 (11:50),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,16.3 (16:00),6.6 (23:59),11.4,28 (19:10),13 (20:00),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,18.7 (15:20),6.6 (07:40),12.7,25 (16:40),16 (15:50),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,18.1 (15:50),6.7 (07:30),12.4,24 (16:10),16 (20:50),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,13.3 (14:20),2.4 (08:20),7.9,35 (17:20),14 (13:10),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,5.6 (15:00),-2.5 (06:10),1.5,29 (15:50),21 (16:30),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,17.7 (17:00),2.4 (08:20),10.1,18 (18:50),9 (18:50),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,15.0 (15:20),2.3 (04:30),8.6,24 (16:10),13 (21:30),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,19.5 (16:50),3.3 (08:10),11.4,19 (13:50),8 (14:00),0,0,0,0,0,42.32527777777778,-7.859722222222222
"Carballiño, O",Ourense,19.3 (16:40),1.5 (08:20),10.4,15 (18:20),8 (18:50),0,0,0,0,0,42.421388888888885,-8.092500000000001
Xinzo de Limia,Ourense,15.7 (16:00),-0.7 (08:00),7.5,26 (11:20),15 (12:00),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,11.0 (16:40),1.6 (08:10),6.3,20 (00:30),11 (17:30),0.6,0,0,0,0.6,41.775,-2.4830555555555556
Aranda de Duero,Burgos,14.2 (17:10),0.2 (08:10),7.2,30 (10:10),16 (10:20),0,0,0,0,0,41.66583333333333,-3.742777777777778
Cervera de Pisuerga,Palencia,10.8 (15:20),-2.2 (06:30),4.3,26 (14:30),14 (14:20),0,0,0,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,11.7 (16:30),-1.7 (04:10),5,27 (12:20),16 (15:50),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,9.9 (15:00),0.3 (06:10),5.1,35 (15:50),26 (17:50),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,12.3 (16:20),1.6 (07:00),7,36 (11:00),18 (11:00),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,13.0 (16:00),0.6 (07:30),6.8,35 (01:00),26 (02:00),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,15.7 (16:00),2.9 (08:00),9.3,23 (21:40),8 (21:40),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,13.2 (16:30),4.5 (08:00),8.8,26 (10:40),14 (11:20),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,6.3 (13:20),-0.1 (05:00),3.1,40 (00:40),24 (23:00),0.2,0,0,0,0.2,40.793055555555554,-4.010555555555555
Segovia,Segovia,13.5 (15:10),2.9 (06:30),8.2,30 (18:20),18 (18:20),0,0,0,0,0,40.945277777777775,-4.126388888888888
Zamora,Zamora,15.0 (16:50),2.3 (08:20),8.6,22 (12:00),12 (10:20),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,4.6 (15:50),-1.1 (07:30),1.7,29 (18:30),25 (18:40),0,0,0,0,0,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,13.1 (17:00),0.0 (07:00),6.6,21 (13:10),11 (15:20),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,13.3 (16:50),-3.2 (07:20),5.1,19 (13:20),10 (14:00),0.1,0,0.1,0,0,42.3775,-6.196666666666667
Benavente,Zamora,13.9 (16:50),2.0 (08:10),7.9,35 (00:50),18 (01:10),0,0,0,0,0,42.01083333333333,-5.666666666666667
