Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,27.6 (15:40),14.9 (05:50),21.3,26 (13:40),19 (13:40),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,25.4 (13:20),17.8 (07:20),21.6,35 (11:40),26 (18:00),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,24.6 (18:10),12.2 (08:10),18.4,15 (20:20),9 (20:10),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,24.2 (12:40),18.4 (06:20),21.3,33 (18:00),30 (18:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,28.0 (13:10),17.2 (04:20),22.6,19 (02:20),7 (02:20),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,25.3 (16:30),13.4 (07:30),19.3,22 (11:50),17 (11:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,25.4 (15:30),12.5 (08:00),18.9,17 (18:30),9 (03:00),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,26.8 (18:00),13.6 (07:20),20.2,24 (17:10),16 (17:00),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,23.8 (14:50),13.2 (08:30),18.5,19 (23:40),6 (13:30),0.9,0,0,0,0.9,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,22.8 (16:30),14.6 (07:50),18.7,24 (13:30),18 (13:50),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,23.8 (13:50),13.9 (08:10),18.8,24 (23:59),11 (22:40),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,21.3 (18:20),17.1 (04:00),19.2,25 (19:30),18 (14:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,23.2 (14:30),14.4 (04:30),18.8,23 (14:40),13 (14:40),0.8,0,0,0,0.8,43.20333333333333,-3.104722222222222
