Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,26.7 (15:00),17.5 (03:20),22.1,28 (22:50),19 (22:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Manresa,Barcelona,25.8 (16:30),14.7 (04:50),20.2,28 (18:40),15 (18:50),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,24.0 (11:50),17.8 (07:20),20.9,35 (16:00),26 (16:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,25.4 (12:20),15.8 (07:20),20.6,28 (14:00),14 (17:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,26.1 (14:10),12.5 (07:40),19.3,54 (17:20),39 (17:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,26.5 (14:40),13.0 (08:00),19.8,39 (18:50),21 (16:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,28.5 (14:00),13.5 (08:10),21,48 (14:00),35 (14:00),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,22.2 (23:50),9.6 (06:00),15.9,29 (23:50),11 (13:20),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,26.6 (12:50),13.5 (08:20),20.1,69 (23:10),34 (23:59),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,24.8 (21:30),10.1 (08:00),17.4,47 (13:20),15 (10:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,25.6 (20:30),15.8 (02:50),20.7,58 (22:10),29 (13:20),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,24.1 (19:00),10.2 (08:20),17.2,81 (23:00),42 (22:50),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,27.1 (19:30),12.2 (05:40),19.7,72 (23:59),38 (23:59),0,0,0,0,0,43.29805555555556,-2.906388888888889
Santander Aeropuerto,Cantabria,25.9 (18:40),12.8 (06:20),19.3,65 (22:30),39 (22:30),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,25.3 (18:40),15.5 (07:40),20.4,65 (23:40),38 (23:40),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,26.1 (23:20),14.0 (07:00),20.1,35 (23:50),13 (07:00),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,22.1 (13:40),15.0 (07:50),18.6,18 (23:30),12 (11:40),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,25.3 (22:30),13.2 (07:10),19.2,45 (22:00),20 (23:59),0.4,0,0.4,0,0,43.52305555555555,-5.621111111111111
