Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,23.6 (16:30),14.6 (07:50),19.1,18 (16:00),12 (23:40),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,24.5 (13:50),16.2 (05:10),20.4,42 (11:10),18 (10:40),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,24.2 (17:20),12.5 (02:40),18.4,23 (19:10),11 (18:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,22.8 (13:20),17.2 (05:20),20,15 (13:30),13 (17:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,24.3 (11:30),15.6 (08:30),19.9,16 (12:50),6 (13:10),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,23.7 (14:00),10.8 (06:00),17.3,26 (15:30),18 (16:30),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,24.1 (15:20),11.2 (05:50),17.7,21 (15:10),12 (16:50),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,26.6 (14:30),13.5 (07:30),20.1,18 (13:30),14 (15:10),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,22.5 (14:30),10.0 (07:50),16.3,10 (11:30),3 (11:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,27.5 (14:00),15.4 (03:20),21.4,35 (12:00),18 (11:30),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,24.8 (16:40),11.1 (08:10),17.9,33 (12:10),15 (06:30),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,24.9 (15:30),15.4 (05:30),20.1,21 (01:30),14 (01:30),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,22.9 (15:00),9.4 (08:30),16.1,15 (12:50),6 (13:20),0.1,0,0,0.1,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,26.5 (15:20),12.3 (06:00),19.4,24 (23:50),15 (22:50),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,25.2 (14:50),13.7 (06:20),19.5,23 (10:50),15 (11:00),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,24.6 (15:00),9.4 (07:10),17,21 (16:20),13 (16:30),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,22.7 (15:40),14.9 (04:00),18.8,19 (13:20),15 (20:40),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,23.3 (15:10),12.6 (05:00),17.9,30 (11:40),18 (11:50),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,23.5 (14:50),13.6 (04:20),18.6,21 (19:40),15 (16:10),0,0,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,25.6 (14:40),11.8 (01:30),18.7,23 (16:40),10 (16:00),0,0,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,22.9 (12:40),16.9 (02:10),19.9,32 (17:10),24 (16:20),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,23.7 (14:10),15.6 (02:20),19.7,28 (01:20),19 (01:50),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,24.0 (15:30),14.2 (02:50),19.1,15 (14:40),10 (06:00),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,26.7 (14:20),15.6 (00:00),21.2,30 (09:50),12 (10:00),0.4,0.4,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,23.0 (14:50),17.2 (23:59),20.1,38 (07:50),33 (07:50),1.4,1.4,0,0,0,43.78611111111111,-7.684722222222223
Fisterra,A Coruña,18.3 (00:50),16.3 (22:40),17.3,56 (07:10),42 (05:40),0.6,0.4,0.2,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,20.9 (14:20),15.5 (23:59),18.2,39 (12:30),24 (13:20),3.5,3.5,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,21.1 (12:20),16.1 (23:59),18.6,22 (04:30),9 (04:10),6.3,6.2,0.1,0,0,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,23.4 (13:50),15.7 (23:40),19.5,24 (16:50),12 (15:10),10.2,10.2,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,22.5 (16:10),16.6 (23:59),19.6,33 (12:00),23 (14:40),4.5,4.5,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,24.5 (16:00),14.7 (23:59),19.6,30 (15:40),15 (15:30),0.2,0,0.2,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,18.1 (15:20),9.2 (01:20),13.7,23 (00:40),15 (13:30),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,23.2 (17:50),11.8 (00:40),17.5,27 (20:10),15 (20:50),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,21.5 (15:10),13.5 (23:40),17.5,18 (14:20),9 (23:59),0.2,0.2,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,28.0 (16:30),17.0 (23:59),22.5,27 (14:30),12 (14:40),0.4,0.4,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,22.7 (16:50),13.6 (23:59),18.2,33 (15:10),18 (14:30),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,22.1 (17:10),4.5 (08:00),13.3,17 (14:40),9 (17:50),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,19.9 (17:10),7.2 (02:40),13.5,18 (15:50),7 (15:50),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,15.5 (16:10),6.2 (05:00),10.8,36 (00:20),14 (10:20),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,21.5 (16:00),6.1 (03:40),13.8,26 (14:30),16 (14:30),0,0,0,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,20.1 (16:10),4.0 (07:10),12.1,24 (17:20),14 (17:20),0.2,0.2,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,17.6 (17:10),4.5 (06:30),11.1,24 (12:40),17 (12:40),0,0,0,0,0,42.356944444444444,-3.620277777777778
Autilla del Pino,Palencia,16.6 (18:10),8.6 (03:30),12.6,14 (03:50),11 (03:50),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,19.3 (18:00),12.1 (01:50),15.7,12 (10:00),6 (10:00),0.2,0,0.2,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,22.5 (16:00),11.2 (03:00),16.8,18 (16:40),9 (16:40),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,16.0 (15:30),7.6 (06:30),11.8,32 (00:20),18 (00:20),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,22.1 (16:30),12.0 (08:30),17.1,15 (13:40),10 (13:40),0,0,0,0,0,40.945277777777775,-4.126388888888888
"La Covatilla, estación de esquí",Salamanca,16.6 (13:00),8.5 (05:50),12.6,22 (05:10),16 (05:20),0,0,0,0,0,40.355000000000004,-5.69
Zamora,Zamora,22.4 (16:30),14.6 (00:10),18.5,10 (20:00),6 (18:30),0,0,0,0,0,41.51555555555556,-5.735277777777778
"León, Virgen del Camino",León,18.9 (15:00),9.5 (00:50),14.2,17 (15:00),11 (16:00),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,16.8 (13:40),7.8 (00:10),12.3,13 (13:40),9 (13:50),0,0,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,20.3 (17:30),10.1 (01:30),15.2,18 (06:10),5 (14:20),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,20.6 (17:10),10.9 (00:20),15.8,18 (17:10),9 (16:10),0.4,0,0.2,0.2,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,23.9 (16:00),12.8 (08:20),18.3,17 (18:20),12 (18:20),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,24.6 (16:30),16.0 (06:30),20.3,13 (19:30),7 (19:30),0.2,0.2,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,24.1 (16:00),15.4 (09:20),19.8,16 (02:20),11 (02:20),1.8,1.4,0.4,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,24.4 (16:20),15.9 (09:00),20.1,17 (19:40),9 (17:30),0.2,0.2,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,21.4 (17:10),4.7 (04:50),13,15 (13:40),7 (17:00),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,25.5 (16:50),13.6 (09:30),19.6,27 (16:00),11 (15:50),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Aranjuez,Madrid,25.5 (16:50),12.1 (04:40),18.8,20 (14:10),11 (14:10),0,0,0,0,0,40.06722222222223,-3.546111111111111
Buitrago del Lozoya,Madrid,21.8 (15:10),6.3 (07:40),14,18 (14:40),8 (15:20),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,24.1 (17:50),9.4 (08:10),16.8,22 (14:20),13 (02:50),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,20.9 (16:10),4.8 (07:30),12.8,19 (15:30),7 (16:40),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,24.3 (16:40),9.4 (08:50),16.8,16 (14:50),8 (16:50),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,21.2 (18:00),11.8 (07:40),16.5,19 (11:40),8 (11:30),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,26.2 (17:20),14.8 (08:20),20.5,21 (02:40),13 (00:10),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,17.4 (16:10),10.2 (06:10),13.8,38 (00:10),24 (00:10),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,22.9 (15:10),12.8 (08:40),17.8,18 (16:10),10 (16:20),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,26.9 (17:20),15.9 (03:20),21.4,19 (14:10),8 (13:50),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,26.2 (16:40),15.1 (06:10),20.7,19 (13:10),9 (13:10),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,25.2 (16:00),16.7 (08:40),21,15 (17:20),9 (17:20),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,23.9 (16:30),17.1 (06:30),20.5,12 (14:30),7 (03:50),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,24.8 (17:10),15.7 (07:50),20.2,14 (10:30),6 (11:00),0,0,0,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,24.5 (16:40),15.1 (09:00),19.8,14 (14:00),7 (14:00),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,24.0 (17:50),14.3 (08:50),19.2,21 (17:40),11 (17:40),0,0,0,0,0,39.414722222222224,-7.231111111111111
Quintanar de la Orden,Toledo,24.1 (17:00),15.2 (06:20),19.7,19 (16:00),9 (16:40),0,0,0,0,0,39.597500000000004,-3.0469444444444442
Madridejos,Toledo,23.8 (16:00),12.8 (09:10),18.3,31 (17:10),15 (02:40),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,25.1 (17:40),9.9 (08:00),17.5,29 (23:30),15 (23:00),0,0,0,0,0,39.416666666666664,-2.4205555555555556
Ciudad Real,Ciudad Real,24.8 (15:40),14.7 (09:00),19.7,21 (12:30),10 (12:30),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,25.5 (15:50),13.8 (08:30),19.7,21 (17:00),8 (14:50),0,0,0,0,0,38.75055555555556,-3.391388888888889
Viso del Marqués,Ciudad Real,25.1 (14:50),12.7 (08:20),18.9,19 (16:40),12 (18:40),0,0,0,0,0,38.518055555555556,-3.5666666666666664
Puebla de Don Rodrigo,Ciudad Real,28.4 (15:20),13.6 (09:00),21,4 (12:50),1 (15:30),0,0,0,0,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,28.6 (18:00),14.6 (08:30),21.6,21 (16:40),8 (16:20),0,0,0,0,0,39.169444444444444,-5.062222222222222
