Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,32.9 (11:40),19.3 (03:20),26.1,35 (17:50),26 (17:50),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,30.2 (13:00),24.2 (06:00),27.2,35 (19:20),28 (19:20),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,34.4 (14:10),18.7 (06:50),26.6,35 (18:10),17 (17:50),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,27.5 (13:00),21.7 (06:30),24.6,30 (18:40),26 (18:40),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,31.5 (12:30),21.3 (06:00),26.4,16 (12:30),8 (02:20),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,35.0 (16:00),18.2 (05:20),26.6,39 (15:20),30 (16:50),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,33.4 (14:30),17.9 (06:20),25.7,41 (16:30),16 (15:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,33.6 (14:30),19.8 (23:40),26.7,54 (21:00),30 (21:00),3.8,1.4,0,0,2.4,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,29.0 (16:30),15.6 (23:20),22.3,57 (20:20),34 (20:20),24.9,0.1,0.5,0,24.3,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,32.3 (15:10),18.8 (23:30),25.5,69 (19:50),50 (20:00),14.3,1,0.4,0,12.9,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,31.2 (15:20),17.5 (23:50),24.4,46 (15:00),17 (14:50),13.9,0.1,0,0,13.8,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,26.2 (14:20),18.0 (19:10),22.1,77 (19:40),61 (19:30),6.6,2,0.4,0,4.2,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,26.3 (13:10),19.2 (23:30),22.8,41 (19:40),24 (19:40),36.6,9.8,0.9,8.3,17.6,43.375,-3.0216666666666665
Güeñes,Bizkaia,31.2 (16:40),16.3 (06:40),23.8,59 (17:30),24 (17:30),22.7,6,0.8,0,15.9,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,29.8 (15:00),18.4 (23:30),24.1,42 (18:10),31 (18:10),10.8,2.6,0.1,1.9,6.2,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,27.4 (13:00),18.5 (20:00),22.9,54 (19:20),27 (07:30),14.4,5.5,0.9,0.1,7.9,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,26.5 (16:20),18.3 (23:20),22.4,45 (18:00),29 (17:50),3.7,0.2,0.1,0,3.4,43.42388888888889,-3.8255555555555554
Santander,Cantabria,22.2 (09:00),18.2 (22:40),20.2,45 (19:00),32 (17:50),3.8,0.8,0,0,3,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,22.4 (16:10),18.0 (22:40),20.2,51 (18:00),32 (18:10),10.4,2.8,0,0.2,7.4,43.39333333333333,-4.392222222222222
Llanes,Asturias,21.8 (16:50),18.1 (06:30),19.9,32 (17:40),20 (16:20),6.2,1.6,0.2,0.6,3.8,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,22.0 (13:00),16.7 (05:40),19.4,34 (14:40),19 (15:00),14.4,0,0,14.2,0.2,43.52305555555555,-5.621111111111111
Oviedo,Asturias,27.2 (13:50),15.7 (06:40),21.5,35 (15:30),20 (15:20),46,0,0,45.6,0.4,43.35333333333333,-5.874166666666667
Estaca de Bares,A Coruña,17.7 (16:20),14.8 (23:50),16.3,39 (00:40),32 (00:30),0.6,0,0.6,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,19.4 (03:10),16.0 (23:59),17.7,25 (00:10),16 (03:50),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,23.3 (01:10),14.4 (23:59),18.8,37 (23:50),27 (23:10),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,23.5 (17:00),17.2 (23:59),20.4,32 (13:40),19 (13:40),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,25.5 (11:30),17.5 (23:50),21.5,22 (12:40),13 (02:40),0.4,0,0,0.4,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,24.5 (13:00),18.6 (23:40),21.6,31 (17:20),12 (17:20),0.1,0,0,0.1,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,25.0 (00:00),17.0 (07:50),21,35 (17:20),18 (13:50),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,27.6 (13:30),17.4 (06:30),22.5,35 (18:10),21 (18:30),0,0,0,0,0,42.23861111111111,-8.623888888888889
