Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,25.9 (17:00),18.0 (23:50),21.9,28 (01:50),19 (09:20),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,24.1 (15:30),20.6 (22:50),22.4,39 (10:30),31 (10:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,27.9 (19:10),14.6 (07:10),21.3,30 (13:20),17 (13:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,22.0 (16:10),19.0 (03:50),20.5,33 (09:50),28 (09:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,26.3 (15:20),16.7 (01:00),21.5,19 (13:50),7 (05:50),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,25.2 (15:20),14.4 (01:50),19.8,23 (16:30),13 (17:20),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,28.2 (15:40),14.1 (04:30),21.2,30 (21:40),20 (21:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,26.2 (17:50),13.6 (06:30),19.9,24 (21:40),12 (19:10),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,15.6 (13:30),13.7 (08:40),14.7,39 (14:10),22 (14:10),39.2,2.5,22.1,14.3,0.3,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,12.0 (19:20),9.1 (08:40),10.6,24 (10:40),16 (10:40),19.4,2.6,15.3,1.5,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,16.9 (18:00),13.3 (07:20),15.1,37 (13:30),26 (12:50),14.8,1.6,12.1,1.1,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,14.9 (18:10),11.5 (08:00),13.2,22 (08:20),10 (11:10),10.5,3,6.2,1.3,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,16.9 (20:40),11.9 (23:59),14.4,58 (01:10),44 (01:10),11.6,6,5.2,0.4,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,18.5 (15:50),13.3 (04:30),15.9,35 (02:40),22 (09:00),6.5,3.6,2.5,0.4,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,15.3 (19:00),10.8 (23:50),13.1,17 (09:40),10 (09:40),2.5,0.9,1.5,0.1,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,16.8 (18:10),11.4 (23:59),14.1,28 (11:00),19 (13:30),6.8,4.2,2.5,0.1,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,16.7 (16:30),12.0 (23:59),14.4,32 (02:40),19 (02:40),15.6,5.8,9.7,0.1,0,43.39472222222222,-3.233888888888889
