Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,29.6 (15:50),18.8 (06:50),24.2,33 (16:00),22 (16:00),0.4,0,0.2,0.2,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,27.3 (17:10),22.8 (06:50),25,28 (18:40),21 (19:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,29.7 (18:50),17.1 (07:30),23.4,37 (18:40),12 (00:10),3.4,1.2,2.2,0,0,41.72,1.840277777777778
Barcelona,Barcelona,26.4 (10:30),21.7 (01:30),24.1,26 (19:40),21 (17:00),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,28.1 (10:40),20.1 (04:30),24.1,19 (18:20),9 (12:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,28.6 (18:00),18.1 (03:40),23.4,39 (17:30),25 (15:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,29.1 (16:40),18.4 (06:30),23.8,32 (15:40),16 (15:40),0.5,0.4,0.1,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,20.4 (19:40),16.2 (13:40),18.3,35 (13:00),24 (13:10),3.7,0,0,2.8,0.9,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,16.6 (17:20),11.3 (03:10),14,30 (13:00),19 (12:50),5.8,0,0,5.8,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,20.9 (16:10),15.1 (12:40),18,49 (12:00),36 (12:00),9.9,0,5.5,4.3,0.1,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,19.2 (19:20),12.8 (06:40),16,24 (12:30),8 (12:20),5,0,0,5,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,18.2 (18:20),14.7 (11:20),16.5,58 (12:50),44 (20:00),8,0,3.8,4.2,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,21.4 (18:10),16.5 (13:40),18.9,32 (19:50),18 (19:50),9.5,0,6.4,3.1,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,19.3 (17:20),12.7 (07:40),16,24 (20:40),15 (20:40),10.4,0,4.3,6,0.1,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,20.0 (17:40),14.8 (05:50),17.4,37 (20:20),27 (19:50),6.8,0,2.8,4,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,19.3 (17:10),14.9 (12:50),17.1,39 (19:10),23 (19:20),8.6,0,6.6,2,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,20.8 (16:20),15.3 (11:20),18,37 (17:00),24 (18:10),20.2,1.1,15.3,3.8,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,20.0 (16:40),14.6 (11:10),17.3,37 (18:30),26 (18:20),33.4,0.6,31,1.8,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,20.9 (15:30),15.4 (09:20),18.1,52 (09:10),33 (09:10),11.6,3.8,7.4,0.1,0.3,43.39333333333333,-4.392222222222222
Llanes,Asturias,19.5 (14:30),16.0 (07:50),17.8,40 (11:20),26 (11:30),5.6,1.2,3.8,0.4,0.2,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,20.7 (13:50),15.1 (07:40),17.9,37 (16:30),19 (12:50),2,0,1.6,0,0.4,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,18.2 (15:20),14.3 (07:10),16.3,45 (06:10),24 (07:10),2.6,0,2.6,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,19.2 (15:10),13.2 (09:00),16.2,37 (08:10),26 (08:20),4.3,0.1,4.2,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,18.4 (12:00),13.2 (08:40),15.8,30 (16:30),15 (16:30),2.2,0,0,1,1.2,43.35333333333333,-5.874166666666667
Castropol,Asturias,19.6 (11:30),13.7 (07:50),16.7,26 (18:20),10 (02:50),8.1,0.3,0,7.8,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,17.9 (17:20),14.1 (04:00),16,51 (01:30),43 (14:40),2,1.2,0.8,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,20.7 (16:20),15.4 (06:20),18.1,31 (14:50),23 (14:10),1.2,0.8,0.4,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,16.8 (16:00),13.6 (05:40),15.2,38 (21:40),27 (20:50),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,18.2 (15:50),10.7 (07:10),14.5,26 (13:20),20 (20:50),2.7,0,2.6,0.1,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,20.9 (18:00),12.6 (07:30),16.8,17 (21:20),7 (21:10),0.2,0.2,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,19.2 (18:10),12.8 (07:10),16,15 (20:10),6 (11:30),5,0.7,0,4.3,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,21.4 (18:00),13.9 (07:30),17.6,30 (15:40),13 (17:30),1.2,1,0.2,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,19.9 (17:40),13.5 (03:40),16.7,35 (15:40),20 (19:40),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,18.7 (16:00),10.7 (23:59),14.7,23 (16:50),9 (09:40),1,0.4,0.2,0.4,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,12.4 (15:30),5.4 (05:30),8.9,30 (16:10),20 (09:30),0.4,0.2,0.2,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,21.0 (19:00),12.7 (08:30),16.8,32 (19:20),17 (19:30),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,18.8 (17:10),9.9 (06:00),14.3,23 (13:00),10 (07:30),4,1.8,2.2,0,0,42.339444444444446,-7.2825
Ourense,Ourense,22.0 (20:00),12.4 (06:20),17.2,22 (19:40),11 (15:50),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,18.9 (17:20),8.1 (07:10),13.5,28 (14:20),17 (16:10),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,22.2 (16:50),8.1 (06:20),15.2,32 (23:10),19 (22:00),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,22.8 (18:00),10.0 (03:10),16.4,30 (20:50),15 (20:50),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,13.9 (19:10),5.5 (06:20),9.7,43 (03:40),15 (03:40),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,18.1 (16:40),7.6 (23:50),12.9,29 (19:20),17 (09:30),0.6,0,0.6,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,20.2 (18:20),5.6 (04:40),12.9,35 (16:50),15 (15:00),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,19.9 (16:00),7.9 (06:20),13.9,34 (13:50),26 (13:50),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,21.6 (12:40),9.6 (07:30),15.6,49 (15:20),15 (15:40),0,0,0,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,22.4 (18:00),9.5 (04:10),15.9,34 (11:00),24 (23:30),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,24.3 (19:00),12.1 (07:30),18.2,25 (22:50),13 (18:10),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,20.3 (18:20),10.4 (07:20),15.3,32 (17:40),18 (17:40),0,0,0,0,0,40.659166666666664,-4.680000000000001
Puerto de Navacerrada,Madrid,13.9 (16:40),4.8 (04:30),9.3,32 (18:10),18 (23:10),0,0,0,0,0,40.793055555555554,-4.010555555555555
Segovia,Segovia,20.8 (18:50),10.2 (07:40),15.5,34 (17:40),16 (18:50),0,0,0,0,0,40.945277777777775,-4.126388888888888
Zamora,Zamora,24.0 (17:40),12.0 (07:40),18,27 (23:30),16 (23:30),0,0,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,9.7 (15:20),6.1 (08:30),7.9,36 (10:00),24 (13:20),2.4,0,0.8,1.2,0.4,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,20.8 (16:40),9.2 (06:00),15,35 (11:30),22 (12:00),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,17.5 (15:10),8.5 (04:30),13,37 (11:00),27 (10:50),0,0,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,23.4 (18:50),10.6 (06:50),17,36 (13:30),18 (16:00),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,24.5 (17:50),9.3 (07:20),16.9,33 (20:20),14 (20:20),0,0,0,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,23.3 (19:10),8.6 (05:10),15.9,26 (12:20),15 (10:20),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,23.7 (17:30),11.8 (07:30),17.8,26 (18:50),11 (06:20),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,24.5 (16:10),7.3 (07:10),15.9,35 (17:40),21 (12:40),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,23.4 (17:50),8.7 (06:50),16,47 (16:10),22 (17:10),0.6,0.2,0.2,0.2,0,40.635,-6.6
Molina de Aragón,Guadalajara,24.3 (17:10),9.6 (06:40),16.9,32 (19:40),13 (19:50),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,27.6 (17:50),12.5 (07:40),20.1,35 (20:30),15 (20:30),0.2,0.2,0,0,0,40.01138888888889,-3.0213888888888887
Aranjuez,Madrid,28.2 (18:20),8.4 (07:10),18.3,27 (15:40),14 (16:30),0,0,0,0,0,40.06722222222223,-3.546111111111111
Buitrago del Lozoya,Madrid,21.1 (18:00),7.5 (06:40),14.3,32 (14:00),16 (13:20),0.2,0.1,0,0.1,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,27.6 (17:10),10.4 (06:20),19,35 (18:20),24 (18:10),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,21.5 (14:00),6.7 (06:50),14.1,31 (18:40),13 (15:50),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,26.7 (17:20),11.1 (07:20),18.9,29 (20:20),14 (19:20),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,23.7 (15:50),9.6 (07:10),16.7,35 (16:30),21 (16:30),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,29.2 (17:40),12.2 (07:30),20.7,36 (14:50),25 (20:50),0,0,0,0,0,39.88472222222222,-4.045277777777778
Robledo de Chavela,Madrid,24.7 (16:40),13.0 (07:40),18.9,39 (08:00),17 (08:10),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,31.5 (19:00),9.3 (05:50),20.4,31 (19:30),14 (17:00),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,29.3 (17:20),7.9 (07:30),18.6,46 (16:50),19 (17:40),0,0,0,0,0,39.94583333333333,-5.5825
Trujillo,Cáceres,26.1 (17:20),11.2 (06:50),18.7,33 (19:20),17 (18:20),0,0,0,0,0,39.4825,-5.854166666666666
Cáceres,Cáceres,27.1 (17:30),13.6 (07:00),20.4,37 (19:00),21 (19:00),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,28.1 (17:30),15.4 (06:40),21.8,40 (10:10),14 (03:40),0,0,0,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,26.8 (19:00),13.0 (06:40),19.9,47 (17:50),23 (19:30),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,26.7 (18:30),11.2 (06:40),19,37 (16:30),21 (21:30),0,0,0,0,0,39.414722222222224,-7.231111111111111
Madridejos,Toledo,28.0 (18:20),10.5 (07:10),19.3,40 (13:50),18 (20:50),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,28.4 (18:10),15.0 (07:00),21.7,44 (16:40),22 (17:30),1,1,0,0,0,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,30.2 (18:10),14.6 (07:00),22.4,26 (16:20),12 (16:30),0.4,0.4,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,29.5 (19:10),15.5 (07:50),22.5,31 (18:40),14 (14:00),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,29.0 (17:00),17.3 (07:40),23.1,26 (18:40),10 (15:20),0,0,0,0,0,38.75055555555556,-3.391388888888889
Viso del Marqués,Ciudad Real,30.0 (17:40),17.0 (07:40),23.5,35 (15:40),18 (19:00),0.2,0.1,0.1,0,0,38.518055555555556,-3.5666666666666664
Puebla de Don Rodrigo,Ciudad Real,29.7 (17:10),10.4 (06:30),20.1,26 (19:00),11 (20:20),0,0,0,0,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,29.3 (18:30),10.7 (07:10),20,36 (18:20),19 (18:00),0,0,0,0,0,39.169444444444444,-5.062222222222222
Don Benito,Badajoz,29.7 (18:00),12.7 (07:10),21.2,31 (19:30),10 (08:50),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,27.3 (17:50),10.6 (07:20),18.9,40 (15:00),19 (18:50),0,0,0,0,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,29.7 (17:20),11.8 (07:30),20.8,38 (16:30),15 (16:40),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,29.6 (18:00),12.7 (07:20),21.2,35 (13:10),19 (12:20),0,0,0,0,0,38.88333333333333,-6.813888888888889
Jerez de los Caballeros,Badajoz,28.3 (18:40),11.1 (07:00),19.7,40 (16:30),23 (19:30),0,0,0,0,0,38.29861111111111,-6.765
Ayamonte,Huelva,30.8 (19:00),16.4 (07:20),23.6,35 (09:10),17 (16:50),0,0,0,0,0,37.19472222222222,-7.3950000000000005
Alajar,Huelva,26.8 (17:40),12.1 (08:20),19.4,69 (06:50),43 (07:10),0,0,0,0,0,37.868611111111115,-6.675000000000001
"Huelva, Ronda Este",Huelva,32.1 (19:00),15.3 (07:10),23.7,44 (12:30),22 (17:00),0,0,0,0,0,37.27833333333333,-6.911666666666667
Ceuta,Ceuta,27.6 (16:00),21.1 (06:50),24.4,43 (13:40),19 (23:50),0,0,0,0,0,35.88861111111111,-5.3469444444444445
Baza,Granada,32.1 (16:40),20.0 (23:59),26,36 (17:30),22 (17:50),0,0,0,0,0,37.505833333333335,-2.735
Jaén,Jaén,30.1 (16:50),20.4 (06:50),25.3,39 (12:20),24 (12:40),0,0,0,0,0,37.777499999999996,-3.8088888888888888
Villanueva de Córdoba,Córdoba,27.7 (18:40),12.7 (07:30),20.2,39 (19:20),17 (19:30),0,0,0,0,0,38.33305555555556,-4.608888888888888
Córdoba Aeropuerto,Córdoba,34.0 (18:00),19.5 (07:30),26.8,35 (16:30),24 (18:10),0,0,0,0,0,37.848888888888894,-4.846666666666667
