Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,29.5 (15:40),20.9 (03:50),25.2,39 (13:40),27 (13:40),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,28.2 (14:30),23.0 (04:10),25.6,48 (09:20),38 (09:30),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,32.5 (16:30),18.4 (07:30),25.4,35 (19:50),17 (18:50),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,27.5 (13:20),22.9 (22:50),25.2,49 (08:50),40 (08:50),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,31.1 (13:30),20.3 (04:00),25.7,25 (12:00),8 (06:30),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,32.3 (15:50),18.7 (04:50),25.5,32 (15:50),19 (09:20),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,30.8 (15:10),18.7 (07:10),24.8,28 (16:30),13 (16:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,23.2 (13:00),18.4 (06:10),20.8,21 (12:00),14 (08:10),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,19.3 (11:30),12.9 (04:40),16.1,19 (17:40),11 (12:00),0.5,0,0.5,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,23.8 (13:50),17.3 (07:50),20.5,25 (10:30),13 (10:30),0.3,0,0.3,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,20.4 (14:40),14.5 (03:50),17.4,18 (11:00),10 (17:20),0.5,0,0.3,0.2,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,21.6 (16:20),17.0 (05:30),19.3,33 (00:20),27 (00:20),2.2,0,2.2,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,23.3 (17:10),18.7 (23:59),21,18 (04:00),10 (01:00),1.1,0.5,0.6,0,0,43.375,-3.0216666666666665
Güeñes,Bizkaia,20.8 (14:40),14.4 (06:20),17.6,15 (18:00),6 (18:00),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.8 (18:00),16.5 (23:50),19.1,28 (00:30),13 (00:30),2.4,0.9,1.5,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,22.0 (12:00),16.8 (23:59),19.4,21 (01:10),14 (01:10),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,23.8 (16:40),17.2 (06:30),20.5,28 (20:50),15 (17:20),0.3,0.1,0.2,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,21.8 (16:40),17.4 (05:10),19.6,19 (00:10),13 (00:20),0.2,0.2,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,22.4 (15:50),17.3 (06:30),19.8,17 (05:40),8 (03:20),3.9,3.8,0.1,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,22.5 (15:30),17.8 (06:20),20.1,14 (03:10),8 (03:00),0,0,0,0,0,43.42027777777778,-4.748055555555555
Cabo Peñas,Asturias,22.8 (15:20),16.7 (06:40),19.8,14 (00:40),3 (23:59),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,21.1 (15:20),15.9 (07:20),18.5,21 (15:20),12 (00:20),0.4,0.4,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,21.5 (14:10),15.3 (06:50),18.4,27 (17:00),16 (17:40),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,23.6 (17:00),16.0 (07:10),19.8,18 (17:50),8 (21:20),0.8,0.8,0,0,0,43.52472222222222,-7.0313888888888885
A Coruña,A Coruña,21.5 (13:30),17.1 (07:40),19.3,29 (16:40),20 (15:20),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,18.5 (16:30),14.8 (07:30),16.7,58 (18:10),39 (18:10),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,22.4 (17:00),12.6 (07:40),17.5,37 (19:40),23 (20:20),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,26.6 (15:30),13.4 (07:30),20,34 (13:30),19 (11:00),0,0,0,0,0,42.73833333333334,-8.627222222222223
Santiago de Compostela,A Coruña,23.7 (15:50),14.1 (07:20),18.9,37 (20:40),14 (20:10),0,0,0,0,0,42.876111111111115,-8.555833333333334
Pontevedra,Pontevedra,26.6 (17:30),14.2 (06:40),20.4,32 (17:20),18 (17:20),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,26.6 (17:20),14.3 (07:00),20.5,41 (15:20),26 (17:40),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,23.0 (17:10),11.2 (07:50),17.1,33 (13:50),17 (19:30),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,17.7 (15:50),5.0 (06:40),11.4,31 (16:40),23 (16:40),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,30.4 (18:00),12.1 (08:00),21.3,24 (19:50),15 (20:50),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,26.1 (17:30),10.0 (06:30),18.1,32 (20:40),13 (00:20),0,0,0,0,0,42.339444444444446,-7.2825
Ourense,Ourense,29.6 (17:20),12.7 (08:20),21.2,27 (20:10),8 (10:50),0,0,0,0,0,42.32527777777778,-7.859722222222222
Xinzo de Limia,Ourense,26.7 (18:10),6.0 (07:40),16.4,26 (19:30),17 (19:30),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,30.7 (17:00),13.0 (07:30),21.9,33 (18:50),18 (18:50),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,32.1 (17:10),11.6 (07:30),21.8,30 (17:50),12 (10:10),0,0,0,0,0,41.66583333333333,-3.742777777777778
"La Pinilla, estación de esquí",Segovia,24.9 (18:40),13.4 (04:00),19.1,40 (15:40),19 (13:20),0,0,0,0,0,41.19194444444444,-3.475277777777778
Cervera de Pisuerga,Palencia,25.9 (16:30),9.3 (07:30),17.6,25 (16:40),14 (15:40),0,0,0,0,0,42.870555555555555,-4.52
Palacios de la Sierra,Burgos,30.4 (16:50),11.5 (07:40),20.9,33 (16:00),15 (20:00),0,0,0,0,0,41.959722222222226,-3.131666666666667
