Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,24.3 (13:20),8.3 (07:30),16.3,28 (13:30),18 (13:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,22.5 (16:20),13.5 (08:20),18,37 (09:10),27 (09:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,23.7 (16:50),7.1 (08:20),15.4,32 (17:20),17 (18:20),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,22.2 (15:20),15.2 (07:40),18.7,30 (18:10),25 (18:10),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,24.7 (13:40),14.4 (05:50),19.6,18 (14:30),8 (21:00),0,0,0,0,0,41.587500000000006,2.54
Girona Aeropuerto,Girona,21.4 (15:50),8.8 (07:20),15.1,41 (10:40),29 (14:00),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,21.4 (14:30),8.9 (07:40),15.1,31 (16:00),16 (15:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,18.6 (16:20),8.9 (08:20),13.8,37 (15:20),26 (14:30),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,14.8 (14:30),5.8 (00:10),10.3,28 (17:00),11 (17:10),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,17.9 (13:50),9.4 (06:50),13.6,36 (15:40),26 (15:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,15.5 (13:30),6.5 (08:10),11,25 (15:20),13 (15:50),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,16.4 (22:50),12.1 (08:30),14.3,44 (13:30),35 (13:40),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,18.1 (15:40),5.8 (09:00),12,20 (14:10),9 (14:10),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,19.1 (15:00),7.3 (08:30),13.2,33 (15:30),21 (15:30),0,0,0,0,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,17.4 (11:30),11.4 (06:20),14.4,36 (15:30),24 (16:10),0,0,0,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,19.3 (14:30),5.4 (03:30),12.3,45 (17:50),32 (18:20),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,17.9 (11:50),11.6 (08:00),14.8,55 (17:40),46 (17:30),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,17.5 (12:00),7.4 (08:10),12.5,45 (17:00),31 (17:00),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,18.7 (12:30),9.9 (08:50),14.3,50 (18:00),35 (18:10),0,0,0,0,0,43.42027777777778,-4.748055555555555
Cabo Peñas,Asturias,18.1 (13:30),12.4 (08:50),15.3,57 (23:40),41 (23:50),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,18.3 (13:40),8.3 (05:30),13.3,42 (16:50),26 (16:50),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,19.8 (15:30),8.3 (08:50),14,24 (13:20),13 (13:40),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,20.3 (15:10),8.3 (09:00),14.3,32 (16:40),15 (17:20),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,16.2 (14:50),13.7 (08:20),15,61 (02:20),49 (17:50),0,0,0,0,0,43.78611111111111,-7.684722222222223
