Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,26.9 (16:20),13.2 (06:30),20,28 (12:00),18 (17:00),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,24.7 (16:10),18.9 (08:20),21.8,33 (15:40),25 (16:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,25.5 (18:20),12.9 (08:40),19.2,18 (20:10),11 (20:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,23.6 (12:10),19.4 (06:40),21.5,33 (17:50),25 (16:30),0,0,0,0,0,41.39055555555556,2.2
Girona Aeropuerto,Girona,26.2 (14:40),15.1 (01:50),20.7,30 (16:00),22 (16:40),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,25.6 (14:10),14.4 (08:10),20,28 (16:20),14 (16:20),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,19.3 (14:50),11.0 (08:10),15.1,21 (14:40),14 (14:40),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,17.7 (15:40),9.3 (23:30),13.5,17 (16:50),8 (16:50),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,21.0 (12:20),12.3 (23:50),16.7,30 (13:50),17 (15:00),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,18.9 (13:30),9.7 (23:59),14.3,23 (16:10),12 (16:20),0.4,0.3,0.1,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,18.7 (11:50),14.6 (23:59),16.7,33 (16:00),24 (13:50),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,20.5 (16:00),11.2 (23:40),15.8,13 (14:20),6 (14:00),2,1.9,0.1,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,21.7 (16:30),12.3 (23:30),17,24 (15:00),15 (17:30),0,0,0,0,0,43.29805555555556,-2.906388888888889
Santander Aeropuerto,Cantabria,21.4 (13:30),11.8 (08:40),16.6,33 (18:50),23 (15:00),0,0,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,20.4 (13:10),13.5 (08:10),16.9,33 (13:40),26 (13:50),0,0,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,20.2 (15:50),12.7 (08:20),16.5,26 (16:50),18 (16:40),0,0,0,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,23.0 (13:40),13.2 (08:20),18.1,23 (18:30),15 (18:20),0.2,0,0.2,0,0,43.42027777777778,-4.748055555555555
Cabo Peñas,Asturias,19.0 (12:30),15.0 (07:50),17,21 (17:20),14 (18:30),0,0,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,19.1 (15:40),12.2 (06:10),15.7,22 (07:20),14 (15:10),0,0,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,20.3 (15:10),12.7 (07:30),16.5,19 (17:10),9 (16:20),0,0,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,21.4 (16:30),11.1 (08:00),16.3,17 (10:20),9 (10:30),0,0,0,0,0,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,18.6 (14:50),13.8 (08:10),16.2,23 (00:50),17 (00:10),0,0,0,0,0,43.78611111111111,-7.684722222222223
A Coruña,A Coruña,18.5 (14:30),12.1 (08:30),15.3,21 (15:50),13 (17:00),0,0,0,0,0,43.365833333333335,-8.421388888888888
Fisterra,A Coruña,15.9 (13:20),12.3 (07:30),14.1,49 (00:20),35 (01:30),0,0,0,0,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,21.2 (16:30),8.2 (08:50),14.7,22 (15:30),13 (21:40),0,0,0,0,0,42.88805555555555,-8.410555555555556
Padrón,A Coruña,25.0 (17:30),9.2 (08:50),17.1,21 (10:20),14 (11:50),0,0,0,0,0,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,23.3 (17:00),11.0 (08:20),17.1,18 (17:50),9 (18:20),0,0,0,0,0,42.43833333333333,-8.615833333333333
Vigo Aeropuerto,Pontevedra,22.6 (14:20),11.1 (07:10),16.9,28 (18:00),18 (10:00),0,0,0,0,0,42.23861111111111,-8.623888888888889
Lugo Aeropuerto,Lugo,22.3 (18:10),8.3 (02:10),15.3,14 (17:30),5 (13:40),0,0,0,0,0,43.11138888888889,-7.4575000000000005
Puerto de Leitariegos,Asturias,16.9 (15:20),4.6 (08:30),10.7,23 (16:10),15 (19:50),0,0,0,0,0,42.994166666666665,-6.4141666666666675
Ponferrada,León,25.5 (18:20),8.8 (08:50),17.2,14 (19:10),7 (19:30),0,0,0,0,0,42.56388888888888,-6.6
A Pobra de Trives,Ourense,22.3 (15:40),7.1 (08:00),14.7,24 (18:00),9 (00:40),0,0,0,0,0,42.339444444444446,-7.2825
Xinzo de Limia,Ourense,24.6 (15:30),2.7 (06:00),13.7,22 (17:50),15 (17:50),0,0,0,0,0,42.07916666666667,-7.733611111111111
Soria,Soria,22.5 (17:00),6.6 (08:00),14.5,25 (17:00),13 (20:20),0,0,0,0,0,41.775,-2.4830555555555556
Aranda de Duero,Burgos,22.1 (17:50),6.7 (05:30),14.4,18 (14:40),8 (11:00),0,0,0,0,0,41.66583333333333,-3.742777777777778
