Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Palacios de la Sierra,Burgos,25.3 (17:40),6.2 (04:30),15.7,26 (17:00),14 (00:50),0,0,0,0,0,41.959722222222226,-3.131666666666667
Burgos Aeropuerto,Burgos,25.8 (16:10),9.8 (04:20),17.8,40 (20:20),30 (20:20),0,0,0,0,0,42.356944444444444,-3.620277777777778
Carrión de los Condes,Palencia,26.1 (18:00),12.8 (08:00),19.5,37 (13:40),15 (21:30),0.4,0,0.4,0,0,42.350833333333334,-4.617222222222223
Autilla del Pino,Palencia,25.6 (17:50),10.8 (06:30),18.2,31 (23:10),22 (23:59),0,0,0,0,0,41.995555555555555,-4.602777777777778
Valladolid,Valladolid,29.1 (17:50),13.0 (06:50),21.1,23 (17:00),11 (17:00),0,0,0,0,0,41.64083333333333,-4.754444444444444
Ávila,Ávila,26.6 (16:40),11.1 (06:10),18.9,27 (18:30),15 (18:30),0,0,0,0,0,40.659166666666664,-4.680000000000001
Segovia,Segovia,27.5 (18:50),12.5 (03:50),20,23 (15:30),13 (14:40),0,0,0,0,0,40.945277777777775,-4.126388888888888
"La Covatilla, estación de esquí",Salamanca,17.8 (17:40),7.2 (06:40),12.5,33 (18:10),16 (18:10),0,0,0,0,0,40.355000000000004,-5.69
Zamora,Zamora,28.9 (17:10),15.0 (06:50),21.9,20 (19:20),11 (16:00),0.6,0.6,0,0,0,41.51555555555556,-5.735277777777778
Puerto de San Isidro,León,14.3 (15:10),8.7 (07:40),11.5,33 (15:10),23 (15:20),0,0,0,0,0,43.06222222222222,-5.376944444444444
"León, Virgen del Camino",León,25.7 (19:40),11.4 (07:40),18.6,24 (16:40),15 (20:30),0,0,0,0,0,42.58833333333334,-5.651111111111112
Lagunas de Somoza,León,22.4 (18:40),10.9 (04:30),16.6,25 (20:30),14 (21:00),0.2,0.2,0,0,0,42.3775,-6.196666666666667
Benavente,Zamora,27.5 (19:10),14.5 (05:10),21,28 (23:30),14 (23:30),0,0,0,0,0,42.01083333333333,-5.666666666666667
Villardeciervos,Zamora,27.5 (18:50),13.0 (04:50),20.3,33 (20:00),15 (20:20),3.4,2.6,0.8,0,0,41.94138888888889,-6.279722222222222
Salamanca Aeropuerto,Salamanca,28.3 (18:20),9.6 (07:40),18.9,24 (16:30),13 (02:40),0,0,0,0,0,40.95944444444445,-5.498333333333333
Salamanca,Salamanca,28.6 (17:50),14.2 (08:00),21.4,19 (20:10),10 (00:40),0,0,0,0,0,40.9575,-5.662222222222223
Vitigudino,Salamanca,30.9 (17:30),14.4 (01:10),22.6,30 (18:10),17 (17:20),0,0,0,0,0,41.01138888888889,-6.437777777777778
Saelices El Chico,Salamanca,29.9 (18:00),15.5 (01:50),22.7,38 (17:40),13 (18:10),0,0,0,0,0,40.635,-6.6
Molina de Aragón,Guadalajara,27.5 (17:40),6.9 (07:20),17.2,28 (17:50),13 (17:50),0,0,0,0,0,40.84166666666667,-1.8788888888888888
Tarancón,Cuenca,31.8 (17:30),16.8 (07:40),24.3,36 (09:20),19 (09:50),0,0,0,0,0,40.01138888888889,-3.0213888888888887
Aranjuez,Madrid,31.3 (17:20),11.5 (07:20),21.4,26 (17:20),11 (16:00),0,0,0,0,0,40.06722222222223,-3.546111111111111
Buitrago del Lozoya,Madrid,26.9 (18:30),7.6 (06:00),17.2,29 (14:50),12 (14:30),0,0,0,0,0,41.00694444444444,-3.613611111111111
Madrid Aeropuerto,Madrid,30.6 (17:40),12.5 (07:10),21.6,33 (16:00),15 (18:10),0,0,0,0,0,40.46666666666667,-3.5555555555555554
Sigüenza,Guadalajara,26.7 (15:30),8.6 (07:30),17.7,26 (16:10),12 (15:20),0,0,0,0,0,41.08638888888889,-2.618055555555556
Guadalajara,Guadalajara,30.0 (17:10),14.1 (07:30),22.1,27 (16:30),14 (16:30),0,0,0,0,0,40.63027777777778,-3.15
Colmenar Viejo,Madrid,26.6 (18:10),14.3 (04:30),20.5,27 (14:20),19 (09:00),0,0,0,0,0,40.69611111111111,-3.765
Toledo,Toledo,32.6 (18:00),15.7 (07:50),24.1,31 (19:10),18 (19:10),0,0,0,0,0,39.88472222222222,-4.045277777777778
Puerto Alto del León,Madrid,22.7 (18:20),9.8 (03:30),16.3,29 (14:20),17 (03:20),0,0,0,0,0,40.70638888888889,-4.141944444444444
Robledo de Chavela,Madrid,29.5 (16:40),12.1 (07:20),20.8,35 (14:00),12 (09:50),0,0,0,0,0,40.42777777777778,-4.25
Talavera de la Reina,Toledo,34.0 (17:50),13.2 (05:20),23.6,26 (17:50),12 (18:20),0,0,0,0,0,39.95861111111111,-4.863611111111111
Navalmoral de la Mata,Cáceres,32.8 (17:20),14.7 (06:40),23.7,27 (18:40),11 (15:20),0,0,0,0,0,39.94583333333333,-5.5825
Cáceres,Cáceres,31.1 (17:50),17.4 (07:20),24.3,31 (00:10),17 (06:10),0,0,0,0,0,39.47138888888889,-6.338888888888889
Plasencia,Cáceres,32.2 (17:30),16.6 (08:00),24.4,26 (19:40),8 (17:10),0,0,0,0,0,40.043055555555554,-6.085833333333333
Coria,Cáceres,32.3 (17:40),16.5 (07:30),24.4,29 (12:50),13 (12:50),0,0,0,0,0,40.00361111111111,-6.5575
Valencia de Alcántara,Cáceres,30.0 (19:40),17.0 (08:30),23.5,33 (05:00),19 (22:20),0,0,0,0,0,39.414722222222224,-7.231111111111111
Madridejos,Toledo,30.4 (17:30),13.1 (07:30),21.8,29 (13:00),12 (07:00),0,0,0,0,0,39.49194444444444,-3.5283333333333333
San Clemente,Cuenca,31.3 (17:10),16.3 (07:00),23.8,39 (23:00),24 (20:20),0,0,0,0,0,39.416666666666664,-2.4205555555555556
Tomelloso,Ciudad Real,32.1 (18:10),14.1 (06:30),23.1,24 (17:20),11 (00:30),0,0,0,0,0,39.16916666666666,-3.0075
Ciudad Real,Ciudad Real,31.3 (18:50),16.7 (07:20),24,26 (16:20),12 (16:20),0,0,0,0,0,38.98916666666667,-3.9202777777777778
Valdepeñas,Ciudad Real,31.2 (16:20),14.8 (07:30),23,25 (16:20),10 (22:00),0,0,0,0,0,38.75055555555556,-3.391388888888889
Viso del Marqués,Ciudad Real,31.4 (17:00),15.6 (07:10),23.5,47 (20:00),22 (19:30),0,0,0,0,0,38.518055555555556,-3.5666666666666664
Puebla de Don Rodrigo,Ciudad Real,32.5 (17:50),13.7 (07:40),23.1,23 (17:10),12 (16:50),0,0,0,0,0,39.08861111111111,-4.616388888888888
Herrera del Duque,Badajoz,32.5 (19:00),16.5 (05:10),24.5,42 (16:30),15 (18:00),0,0,0,0,0,39.169444444444444,-5.062222222222222
Hinojosa del Duque,Córdoba,33.3 (17:20),16.7 (07:20),25,27 (20:50),20 (20:50),0,0,0,0,0,38.49861111111111,-5.1211111111111105
Don Benito,Badajoz,33.1 (18:40),18.2 (07:30),25.6,18 (15:50),9 (08:10),0,0,0,0,0,38.955555555555556,-5.880555555555556
Llerena,Badajoz,31.1 (16:00),15.5 (07:00),23.3,27 (13:20),14 (13:10),0,0,0,0,0,38.23166666666667,-6.016944444444444
Mérida,Badajoz,31.8 (16:40),17.7 (06:40),24.8,25 (17:50),12 (17:30),0,0,0,0,0,38.91583333333333,-6.385555555555556
Badajoz Aeropuerto,Badajoz,31.7 (17:30),18.1 (08:00),24.9,30 (17:30),19 (18:00),0,0,0,0,0,38.88333333333333,-6.813888888888889
Jerez de los Caballeros,Badajoz,31.8 (17:20),16.4 (07:40),24.1,39 (18:40),25 (18:40),0,0,0,0,0,38.29861111111111,-6.765
Ayamonte,Huelva,28.4 (13:10),19.9 (07:30),24.1,32 (19:00),20 (17:10),0,0,0,0,0,37.19472222222222,-7.3950000000000005
Alajar,Huelva,31.3 (16:10),16.2 (06:10),23.8,53 (03:30),33 (04:20),0,0,0,0,0,37.868611111111115,-6.675000000000001
"Huelva, Ronda Este",Huelva,30.6 (15:50),19.0 (07:50),24.8,36 (20:00),24 (18:00),0,0,0,0,0,37.27833333333333,-6.911666666666667
Ceuta,Ceuta,29.7 (15:30),19.2 (23:40),24.5,32 (13:50),18 (13:40),0,0,0,0,0,35.88861111111111,-5.3469444444444445
Baza,Granada,30.4 (17:20),13.5 (07:10),21.9,34 (20:40),21 (19:20),0,0,0,0,0,37.505833333333335,-2.735
Santa Elena,Jaén,32.5 (16:30),16.7 (08:10),24.6,30 (18:00),12 (16:50),0,0,0,0,0,38.34444444444445,-3.5352777777777775
Jaén,Jaén,30.9 (17:50),17.5 (07:40),24.2,23 (18:40),12 (20:00),0,0,0,0,0,37.777499999999996,-3.8088888888888888
Andújar,Jaén,33.7 (17:30),13.1 (08:10),23.4,24 (14:30),11 (19:00),0,0,0,0,0,38.02305555555555,-4.063888888888889
Villanueva de Córdoba,Córdoba,31.2 (16:30),16.0 (07:20),23.6,33 (15:40),14 (15:30),0,0,0,0,0,38.33305555555556,-4.608888888888888
Córdoba Aeropuerto,Córdoba,34.3 (18:20),15.8 (07:50),25,28 (18:00),15 (19:20),0,0,0,0,0,37.848888888888894,-4.846666666666667
Doña Mencía,Córdoba,31.2 (18:20),17.6 (07:10),24.4,24 (15:50),11 (17:40),0,0,0,0,0,37.55611111111111,-4.353888888888888
Granada Base Aérea,Granada,30.4 (18:10),14.6 (07:50),22.5,28 (16:20),19 (19:40),0,0,0,0,0,37.13722222222222,-3.631388888888889
Granada Aeropuerto,Granada,31.2 (18:30),12.8 (08:00),22,26 (17:40),14 (14:40),0,0,0,0,0,37.189722222222215,-3.7894444444444444
Loja,Granada,31.2 (17:20),16.6 (07:00),23.9,25 (16:10),12 (00:50),0,0,0,0,0,37.16111111111111,-4.152777777777779
Écija,Sevilla,34.2 (18:20),16.3 (07:50),25.3,30 (23:00),18 (23:10),0,0,0,0,0,37.51611111111111,-5.085
Cazalla de la Sierra,Sevilla,31.2 (17:20),14.1 (07:50),22.7,28 (20:00),12 (16:00),0,0,0,0,0,37.92638888888889,-5.769722222222222
Sevilla Aeropuerto,Sevilla,33.8 (16:50),17.1 (07:40),25.4,32 (17:50),22 (21:00),0,0,0,0,0,37.416666666666664,-5.879166666666667
Morón de la Frontera,Sevilla,34.3 (17:30),16.2 (07:20),25.3,28 (21:00),18 (21:10),0,0,0,0,0,37.16444444444444,-5.6113888888888885
"Moguer, El Arenosillo",Huelva,25.1 (14:30),18.4 (07:50),21.8,30 (01:10),15 (01:20),0,0,0,0,0,37.09805555555556,-6.7380555555555555
Grazalema,Cádiz,26.9 (17:50),13.4 (07:10),20.1,20 (14:00),8 (00:40),0,0,0,0,0,36.760555555555555,-5.3741666666666665
Jerez de la Frontera Aeropuerto,Cádiz,33.0 (17:00),14.0 (06:50),23.5,50 (17:10),22 (17:30),0,0,0,0,0,36.75055555555556,-6.055833333333333
San Fernando,Cádiz,26.0 (14:20),18.9 (07:10),22.4,25 (18:30),17 (18:50),0,0,0,0,0,36.46555555555556,-6.205555555555556
Cádiz,Cádiz,26.2 (17:40),19.9 (07:10),23.1,26 (19:10),18 (00:10),0,0,0,0,0,36.499722222222225,-6.257777777777778
Vejer de la Frontera,Cádiz,27.7 (16:50),17.8 (04:40),22.8,27 (19:40),16 (19:50),0,0,0,0,0,36.245555555555555,-5.965
Melilla,Melilla,26.8 (15:40),18.9 (07:50),22.8,33 (15:40),25 (15:40),0,0,0,0,0,35.27638888888889,-2.956388888888889
Tarifa,Cádiz,24.3 (17:20),18.3 (02:50),21.3,27 (13:20),17 (13:00),0,0,0,0,0,36.013888888888886,-5.598888888888888
Estepona,Málaga,26.7 (15:30),17.0 (06:00),21.9,19 (18:10),10 (18:10),0,0,0,0,0,36.41694444444444,-5.155
Antequera,Málaga,30.5 (17:00),15.2 (08:00),22.8,30 (19:40),15 (19:40),0,0,0,0,0,37.029444444444444,-4.748333333333333
Málaga Aeropuerto,Málaga,29.2 (16:30),18.9 (05:30),24.1,30 (16:00),21 (16:00),0,0,0,0,0,36.66611111111111,-4.482222222222222
"Málaga, Centro Meteorológico",Málaga,30.0 (16:10),19.0 (07:10),24.5,28 (18:20),19 (18:20),0.4,0,0.4,0,0,36.717777777777776,-4.4816666666666665
"Málaga, Puerto",Málaga,27.7 (17:20),19.2 (07:20),23.5,21 (03:30),14 (03:30),0,0,0,0,0,36.71666666666667,-4.419722222222222
Adra,Almería,29.5 (17:40),19.1 (06:00),24.3,14 (13:40),11 (14:30),0,0,0,0,0,36.74722222222222,-3.0205555555555557
Abla,Almería,27.5 (15:20),16.1 (08:10),21.8,35 (11:30),17 (12:10),0,0,0,0,0,37.14138888888889,-2.779722222222222
Almería Aeropuerto,Almería,32.0 (13:30),22.4 (07:10),27.2,41 (12:30),28 (15:40),0,0,0,0,0,36.84638888888889,-2.3569444444444447
Huércal-Overa,Almería,29.7 (13:30),21.0 (07:00),25.4,27 (17:20),9 (20:00),0,0,0,0,0,37.39055555555556,-1.9436111111111112
Águilas,Murcia,29.1 (14:40),23.9 (08:00),26.5,36 (17:30),22 (17:30),0,0,0,0,0,37.41722222222222,-1.5869444444444445
Cartagena,Murcia,28.8 (14:30),21.5 (05:50),25.1,33 (16:20),21 (17:00),0,0,0,0,0,37.60111111111111,-0.9877777777777778
San Javier Aeropuerto,Murcia,29.6 (14:30),24.4 (05:30),27,35 (15:10),28 (16:30),0,0,0,0,0,37.788888888888884,-0.8033333333333333
Hellín,Albacete,27.3 (18:20),18.7 (06:20),23,33 (20:20),17 (19:50),0,0,0,0,0,38.54194444444444,-1.7030555555555555
Caravaca de La Cruz,Murcia,28.2 (16:20),17.2 (07:20),22.7,30 (18:20),18 (19:00),0,0,0,0,0,38.1025,-1.8772222222222223
Cieza,Murcia,31.7 (15:40),20.5 (05:50),26.1,37 (18:30),17 (19:00),0,0,0,0,0,38.23277777777778,-1.3805555555555555
Murcia,Murcia,31.4 (15:40),22.4 (07:10),26.9,35 (14:00),21 (17:20),0,0,0,0,0,38.00194444444445,-1.1708333333333334
Lorca,Murcia,32.1 (15:40),22.0 (04:20),27,22 (16:40),8 (13:30),0,0,0,0,0,37.65472222222222,-1.6872222222222222
Yecla,Murcia,28.9 (14:50),16.4 (04:50),22.6,28 (15:10),15 (20:20),0,0,0,0,0,38.60166666666667,-1.159722222222222
Alicante-Elche Aeropuerto,Alacant/Alicante,29.1 (14:20),21.5 (07:10),25.3,41 (12:20),24 (15:00),0,0,0,0,0,38.282777777777774,-0.5708333333333333
Alicante/Alacant,Alacant/Alicante,29.4 (14:20),21.7 (06:40),25.6,28 (19:10),17 (19:50),0,0,0,0,0,38.3725,-0.49416666666666664
Jávea/ Xàbia,Alacant/Alicante,29.9 (14:50),20.4 (04:20),25.1,25 (16:00),14 (14:40),0,0,0,0,0,38.78361111111111,0.16777777777777778
Cuenca,Cuenca,29.0 (16:30),15.4 (07:50),22.2,34 (21:30),16 (21:40),0,0,0,0,0,40.06722222222223,-2.1319444444444446
Albacete Base Aérea,Albacete,29.4 (15:50),17.1 (07:10),23.3,37 (14:40),24 (19:10),0,0,0,0,0,38.95416666666667,-1.856388888888889
Chinchilla,Albacete,26.3 (16:20),14.2 (07:20),20.2,40 (21:00),25 (21:10),0,0,0,0,0,38.93583333333333,-1.66
Albacete,Albacete,29.5 (17:40),18.1 (07:20),23.8,30 (15:10),11 (15:10),0,0,0,0,0,39.00555555555555,-1.8622222222222222
Xàtiva,València/Valencia,29.8 (15:30),19.9 (07:40),24.8,36 (15:50),25 (16:00),0,0,0,0,0,39.001666666666665,-0.5236111111111111
Utiel,València/Valencia,28.7 (16:20),15.4 (02:00),22.1,36 (19:20),21 (16:50),0,0,0,0,0,39.57555555555556,-1.2447222222222223
Polinyà de Xúquer,València/Valencia,27.6 (16:20),20.4 (06:50),24,29 (15:50),17 (15:50),0,0,0,0,0,39.18472222222222,-0.3719444444444444
Teruel,Teruel,26.9 (13:40),13.0 (05:40),19.9,41 (19:20),19 (19:30),11.2,0,0,6.8,4.4,40.35055555555556,-1.1241666666666668
Valencia Aeropuerto,València/Valencia,28.6 (15:30),22.6 (02:30),25.6,33 (14:50),23 (16:10),0,0,0,0,0,39.485,-0.4747222222222222
"València, Viveros",València/Valencia,28.1 (13:50),22.0 (06:10),25.1,31 (16:50),14 (16:30),0,0,0,0,0,39.480555555555554,-0.3663888888888889
Castellón - Almassora,Castelló/Castellón,28.1 (16:00),19.7 (04:00),23.9,27 (17:50),15 (13:40),0,0,0,0,0,39.95722222222223,-0.07194444444444445
Reinosa,Cantabria,21.2 (15:30),4.3 (03:40),12.8,28 (15:40),15 (17:40),0,0,0,0,0,42.99194444444444,-4.160555555555556
Medina de Pomar,Burgos,24.9 (15:20),8.1 (06:40),16.5,38 (19:10),18 (19:20),0,0,0,0,0,42.919999999999995,-3.4827777777777778
Vitoria Gasteiz Aeropuerto,Araba/Álava,24.5 (16:30),6.0 (06:30),15.3,42 (16:30),29 (19:50),0,0,0,0,0,42.871944444444445,-2.7327777777777778
Belorado,Burgos,25.3 (17:50),8.7 (05:10),17,28 (19:40),19 (19:40),0,0,0,0,0,42.42111111111111,-3.1702777777777778
Jaca,Huesca,27.1 (15:30),7.7 (07:40),17.4,27 (22:50),15 (23:00),0,0,0,0,0,42.57888888888889,-0.5469444444444445
Aragüés del Puerto,Huesca,24.8 (16:40),8.8 (06:30),16.8,26 (15:10),15 (15:10),0,0,0,0,0,42.70888888888889,-0.6730555555555555
Sos del Rey Católico,Zaragoza,28.3 (18:40),8.8 (07:10),18.5,31 (19:20),16 (18:50),0,0,0,0,0,42.490833333333335,-1.213611111111111
Calamocha,Teruel,25.9 (16:20),9.4 (07:30),17.6,38 (17:50),27 (17:50),0.2,0,0,0.2,0,40.92611111111111,-1.2933333333333332
Daroca,Zaragoza,26.6 (15:50),9.9 (06:50),18.3,32 (14:50),14 (15:00),0,0,0,0,0,41.114444444444445,-1.41
Calatayud,Zaragoza,29.4 (16:40),12.0 (07:30),20.7,30 (19:30),16 (14:20),0.4,0,0,0,0.4,41.33111111111111,-1.6452777777777778
"Zaragoza, Valdespartera",Zaragoza,32.5 (18:10),15.5 (06:10),24,29 (22:10),13 (22:10),0,0,0,0,0,41.62083333333334,-0.935
Calanda,Teruel,29.4 (14:50),15.0 (06:30),22.2,46 (21:50),26 (22:10),0,0,0,0,0,40.946666666666665,-0.23777777777777778
Alcañiz,Teruel,29.9 (16:00),11.7 (07:00),20.8,30 (16:20),15 (16:20),0,0,0,0,0,41.058055555555555,-0.14166666666666666
Talarn,Lleida,28.2 (18:00),11.6 (05:50),19.9,32 (13:40),20 (13:20),0,0,0,0,0,42.20527777777778,0.8652777777777777
Lleida,Lleida,31.6 (17:30),14.1 (07:10),22.9,34 (19:40),18 (19:20),0,0,0,0,0,41.626111111111115,0.5980555555555556
Bielsa,Huesca,24.5 (14:50),7.7 (06:00),16.1,29 (11:30),8 (13:50),0,0,0,0,0,42.63,0.22472222222222224
"Escorca, Lluc",Illes Balears,27.2 (13:10),13.4 (06:10),20.3,20 (13:40),7 (10:00),0,0,0,0,0,39.82333333333334,2.8858333333333333
"Palma, Puerto",Illes Balears,29.4 (11:20),21.7 (05:40),25.6,26 (13:00),14 (12:30),0,0,0,0,0,39.55333333333333,2.625277777777778
"Sierra de Alfabia, Bunyola",Illes Balears,23.8 (13:10),15.1 (06:30),19.4,29 (23:59),23 (22:50),0,0,0,0,0,39.735,2.7130555555555556
Porreres,Illes Balears,29.6 (14:20),18.0 (05:30),23.8,33 (13:10),17 (12:40),0,0,0,0,0,39.52166666666667,3.0191666666666666
Capdepera,Illes Balears,28.6 (11:00),23.2 (00:50),25.9,29 (12:30),23 (13:20),0,0,0,0,0,39.71555555555556,3.4780555555555557
"Menorca, Aeropuerto",Illes Balears,27.9 (16:20),19.8 (06:10),23.8,35 (16:40),22 (18:40),0,0,0,0,0,39.85472222222222,4.2155555555555555
Lanzarote Aeropuerto,Las Palmas,28.3 (13:10),20.1 (04:50),24.2,59 (09:30),46 (11:50),0,0,0,0,0,28.951944444444443,-13.600277777777777
Tazacorte,Santa Cruz de Tenerife,28.3 (16:20),19.9 (04:50),24.1,36 (08:10),23 (08:10),0,0,0,0,0,28.59583333333333,-17.915277777777778
La Palma Aeropuerto,Santa Cruz de Tenerife,25.8 (13:00),21.3 (01:40),23.5,48 (02:20),40 (06:00),0,0,0,0,0,28.633055555555558,-17.755
Pájara,Las Palmas,26.7 (16:10),21.1 (06:20),23.9,58 (00:40),17 (01:00),0,0,0,0,0,28.049166666666668,-14.358055555555556
Fuerteventura Aeropuerto,Las Palmas,26.0 (13:50),20.7 (07:20),23.4,52 (09:30),41 (09:30),0,0,0,0,0,28.44472222222222,-13.863055555555555
San Sebastián de la Gomera,Santa Cruz de Tenerife,26.2 (16:40),21.8 (05:40),24,66 (08:40),25 (23:40),0,0,0,0,0,28.08972222222222,-17.11138888888889
