Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,16.2 (15:00),10.4 (00:30),13.3,37 (13:40),24 (14:40),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,15.6 (12:30),12.3 (00:10),14,42 (14:10),35 (14:10),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,15.7 (16:00),4.3 (07:40),10,28 (17:40),15 (17:40),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,13.6 (15:30),11.3 (07:20),12.5,39 (20:40),32 (14:30),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,16.5 (14:20),10.6 (03:10),13.6,26 (15:30),12 (06:10),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,15.7 (14:40),8.0 (21:20),11.8,23 (15:20),13 (13:00),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,15.1 (15:40),7.7 (05:10),11.4,26 (15:30),19 (16:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,15.1 (14:30),5.7 (03:10),10.4,18 (16:00),10 (16:50),0,0,0,0,0,42.10444444444445,2.763611111111111
Zumarraga,Gipuzkoa,11.7 (14:40),7.7 (06:40),9.7,54 (04:30),16 (12:30),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,17.9 (12:20),10.0 (02:00),13.9,69 (08:50),40 (11:00),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,14.9 (14:20),10.6 (00:20),12.8,71 (12:00),41 (12:10),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,16.7 (12:30),10.0 (01:20),13.4,42 (11:20),27 (09:30),0.2,0.2,0,0,0,43.45388888888889,-2.7527777777777778
