Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,18.7 (14:50),6.5 (07:40),12.6,32 (13:50),22 (14:30),0,0,0,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,17.1 (14:40),8.6 (06:20),12.9,35 (13:30),30 (16:40),0,0,0,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,19.6 (16:30),3.4 (07:40),11.5,36 (19:40),19 (18:00),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,15.8 (13:30),9.6 (06:40),12.7,27 (15:30),23 (15:20),0,0,0,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,19.0 (14:30),7.4 (05:10),13.2,23 (17:10),6 (06:50),0,0,0,0,0,41.587500000000006,2.54
Santa Susanna,Barcelona,16.6 (14:10),3.3 (05:40),10,26 (13:10),13 (12:50),0,0,0,0,0,41.65083333333333,2.6969444444444446
Girona Aeropuerto,Girona,19.2 (14:10),1.3 (07:30),10.3,33 (16:20),20 (15:10),0,0,0,0,0,41.91166666666666,2.763333333333333
Porqueres,Girona,19.3 (14:20),2.5 (04:30),10.9,31 (14:30),17 (14:40),0,0,0,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,17.0 (14:40),4.6 (06:30),10.8,22 (13:30),16 (15:20),0,0,0,0,0,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,18.2 (15:20),0.2 (07:10),9.2,21 (16:40),11 (17:20),0,0,0,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,17.4 (17:50),4.5 (07:00),10.9,24 (14:20),19 (14:40),0,0,0,0,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,17.0 (14:40),1.2 (06:30),9.1,23 (15:40),11 (16:00),0,0,0,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,14.5 (16:30),8.8 (07:00),11.7,31 (12:10),24 (12:10),0,0,0,0,0,43.45388888888889,-2.7527777777777778
Punta Galea,Bizkaia,16.2 (14:00),5.3 (07:00),10.8,20 (15:30),12 (15:30),0.1,0,0,0,0.1,43.375,-3.0216666666666665
Güeñes,Bizkaia,21.4 (15:10),1.0 (08:00),11.2,23 (17:00),10 (16:30),0,0,0,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,20.7 (14:50),2.9 (07:20),11.8,32 (17:20),23 (16:40),0.2,0,0,0,0.2,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,15.6 (15:20),5.6 (07:20),10.6,21 (10:30),14 (10:40),0,0,0,0,0,43.39472222222222,-3.233888888888889
