Estación,Provincia,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm),Latitude,Longitude
Reus Aeropuerto,Tarragona,23.0 (14:00),11.4 (23:20),17.2,67 (14:10),46 (14:30),0.2,0,0.2,0,0,41.144999999999996,1.163611111111111
Barcelona Aeropuerto,Barcelona,25.0 (14:20),16.0 (20:00),20.5,45 (15:00),35 (15:00),1.3,1.1,0.2,0,0,41.29277777777778,2.0700000000000003
Manresa,Barcelona,21.6 (14:10),11.8 (23:59),16.7,51 (16:10),26 (17:30),0,0,0,0,0,41.72,1.840277777777778
Barcelona,Barcelona,22.9 (13:10),15.6 (23:59),19.3,41 (18:40),21 (13:40),1.3,0.8,0.5,0,0,41.39055555555556,2.2
Arenys de Mar,Barcelona,22.1 (11:00),10.9 (23:40),16.5,15 (15:30),6 (19:10),1.9,1.5,0.3,0,0.1,41.587500000000006,2.54
Girona Aeropuerto,Girona,17.6 (12:00),9.8 (23:20),13.7,33 (08:40),22 (07:30),1.5,0.8,0,0,0.7,41.91166666666666,2.763333333333333
Porqueres,Girona,16.6 (12:40),10.9 (22:40),13.8,14 (10:50),8 (09:50),0.4,0.3,0.1,0,0,42.10444444444445,2.763611111111111
San Sebastián Aeropuerto,Gipuzkoa,17.6 (15:00),12.0 (22:50),14.8,42 (15:30),24 (14:20),6.4,1.6,3.7,0,1.1,43.356944444444444,-1.7922222222222222
Zumarraga,Gipuzkoa,13.1 (13:20),5.5 (22:20),9.3,24 (04:20),14 (04:20),3.2,2.8,0.4,0,0,43.080000000000005,-2.3175
Zumaia,Gipuzkoa,18.3 (15:10),11.6 (21:50),14.9,48 (13:30),29 (13:10),2,1.7,0.2,0.1,0,43.30222222222222,-2.2511111111111113
Elgoibar,Gipuzkoa,17.0 (14:30),7.8 (22:30),12.4,28 (10:30),12 (16:10),1.4,1.3,0.1,0,0,43.20944444444445,-2.413333333333333
Machichaco,Bizkaia,15.7 (16:00),12.0 (03:20),13.8,80 (10:50),67 (10:50),6.8,3.8,0.8,0,2.2,43.45388888888889,-2.7527777777777778
Güeñes,Bizkaia,17.4 (15:20),7.8 (21:20),12.6,37 (12:10),22 (12:10),2.3,2.2,0.1,0,0,43.20333333333333,-3.104722222222222
Bilbao Aeropuerto,Bizkaia,18.2 (14:00),10.2 (20:40),14.2,46 (15:30),34 (15:30),3.2,2,1.1,0.1,0,43.29805555555556,-2.906388888888889
Castro Urdiales,Cantabria,17.4 (13:00),12.4 (02:40),14.9,68 (08:20),27 (08:30),1.3,1,0.3,0,0,43.39472222222222,-3.233888888888889
Santander Aeropuerto,Cantabria,18.3 (15:30),12.3 (08:00),15.3,50 (07:10),31 (14:10),1.8,1.8,0,0,0,43.42388888888889,-3.8255555555555554
Santander,Cantabria,16.9 (15:50),12.5 (01:30),14.7,63 (23:30),45 (23:30),2.8,2.8,0,0,0,43.49111111111111,-3.8005555555555555
San Vicente de la Barquera,Cantabria,17.0 (13:40),11.8 (21:50),14.4,45 (01:40),30 (01:40),2.3,2.2,0.1,0,0,43.39333333333333,-4.392222222222222
Llanes,Asturias,19.2 (13:40),13.4 (02:00),16.3,45 (11:40),23 (14:20),1.6,1.6,0,0,0,43.42027777777778,-4.748055555555555
"Gijón, Campus",Asturias,18.7 (15:10),12.1 (08:20),15.4,40 (12:40),22 (12:40),0.4,0.4,0,0,0,43.52305555555555,-5.621111111111111
Cabo Peñas,Asturias,16.8 (15:20),12.6 (22:10),14.7,73 (18:50),42 (19:10),0.1,0.1,0,0,0,43.655833333333334,-5.8486111111111105
Asturias Aeropuerto,Asturias,17.8 (15:40),11.4 (08:40),14.6,58 (23:40),34 (01:20),0.7,0.7,0,0,0,43.566944444444445,-6.0441666666666665
Oviedo,Asturias,15.5 (16:10),9.8 (08:40),12.7,50 (20:40),26 (16:00),0.6,0.6,0,0,0,43.35333333333333,-5.874166666666667
Castropol,Asturias,17.9 (13:50),11.4 (08:30),14.6,49 (15:00),21 (14:50),0.6,0.5,0,0,0.1,43.52472222222222,-7.0313888888888885
Estaca de Bares,A Coruña,15.5 (13:50),10.9 (03:00),13.2,92 (19:30),74 (17:10),6.6,2.2,0,1.2,3.2,43.78611111111111,-7.684722222222223
Fisterra,A Coruña,15.2 (14:10),11.5 (03:40),13.3,73 (16:20),56 (16:20),1.2,0.4,0.4,0.4,0,42.92472222222222,-9.29138888888889
Santiago de Compostela Aeropuerto,A Coruña,14.3 (15:20),7.8 (08:00),11.1,37 (14:30),23 (15:40),0.8,0.5,0,0,0.3,42.88805555555555,-8.410555555555556
Padrón,A Coruña,16.8 (14:00),7.4 (09:10),12.1,34 (13:30),10 (14:10),1.2,0.1,0,0.2,0.9,42.73833333333334,-8.627222222222223
Pontevedra,Pontevedra,17.2 (14:10),9.4 (08:40),13.3,37 (15:40),18 (15:10),0.8,0,0.4,0,0.4,42.43833333333333,-8.615833333333333
